OTUID	T00C01	T00C02	T00C03	T00C04	T00C05	T00C06	T00C07	T00C08	T00C09	T00C10	T00C11	T00C12	T00C13	T00C14	T00C15	T00C16	T00C17	T00C18	T00C19	T00C20	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU4881	0	0	0	0	0	0	1	0	0	0	2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4883	7	13	7	16	20	11	15	11	9	12	4	10	3	10	22	28	15	23	27	23	9	11	3	16	9	12	4	12	6	9	11	28	9	0	1	9	6	8	7	12	17	40	12	2	16	17	11	10	13	12	4	10	16	14	18	14	12	12	23	23	12	9	15	12	8	2	19	24	20	30	41	12	12	18	30	12	12	22	20	21	3	5	21	6	14	20	13	6	7	15	26	10	13	13	7	12	11	3	23	15
OTU4884	1	2	5	2	4	2	2	1	3	12	2	4	3	6	1	6	2	6	5	1	2	0	1	4	9	6	11	0	0	3	3	3	0	14	10	7	6	5	18	4	0	1	1	0	0	1	5	2	0	0	2	0	0	1	1	63	30	5	1	2	0	0	0	0	7	1	2	0	9	0	0	4	0	0	14	1	0	0	0	2	0	0	0	3	2	0	0	0	0	2	0	1	0	0	3	0	1	0	4	0
OTU4886	2	2	3	2	1	3	3	0	1	2	2	4	0	3	4	5	0	3	4	13	1	1	1	1	2	1	2	1	3	1	1	0	0	0	0	0	0	0	1	2	1	0	4	0	2	2	0	2	0	0	1	1	0	4	0	0	1	2	4	2	2	0	1	0	2	1	2	3	0	1	3	1	1	1	2	0	1	0	0	3	1	0	2	1	1	3	2	0	7	1	2	1	0	0	2	0	2	1	1	3
OTU4891	1	1	1	2	1	0	0	0	0	1	0	2	0	3	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	1	0	1	0	0	1	0	0	2	0	2	0	0	0	0	1	2	0	0	0	1	2	0	0	1	0	2	1	0	1	0	0	0	1	0	1	0	1	1
OTU4902	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4907	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4913	0	0	0	0	1	0	0	2	1	0	0	2	0	2	2	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	2	1	1	3	1	0	2	1	0	1	0	2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	3	0	0	0	2	0
OTU4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	2	0
OTU492	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4923	0	2	2	0	3	2	0	1	2	4	1	1	1	0	3	2	0	6	6	2	4	4	0	2	2	3	1	1	1	1	0	8	5	0	0	1	3	3	2	2	6	3	1	0	3	5	4	0	7	4	3	2	6	1	0	9	3	3	11	6	5	1	2	0	2	0	1	1	7	3	6	2	0	4	8	4	1	3	4	5	2	2	1	1	3	2	0	0	4	0	12	1	2	0	0	3	2	1	1	0
OTU493	0	1	0	0	2	0	0	0	1	1	3	1	2	0	3	3	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4931	5	8	3	7	13	8	16	16	6	1	8	15	2	7	9	13	3	17	9	21	2	3	2	4	5	3	2	1	3	2	3	4	0	1	1	2	6	4	2	3	2	4	5	0	3	0	2	1	3	5	2	2	0	5	3	4	2	1	1	7	4	2	3	1	2	0	3	7	2	8	3	4	3	4	5	2	1	2	3	4	1	3	2	2	3	2	4	4	5	3	1	0	2	1	0	2	3	3	4	2
OTU4932	4	3	0	5	0	2	2	3	2	2	4	1	2	0	1	3	1	2	7	4	1	1	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0
OTU4936	0	2	0	3	0	1	3	1	0	4	1	0	1	0	5	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4947	0	2	0	0	1	0	2	0	1	0	2	2	0	1	0	0	0	0	3	1	2	0	4	0	1	2	0	1	0	3	0	3	0	0	0	0	0	0	0	0	4	0	2	0	2	1	0	1	0	2	2	0	6	2	0	0	0	1	1	1	0	0	1	5	5	0	1	1	0	2	5	3	3	0	2	1	3	3	0	1	0	3	2	0	0	0	0	1	1	0	1	0	1	0	0	1	2	0	1	1
OTU4951	1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4954	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4955	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU497	0	5	1	7	0	1	2	1	0	3	2	1	2	3	11	7	1	3	6	2	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4979	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU498	0	0	0	0	1	0	1	2	0	0	0	1	0	0	0	2	0	2	2	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	5	0	2	0	2	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1
OTU4980	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	3	0	1	1
OTU4995	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4996	2	1	2	4	5	4	0	2	1	2	1	0	0	4	3	1	0	8	3	7	6	3	0	1	0	0	0	0	2	2	1	3	0	0	0	0	1	0	2	1	1	5	0	1	3	1	1	1	1	1	0	1	3	3	0	1	0	1	1	0	0	0	0	0	1	0	2	0	2	5	1	1	0	0	3	0	2	0	4	0	1	1	2	0	0	1	3	2	3	0	0	2	0	0	1	3	1	2	9	2
OTU4997	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4998	1	1	0	0	0	0	1	2	0	1	1	1	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	2	0	2	1	0	1	0	2	0	2	0	0	2	0	0	2	0	0	0	6	2
OTU500	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	1	0	3	2	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	1	0	0	3	0	2	0	0	1	0	0	2	0	1	1	0	0	1	0	3	0	0	0	0	0	1	1	1	0
OTU5000	0	0	1	1	1	0	0	2	0	1	1	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	1	1	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	2	0
OTU5005	0	0	0	1	0	3	2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5006	1	0	2	0	1	0	1	2	1	0	0	0	0	0	4	1	0	1	3	1	1	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	5	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	1	1	2	1	1	0	1	0	2	3	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	1	2	1	1
OTU5008	5	0	1	0	0	2	0	0	1	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0	1	1	0	0	0	1	0	0	1	1	0	3	1	0	0	0	0	0	0	1	1	1	1	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU501	1	0	0	0	2	0	2	0	2	1	1	0	0	1	2	0	0	0	3	1	2	0	1	2	2	3	0	0	3	3	1	3	3	0	0	0	1	0	1	2	1	4	2	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	2	2	0	0	2	1	3	2	3	1	6	0	1	1	1	0	2	3	0	0	1	0	1	3	0	0	2	1	0	1	0	2	0	0	0	1	5	0	2	1	1
OTU5011	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5013	0	0	0	0	1	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5017	1	2	0	0	1	0	1	0	0	3	1	1	0	1	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5018	1	1	0	2	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	2	0	2	0	0	0	0	0	1	1
OTU502	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5021	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0
OTU5022	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5023	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5026	2	4	1	2	4	0	0	0	2	3	1	2	0	1	1	2	0	3	1	1	0	1	2	1	2	0	0	1	1	0	0	2	2	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	2	0	1	1	1	0	1	0	0	0	1	0	0	1	0	1	3	1	2	6	0	3	1	0	0	0	2	0	1	1	1	1	0	1	1	1	1	2	1	0	1	0	2	0	0	0	0
OTU5027	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	0	3	3	0	1	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	2	2	2	0	0	1	2	2	0	1	0	1	0	0	2	0	0	2	0	1	0	0	0	2	0	0	0	3	0	0	0	2
OTU5029	4	8	4	6	12	7	6	5	5	8	4	10	2	6	43	11	2	12	27	16	0	2	2	0	2	3	1	0	7	3	1	5	2	2	1	3	4	4	3	6	4	4	0	1	3	1	2	1	2	3	3	7	3	1	5	2	5	2	5	6	5	2	0	2	11	1	5	6	2	13	7	5	2	10	8	4	6	6	5	7	1	1	6	1	3	2	4	1	3	2	5	1	2	2	0	7	1	1	4	2
OTU5031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU5039	4	12	3	5	3	1	7	7	2	6	2	5	0	7	12	4	3	8	5	14	6	9	2	7	2	5	0	3	6	6	2	4	6	0	0	5	2	2	4	7	13	7	6	0	9	9	6	2	1	5	7	7	4	4	9	11	6	1	11	13	6	4	5	6	8	4	12	12	8	8	19	4	12	5	19	8	9	10	9	13	5	5	8	1	3	6	5	1	4	2	18	1	7	5	2	6	3	3	12	5
OTU5040	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	1	0	1	2	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	0	2	0	3	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	2	2	0	2	0	0	0	0	2	0	0	0	0	0	0
OTU5041	4	2	1	2	3	3	6	4	5	2	3	0	1	5	8	3	1	8	4	4	0	1	2	1	2	2	2	0	0	2	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	0	1	0	0	2	2	0	2	0	2	1	2	1	1	0	0	0	3	0	0	1	1	3	1	0	0	2	3	1	1	1	1	0	0	0	2	0	1	3	0	0	2	1	3	0	1	0	0	1	1	0	1	1
OTU5042	1	3	2	1	3	5	9	4	4	10	6	4	1	5	13	5	1	5	13	4	1	2	6	2	1	6	0	3	1	1	1	2	0	0	0	0	0	1	1	2	1	2	3	0	2	3	2	2	0	1	1	1	7	1	6	2	5	3	5	0	2	1	5	0	6	1	6	6	2	9	9	1	6	3	9	2	5	3	2	2	1	2	3	0	3	3	2	0	3	2	4	0	1	1	2	0	2	0	6	4
OTU5043	1	0	0	0	3	2	0	0	0	0	0	0	0	2	4	1	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5044	0	1	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5046	0	0	1	1	0	0	1	2	2	2	2	1	0	2	4	0	0	3	2	1	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	2	3	1	1	1	0	0	2	0	1	1	0	0	1	1	4	2	4	2	1	0	0	1	1	2	1	2	3	0	2	0	0	0	2	0	1	3	2	1	0	1	1	0	0	1
OTU5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	3	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU5049	6	4	8	6	12	5	12	8	7	10	5	8	6	9	33	16	4	17	22	19	6	9	0	7	3	4	0	7	8	3	4	8	6	1	3	1	4	2	2	2	6	4	2	0	4	3	0	0	11	3	2	8	6	1	9	2	7	1	15	2	8	0	7	0	6	3	5	7	10	7	27	2	1	7	9	10	9	8	12	9	5	4	11	2	4	4	1	1	6	2	26	0	8	1	1	13	8	2	11	3
OTU5050	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	2	2	1	0	0	0	1	0	0	1	0	0	0	1	0	5	2	4	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU5051	0	1	0	1	0	0	2	0	0	1	0	1	0	0	3	1	1	1	2	0	1	0	0	1	1	0	0	1	1	0	2	3	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	1	1	0	2	0	1	0	0	2	1	4	2	1	0	2	0	1	1	2	1	0	2	2	0	0	1	2	0	0	1	3	0	0	0	0	0	1	2	1	0	2	1	1	1	2	0	1	1	2	0	1	0
OTU5052	2	6	2	3	4	2	3	4	3	3	8	2	2	3	4	3	1	3	3	3	2	1	0	1	1	6	0	1	5	0	1	0	0	1	0	0	2	1	1	1	0	1	0	0	2	3	1	0	1	1	0	1	2	2	1	2	1	0	2	3	3	1	1	0	1	1	3	2	1	4	3	3	6	2	7	0	1	0	3	0	0	2	3	1	1	1	1	0	0	3	3	0	1	0	2	0	1	2	7	6
OTU5053	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	3	2	2	2	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	1	0	0	0	0	2	1	0	1	0	0	1	1	2	1	0	0	1	0	0	0	0	0	3	0	0	1	3	3	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	2
OTU5054	9	6	12	3	4	7	4	8	5	9	11	9	3	7	8	8	4	4	18	12	1	2	5	1	3	5	3	4	5	5	0	3	2	1	0	3	3	1	1	3	2	10	5	0	8	1	2	3	1	5	3	1	4	3	4	4	2	8	2	8	5	3	2	1	9	2	5	2	9	7	14	6	5	4	8	2	2	5	0	4	0	4	7	5	5	2	3	2	1	3	10	1	2	2	3	0	6	1	8	3
OTU5055	0	0	0	0	5	0	1	3	0	0	0	0	0	1	3	4	3	1	5	0	1	1	0	0	1	1	0	0	1	1	2	2	2	1	0	4	1	1	0	0	4	1	5	0	0	2	0	0	2	3	0	1	2	1	2	1	4	0	0	1	1	0	0	2	7	1	0	1	3	1	5	0	0	3	3	3	3	1	1	5	1	2	1	1	4	4	1	0	4	0	2	0	1	1	0	2	1	0	2	5
OTU5056	2	6	0	1	1	1	0	2	0	3	1	1	1	2	13	4	0	6	9	6	0	0	0	0	0	1	0	0	2	2	1	4	1	0	0	3	0	2	1	1	2	6	3	0	1	5	3	0	0	1	1	1	2	4	2	0	2	3	2	2	2	0	0	1	3	1	2	6	0	8	1	2	7	1	1	1	1	2	5	3	0	3	4	0	0	0	5	2	2	1	0	2	1	6	3	3	2	4	5	4
