OTUID	T00C01	T00C02	T00C03	T00C04	T00C05	T00C06	T00C07	T00C08	T00C09	T00C10	T00C11	T00C12	T00C13	T00C14	T00C15	T00C16	T00C17	T00C18	T00C19	T00C20	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU7317	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7318	2	0	1	0	4	1	2	1	3	0	1	3	1	0	0	1	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	3	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	3	1
OTU7320	0	0	0	0	0	1	2	2	0	0	0	2	1	1	2	0	0	0	2	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	2	1	2	0	0	6	1	0	1	1	3	0	0	2	1	0	2	2	0	0	0	1	2	0	0	4	0	4	0	1	1	1
OTU7321	0	1	1	1	1	0	1	1	1	0	2	2	0	0	1	1	1	0	2	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1
OTU7336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7342	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7343	2	2	1	4	5	4	3	0	3	1	5	3	3	2	4	2	2	5	4	3	2	0	0	0	0	1	0	1	3	2	0	1	0	0	0	1	4	0	2	0	0	3	1	0	1	1	1	1	2	0	1	1	2	1	0	1	2	0	2	1	0	0	0	0	0	0	1	5	0	4	1	0	0	2	0	4	0	0	0	1	0	2	0	0	0	0	0	1	2	3	1	1	0	2	1	0	1	3	3	6
OTU7350	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7351	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7353	11	2	10	7	11	4	9	5	5	17	17	6	3	4	5	5	0	2	5	7	2	0	1	2	1	3	3	2	2	4	0	3	3	2	2	2	3	3	0	1	4	6	1	0	1	2	2	2	1	1	1	0	3	2	2	3	3	4	2	4	5	0	0	0	0	2	1	9	1	11	6	4	1	2	2	1	1	0	1	0	0	2	2	4	0	1	3	0	1	6	1	0	2	1	0	1	7	3	4	1
OTU7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1	1	2	4	1	1	6	0	4	0	1	0	1	2	2	2	0	5	2
OTU7359	2	2	2	1	4	3	2	0	1	3	1	2	1	0	1	6	0	3	1	5	1	0	0	0	1	2	1	0	2	3	1	2	1	0	0	0	1	1	0	0	1	2	1	1	0	0	2	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	6	1	1	1	1	2	1	1	1	1	0	0	2	0	1	1	1	0	0	0	1	2	2	2	0	0	0	1	0	0	1	2	0
OTU7361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	1	0	0	1	3	0	0	1	0	0	0	0	1	1	2	0	0	1	1	0	3	0	0	17	0	3	0	2	1	5	0	0	1	2	2	0	2	1	0	1	0	0	0
OTU7363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	12	1	0	0	3	0	0	0	0
OTU7365	1	0	2	0	2	1	0	0	2	0	1	0	1	0	0	0	0	0	2	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0
OTU7366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	3	0	1	0	964	2	3	1	0	7	7	0	0	1	0	0	0	6	0	0	0	2	3	0
OTU7367	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	5	0	3	4	0	0	0	0	0
OTU7375	2	1	1	2	1	3	1	0	0	5	2	7	1	1	2	4	0	1	5	5	2	0	0	1	0	2	0	0	3	1	0	1	0	0	1	1	1	0	1	1	0	3	3	0	0	2	1	0	0	0	1	0	1	3	1	4	2	1	2	0	0	0	0	0	2	1	0	4	0	3	1	0	1	1	1	1	1	1	1	1	0	0	2	0	0	0	0	1	3	1	3	1	0	3	1	5	1	2	5	0
OTU7376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	2	0	2	1	5	1	3	0	1	3	1	0	5	0	1	5	0	2	17	1	5	0	17	5	0	0	1	3	0	1	4	0	1	11	0	7	0	6
OTU7377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	3	0	2	0	0	0	0	3	0	2	0	0	2	7	3	8	0	0	3	0	4	0	0	37	2	2	0	0	7	2	1	0	12	2	0	0	0	2	0	1	0	0	1
OTU7378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	3	2	2	0	0	1	0	0	0	0	3	15	2	1	28	2	4	4	1	27	8	1	0	2	0	0	0	1	4	2	0	537	2	4	2	11	0	5	1	1	3	0	0	0	0	1	8	0	2	0	4
OTU7379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0
OTU7381	3	1	2	0	1	1	1	4	1	0	2	1	0	1	1	3	0	3	1	5	1	3	1	0	2	1	1	1	0	0	1	3	0	0	0	0	0	1	0	0	4	1	1	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	3	3	4	0	0	0	1	1	0	0	1	4	2	0	2	1	0	0	0	0	0	1	3	0	1	0	0	1	0	1	1	0	1	1	0	1	0	3	0	0	3	1
OTU7382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU7390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	3	9	120	1	43	299	21	1	0	35	167	37	2	37	0	43	35	8	2	0	0	13	54	1	11	31	0	15	14	36	21	26	144	0	96	68	70	1	19	103	4	2	0	113	41	0	14	40	32	2	13	51	26	44	63	30	0	0	3	37	1	29	10	0	45	0	15	73	111	30	44	0	56	108	0	13	50	165
OTU7392	1	0	0	0	1	0	1	0	1	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	3	2	0	1	0	1	10	1	7	0	0	0	0	5	2	2	2	1	8	6	3	3	3	4	0	0	8	7	1	1	24	2	1	8	15	0	1	27	6	0	0	0	13	1	3	2	5	2	9	0	2	5	7	2	2	1	3
OTU7393	3	3	4	3	4	1	5	2	1	4	0	6	1	4	3	2	3	2	0	0	1	0	0	0	0	1	1	1	0	0	1	0	2	0	2	1	1	0	0	0	2	0	1	0	2	0	0	0	0	2	0	1	2	3	1	0	1	5	3	4	2	0	0	0	2	0	2	0	1	1	3	0	0	1	5	1	1	1	0	1	0	1	1	0	0	2	2	0	1	0	2	0	2	1	0	2	0	0	2	1
OTU7394	7	8	5	9	6	3	9	3	4	11	7	8	0	12	8	5	2	4	12	12	0	3	1	1	1	3	3	3	2	7	1	5	3	0	0	3	2	1	1	2	5	3	4	0	6	4	1	2	2	4	1	2	1	3	2	4	3	1	11	2	3	0	5	0	0	3	1	2	2	3	5	4	4	3	8	4	3	4	4	5	2	4	4	2	0	6	4	1	3	1	3	3	3	1	2	4	6	2	5	5
OTU7395	2	0	3	0	3	2	4	3	0	3	1	2	0	4	4	1	0	1	7	5	0	0	2	2	1	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	2	0	0	1	0	0	1	0	1	1	2	0	4	0	1	2	0	2	0	0	0	0	1	0	0	8	2	0	0	6	1	0	0	0	2	2	0	1	1	0	1	1	2	0	1	0	0	0	0	0	2	1	0	0	2	2
OTU7396	0	1	0	0	0	0	0	1	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7397	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7398	1	1	4	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	1	0	0	0	0
OTU7399	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7402	1	0	0	0	0	0	0	0	0	0	1	1	0	0	3	3	0	0	4	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	8	0	0	0	0	2	2	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7409	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	3	0	1	1	1	2	0	0	1	1	0	1	0	2	2	1	0	0	0	0	0	0	1	1	1	1
OTU7410	0	1	0	4	1	1	1	1	0	0	1	3	2	0	0	0	2	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	1	1	0	1	2	1	0	1	0	0	0	1	0	0	1	1	0	2	1
OTU7411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	2	0	1	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7416	0	1	2	3	1	2	1	3	1	3	4	2	0	5	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	3	1	0	0	0	1	1	1	2	0	0	1	0	0	3	3	0	2	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	2	0	1	0	0	2	0	0	2	4	1
OTU7417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	2	0	5	0	0	0	0	0	0	0	1	0	2	1	0	0	1	0	2	1	0	0	2	0	0	1	0	1	0	3	2
OTU7422	0	0	1	1	7	0	1	1	1	0	1	1	0	0	8	5	1	1	20	2	5	0	0	4	1	11	1	4	6	2	1	3	2	1	0	0	2	0	0	4	5	2	2	0	3	3	3	0	3	1	3	6	1	0	3	3	3	0	2	3	7	4	7	1	8	2	3	2	4	7	13	0	10	3	6	2	1	4	5	2	2	5	9	0	4	3	1	3	3	3	3	2	2	2	1	1	1	1	0	3
OTU7423	13	9	3	6	25	6	14	4	10	12	8	7	5	7	30	6	8	16	32	12	5	6	2	0	7	7	3	4	3	6	1	6	1	0	1	5	1	1	2	3	3	3	4	2	4	1	1	2	2	5	2	3	3	4	9	4	1	4	2	5	1	1	5	2	8	0	5	5	4	7	9	2	6	3	8	2	3	9	6	7	4	3	3	4	3	3	5	6	1	4	5	3	1	2	3	2	7	1	4	9
OTU7424	12	5	14	11	14	10	25	6	6	15	15	14	6	18	28	22	5	14	32	29	7	11	5	6	10	11	3	5	10	6	3	10	5	2	2	5	2	6	11	8	20	10	11	1	13	8	3	8	9	21	8	4	15	8	4	11	18	13	9	12	14	3	12	5	22	6	18	10	15	45	24	26	29	13	14	15	10	39	16	12	13	12	14	5	13	8	12	12	14	15	19	4	7	7	13	12	14	7	27	22
OTU7425	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	1	2	1	2	1	0	0	0	0	4	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	3	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	1	0	2
OTU7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	12	6	4	17	0	0	2	1	0	0	16	3	11	0	0	0	0	20	0	2	2	0	2	4	0	0	3	0	1	0	1	0	2	6	11	2	22	0	7
OTU7427	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU743	4	4	4	4	2	8	10	2	4	3	6	3	1	7	5	9	3	6	5	11	2	2	5	3	2	1	2	0	2	2	3	4	0	0	0	1	3	2	2	2	2	1	1	0	3	1	1	2	0	3	0	0	2	0	0	1	1	2	5	2	0	1	0	0	4	1	0	3	4	1	2	3	1	2	2	5	2	0	0	5	0	1	4	1	2	5	1	1	2	1	5	3	1	2	2	5	4	0	3	1
OTU7433	0	0	0	1	0	0	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7440	99	191	63	211	217	112	262	118	92	109	129	176	37	141	273	280	51	281	227	238	75	68	57	96	73	144	24	70	137	117	59	132	49	31	37	86	81	58	45	73	107	99	88	5	73	98	64	53	66	49	61	37	77	74	101	63	73	69	103	131	47	24	52	23	102	25	81	97	85	208	169	81	79	74	121	76	82	88	77	110	37	70	131	26	51	70	69	64	83	71	122	61	42	63	54	75	71	30	140	73
OTU7442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2
OTU7443	0	1	1	3	3	0	0	1	0	3	0	0	0	0	2	1	1	2	2	1	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	4	0	3	0	2	2	0	1	0	1	0	0	0	1	1	1	2	1	0	1	2	1	1	0	0	1	2	0	0	0	1	3	1	0	0	0	0	2	3	0	0	0	1	2	2	0	2	1	3	1	2	0	1	3	0	1	1	1	1	4
OTU7449	12	10	17	8	19	9	7	7	9	14	21	12	2	8	15	18	4	21	22	17	4	5	3	4	4	2	1	4	0	5	2	5	1	3	2	4	8	1	2	5	3	3	4	0	4	4	0	2	3	9	1	1	2	8	4	5	5	5	5	6	9	5	7	0	18	3	5	8	6	7	19	7	5	9	6	6	4	9	10	2	2	12	8	6	7	7	4	5	5	7	8	5	2	5	6	8	9	3	19	15
OTU7452	8	3	8	3	6	9	8	6	3	8	3	5	4	5	9	14	1	5	5	4	2	0	4	4	3	4	0	1	6	4	4	2	0	1	3	2	4	6	1	4	3	6	4	1	6	4	5	0	4	1	2	1	5	7	5	4	0	2	5	4	2	3	5	0	5	3	0	6	1	4	3	5	2	4	3	3	1	5	2	0	0	3	4	1	4	4	3	6	1	5	1	2	3	7	2	5	4	4	7	4
OTU7455	0	0	0	0	3	0	1	0	0	2	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU7469	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU747	0	0	1	0	0	0	0	1	0	0	0	1	0	0	5	3	0	3	8	3	0	0	1	0	0	2	1	1	2	4	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	2	0	0	1	1	2	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	4	1	1	0	1	0	0	0	2	0
OTU7470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0
OTU7471	13	32	30	30	31	20	38	15	22	48	25	18	10	27	66	41	12	53	56	50	11	15	10	15	19	24	7	15	15	24	11	25	8	8	5	13	17	13	5	13	38	26	19	0	25	26	15	14	17	14	12	7	12	18	18	14	10	13	33	29	18	13	13	3	39	9	32	29	15	29	44	19	25	13	42	14	19	35	21	25	9	16	35	11	21	40	15	17	11	21	45	12	18	9	15	15	20	8	35	24
OTU7475	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0	0	2	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7476	1	0	0	0	2	0	0	0	0	1	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU7478	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	2	1	2	2	1	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1
