Compares	diff	lwr	upr	p.adj
T05C-T00C	-901.555399999998	-1085.12521339869	-717.985586601303	0
T05M-T00C	-839.389200000003	-1022.9590133987	-655.819386601308	0
T12C-T00C	-739.435500000001	-923.005313398696	-555.865686601307	0
T12M-T00C	-727.054500000002	-910.624313398697	-543.484686601308	0
T21C-T00C	-919.119300000001	-1102.6891133987	-735.549486601306	0
T21M-T00C	-603.041750000001	-786.611563398695	-419.471936601306	6.11732886568461e-14
T30C-T00C	-834.498600000001	-1018.0684133987	-650.928786601307	0
T30M-T00C	-693.897100000001	-877.466913398696	-510.327286601306	0
T05M-T05C	62.1661999999951	-121.403613398699	245.73601339869	0.978474754231787
T12C-T05C	162.119899999997	-21.449913398698	345.689713398691	0.13068164647687
T12M-T05C	174.500899999996	-9.06891339869887	358.07071339869	0.0765800521740487
T21C-T05C	-17.5639000000028	-201.133713398697	166.005913398692	0.999997961128944
T21M-T05C	298.513649999997	114.943836601303	482.083463398692	2.98767197286498e-05
T30C-T05C	67.0567999999964	-116.513013398698	250.626613398691	0.965819256710566
T30M-T05C	207.658299999997	24.0884866013023	391.228113398691	0.0141286543722454
T12C-T05M	99.9537000000014	-83.6161133986932	283.523513398696	0.739174420906572
T12M-T05M	112.334700000001	-71.235113398694	295.904513398695	0.599065271694721
T21C-T05M	-79.7300999999979	-263.299913398693	103.839713398697	0.909397815903534
T21M-T05M	236.347450000002	52.7776366013075	419.917263398697	0.00250986036073353
T30C-T05M	4.89060000000131	-178.679213398693	188.460413398696	0.999999999920948
T30M-T05M	145.492100000002	-38.0777133986928	329.061913398696	0.244162707425117
T12M-T12C	12.3809999999992	-171.188813398695	195.950813398694	0.999999870812389
T21C-T12C	-179.683799999999	-363.253613398694	3.88601339869521	0.060231079109452
T21M-T12C	136.393750000001	-47.1760633986939	319.963563398695	0.327634712763771
T30C-T12C	-95.0631000000001	-278.632913398695	88.5067133986945	0.788661859463764
T30M-T12C	45.5384000000004	-138.031413398694	229.108213398695	0.997289535056644
T21C-T12M	-192.064799999999	-375.634613398693	-8.49498660130396	0.0327014421685838
T21M-T12M	124.012750000001	-59.5570633986931	307.582563398696	0.461554008351798
T30C-T12M	-107.444099999999	-291.013913398694	76.1257133986953	0.656189123804232
T30M-T12M	33.1574000000012	-150.412413398693	216.727213398696	0.999729222589258
T21M-T21C	316.07755	132.507736601305	499.647363398695	7.39788210213366e-06
T30C-T21C	84.6206999999993	-98.9491133986953	268.190513398694	0.87714431361087
T30M-T21C	225.2222	41.6523866013052	408.792013398694	0.00503787352922791
T30C-T21M	-231.456850000001	-415.026663398695	-47.8870366013062	0.00342298069006175
T30M-T21M	-90.8553500000003	-274.425163398695	92.7144633986943	0.827370322592154
T30M-T30C	140.6015	-42.9683133986941	324.171313398695	0.28722295009727
