Compares	diff	lwr	upr	p.adj
T05C-T00C	-35.1601499999998	-43.4048781831065	-26.9154218168931	0
T05M-T00C	-31.30425	-39.5489781831068	-23.0595218168933	0
T12C-T00C	-27.6371	-35.8818281831067	-19.3923718168933	5.45119505090952e-14
T12M-T00C	-26.35985	-34.6045781831067	-18.1151218168933	6.91668944341473e-14
T21C-T00C	-32.8077	-41.0524281831067	-24.5629718168932	0
T21M-T00C	-18.55035	-26.7950781831067	-10.3056218168933	1.36327515942725e-09
T30C-T00C	-28.72615	-36.9708781831067	-20.4814218168933	3.8746783559418e-14
T30M-T00C	-24.37495	-32.6196781831067	-16.1302218168932	7.33857419277228e-14
T05M-T05C	3.85589999999976	-4.38882818310696	12.1006281831065	0.868070495513935
T12C-T05C	7.52304999999983	-0.721678183106883	15.7677781831066	0.104315144854178
T12M-T05C	8.80029999999982	0.555571816893105	17.0450281831065	0.0267342175080014
T21C-T05C	2.35244999999985	-5.89227818310687	10.5971781831066	0.992913497500873
T21M-T05C	16.6097999999998	8.3650718168931	24.8545281831065	7.4555749352001e-08
T30C-T05C	6.43399999999981	-1.8107281831069	14.6787281831065	0.263332793123465
T30M-T05C	10.7851999999998	2.54047181689312	19.0299281831066	0.00196562501476516
T12C-T05M	3.66715000000008	-4.57757818310664	11.9118781831068	0.897462690943185
T12M-T05M	4.94440000000007	-3.30032818310665	13.1891281831068	0.625492980869016
T21C-T05M	-1.50344999999991	-9.74817818310663	6.74127818310681	0.9997093000435
T21M-T05M	12.7539000000001	4.50917181689335	20.9986281831068	9.07820105948698e-05
T30C-T05M	2.57810000000006	-5.66662818310666	10.8228281831068	0.987033132841673
T30M-T05M	6.92930000000008	-1.31542818310663	15.1740281831068	0.177883960925504
T12M-T12C	1.27724999999999	-6.96747818310673	9.52197818310671	0.99991487911191
T21C-T12C	-5.17059999999999	-13.4153281831067	3.07412818310673	0.566027595575112
T21M-T12C	9.08674999999999	0.84202181689327	17.3314781831067	0.0189927145760519
T30C-T12C	-1.08905000000002	-9.33377818310674	7.1556781831067	0.999974893417405
T30M-T12C	3.26215000000001	-4.98257818310671	11.5068781831067	0.945578004665945
T21C-T12M	-6.44784999999997	-14.6925781831067	1.79687818310674	0.260637327607785
T21M-T12M	7.8095	-0.435228183106718	16.0542281831067	0.0787671901994788
T30C-T12M	-2.36630000000001	-10.6110281831067	5.87842818310671	0.992628976624062
T30M-T12M	1.98490000000002	-6.2598281831067	10.2296281831067	0.997805030092048
T21M-T21C	14.25735	6.01262181689326	22.5020781831067	6.62224794123478e-06
T30C-T21C	4.08154999999996	-4.16317818310675	12.3262781831067	0.827188446694035
T30M-T21C	8.43274999999999	0.188021816893274	16.6774781831067	0.040680853689813
T30C-T21M	-10.1758	-18.4205281831067	-1.93107181689329	0.00463947016520616
T30M-T21M	-5.82459999999998	-14.0693281831067	2.42012818310674	0.397800460022921
T30M-T30C	4.35120000000003	-3.89352818310669	12.5959281831067	0.770799524345508
