NMDS1	NMDS2	dclass	TaxLevel
-0.151940645862175	-0.0880822419449214	T21M	Family
-0.24223923117406	-0.0718293997326055	T21M	Family
-0.245739829069609	-0.0972285808322936	T21M	Family
-0.179267874662847	-0.0300282932319088	T21M	Family
-0.222473654982633	-0.042035977033137	T21M	Family
-0.182898745873033	-0.071431167487383	T21M	Family
-0.256033413167794	-0.0749739204956663	T21M	Family
-0.211335499032782	-0.0669262662237407	T21M	Family
-0.157141605226279	-0.0460488368086026	T21M	Family
-0.203630169863898	-0.121904062161791	T21M	Family
-0.209167603100647	-0.0792521375751203	T21M	Family
-0.260796925054581	-0.0515188438675772	T21M	Family
0.265196607188653	-0.146016331650444	T30C	Family
0.33634032860653	-0.0745190834018454	T30C	Family
0.438783557769528	-0.164854477090592	T30C	Family
0.215300161741034	-0.13695015812967	T30C	Family
0.453804850576403	-0.16852503027238	T30C	Family
0.405083268737403	-0.0722135905784891	T30C	Family
0.350354419621965	-0.149281777957586	T30C	Family
0.286509514245813	-0.146321118617503	T30C	Family
0.478589374827515	-0.122353541679174	T30C	Family
0.397131687591324	-0.110121159381475	T30C	Family
0.353185173897277	-0.125267120454005	T30C	Family
0.298810734056625	-0.126306066940808	T30C	Family
0.425262238963756	-0.102937313225835	T30C	Family
0.326012406295201	-0.171452993979281	T30C	Family
0.475512248765634	-0.101740855000441	T30C	Family
0.381778858356198	-0.145319978822215	T30C	Family
0.266268878883912	-0.122871254737875	T30C	Family
0.263986855575534	0.0186547432049448	T30C	Family
0.268743923380729	-0.148026802172024	T30C	Family
0.28894656183913	-0.156684944916625	T30C	Family
-0.258791688825388	0.316201855667015	T30M	Family
-0.155303176628309	-0.0209113580688439	T30M	Family
-0.222811673556376	-0.0306057222015345	T30M	Family
-0.111839237262374	0.201593276316019	T30M	Family
-0.211483969832571	0.144914350782542	T30M	Family
-0.204784133144731	-0.0547437719464355	T30M	Family
-0.248683077216167	0.0612920263385719	T30M	Family
-0.177942343279942	0.0728845827500732	T30M	Family
-0.280217393348488	-0.0250168691036325	T30M	Family
-0.203905201223584	0.0249760778102111	T30M	Family
-0.177421574766367	-0.0577639323873892	T30M	Family
-0.17188396717083	0.135365009553075	T30M	Family
-0.225473157865542	0.0302856939339442	T30M	Family
-0.142242439302801	0.043446442447362	T30M	Family
-0.280643598454411	0.0759528583779032	T30M	Family
-0.2498804884106	0.00165964404092998	T30M	Family
-0.149937679725506	-0.00344813364351042	T30M	Family
-0.24286348291273	0.131407134855713	T30M	Family
-0.256472152752366	-0.0567308554113717	T30M	Family
-0.230403954286194	0.019679135919741	T30M	Family
