OTUID	T05M01	T05M02	T05M03	T05M04	T05M05	T05M06	T05M07	T05M08	T05M09	T05M10	T05M11	T05M12	T05M13	T05M14	T05M15	T05M16	T05M17	T05M18	T05M19	T05M20	T12M01	T12M02	T12M03	T12M04	T12M05	T12M06	T12M07	T12M08	T12M09	T12M10	T12M11	T12M12	T12M13	T12M14	T12M15	T12M16	T12M17	T12M18	T12M19	T12M20	T21M01	T21M02	T21M03	T21M04	T21M05	T21M06	T21M07	T21M08	T21M09	T21M10	T21M11	T21M12	T21M13	T21M14	T21M15	T21M16	T21M17	T21M18	T21M19	T21M20	T30M01	T30M02	T30M03	T30M04	T30M05	T30M06	T30M07	T30M08	T30M09	T30M10	T30M11	T30M12	T30M13	T30M14	T30M15	T30M16	T30M17	T30M18	T30M19	T30M20
OTU1249	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	1	0
OTU1255	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU1259	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	1	0	0	0	2	0	0	0
OTU126	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU1268	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1269	1	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	2	1
OTU1271	1	0	0	1	0	0	0	1	2	2	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU1272	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
OTU1276	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	2	0	0	1	0	1	1	0	1	0	0	0	3	0	1	0	0	1	0	2	0	0	2	1	0	2	0	1	0	1	1	1	0	0	0	1	0	0	2	2	0	0	1	1	1	0	1	0	0	0	1	0	1
OTU1280	1	5	6	2	6	12	3	1	4	6	4	2	1	0	2	6	3	4	2	2	6	13	8	2	5	1	1	5	2	4	2	2	5	5	9	6	4	0	3	11	5	0	5	0	3	0	5	7	7	9	17	5	6	7	8	4	4	4	3	3	3	1	14	5	5	7	4	5	5	5	6	3	1	4	4	5	7	4	11	4
OTU1281	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	0
OTU1282	1	0	1	3	0	1	0	0	3	2	0	1	0	1	0	3	0	3	2	4	0	3	1	0	3	0	1	0	1	2	1	1	0	3	1	1	5	4	4	4	1	0	1	0	8	0	1	2	3	4	5	3	3	2	5	2	0	1	1	1	0	1	9	4	0	1	1	1	5	2	0	1	0	2	2	2	1	2	2	4
OTU1283	1	1	1	1	0	1	1	1	0	2	1	1	1	0	0	0	2	1	1	2	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	2	0	0	2	0	3	0	1	1	0	0	0	1	1	1
OTU1285	0	0	2	4	0	2	1	1	3	1	4	1	2	0	0	3	1	0	0	3	1	1	1	0	1	0	2	3	1	1	2	3	1	3	3	2	0	1	0	1	3	7	0	0	0	0	4	2	2	3	1	1	1	2	11	1	1	2	4	4	0	0	2	0	0	3	1	0	3	1	0	2	1	0	1	1	0	1	0	3
OTU1287	1	0	1	3	2	1	0	0	4	0	1	0	0	2	0	0	0	4	0	1	1	5	3	1	4	7	0	1	1	0	0	3	2	8	0	0	8	2	6	3	5	2	0	1	0	7	3	7	3	3	6	5	7	1	3	2	0	0	5	7	0	1	6	0	0	1	3	3	2	0	1	0	1	2	2	1	0	1	5	5
OTU1288	0	0	0	0	0	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	2	0	1	0	0	1	0	0	3	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0
OTU1289	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	1	1	3	0	1	1	1	0	0	0	0	2	0	0	0	0	1	2	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	1
OTU1290	2	1	0	0	0	1	1	1	1	0	2	0	2	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
OTU1296	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	4	0	0	1	0	0	1	1	0	2	0	0	1	0	1	1	0	5	0	0	2	2	2	4	0	2	0	0	0	1	3	0	1	0	2	3	0	1	1	3	2	0	3	1	1	0	1	1	1	1	0	0	1	0	0	3	0	0	0	2	1	1	0	2	0
OTU1297	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	1	1	0	2	0	1	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	1
OTU1300	0	0	0	0	0	0	1	1	3	1	1	1	0	0	0	0	0	2	0	2	3	2	1	0	1	2	1	2	1	0	1	0	0	0	2	2	4	2	2	1	1	0	0	0	2	1	0	4	1	4	1	0	2	2	4	1	0	6	2	1	1	1	5	1	0	0	0	0	1	0	5	1	0	1	0	1	1	2	4	1
OTU1301	4	2	3	1	3	8	0	0	2	7	1	2	1	0	1	3	2	3	1	2	5	1	4	2	5	4	5	2	1	5	1	3	3	20	2	4	7	9	1	9	0	5	2	2	8	3	4	2	3	7	10	1	1	8	3	6	1	4	3	3	0	2	1	0	6	3	0	1	4	1	4	2	2	1	1	4	0	2	5	4
OTU1305	8	6	3	9	8	10	10	2	4	5	2	2	6	1	6	2	3	3	9	7	5	3	1	0	5	3	7	7	1	0	1	15	6	3	3	3	18	3	6	3	9	2	16	15	20	2	8	3	12	10	6	8	0	35	7	44	4	5	16	9	2	2	2	5	6	10	5	6	4	4	27	2	7	8	4	4	4	5	8	2
OTU1306	0	1	4	1	0	2	0	2	4	3	0	4	4	0	0	1	1	0	0	2	1	0	3	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	2	0	1	0	0	1	1	0	1	2
OTU1307	8	20	0	5	2	9	22	16	9	2	6	3	3	10	9	10	10	6	4	12	1	0	1	0	0	0	1	0	4	3	0	7	0	1	1	1	1	0	1	0	1	0	2	1	0	0	0	1	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	3	1	0	1	0	3	1	2	0	0	3	0	1	0	0
OTU1308	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU1309	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
OTU1310	0	0	0	0	2	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	1	1	3	0	0	3	0	0	0	1	0	0	0	0	0	2	0	1	0	2	2	2	0	0	0	3	0	1	4	1	0	0	2	0	0	1	0	1	0	0	1	1	0	1	0	0	2	1	0	0	0
OTU1314	2	0	1	0	1	5	2	2	2	4	0	3	4	0	2	2	0	1	1	0	2	6	2	0	4	3	4	4	3	0	3	1	2	2	2	4	2	3	3	2	6	0	1	0	3	1	0	5	3	8	1	3	1	3	3	1	2	1	0	4	0	2	3	3	0	2	1	1	4	1	0	0	1	0	1	4	1	0	6	0
OTU1316	0	0	0	4	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	1	1	0	1	0	0	1	1	0	1	2	3	0	0	0	0	1	1	1	0	0	4	0	2	0	1	0	1	1	0	1	0	1	2	0	0	0	2	0	2	0	0	0	2	0	1	1	0	0	1	0
OTU1319	0	3	5	0	7	7	1	2	1	6	3	3	5	2	1	4	1	2	0	1	3	6	1	1	0	0	2	1	1	0	5	5	4	2	3	2	4	8	5	5	4	2	4	0	8	2	3	6	4	3	7	8	0	2	6	3	4	4	1	4	3	5	6	1	7	5	3	2	8	4	2	2	2	5	9	2	1	5	10	8
OTU132	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1321	8	11	13	8	15	10	1	6	12	13	8	17	6	3	2	12	7	6	6	11	14	11	9	0	8	8	9	10	8	13	11	4	3	14	12	10	11	10	10	19	11	6	9	14	23	6	16	21	15	29	25	14	28	17	21	17	8	20	9	11	3	11	17	7	13	12	16	6	21	10	17	7	9	10	4	5	7	7	24	11
OTU1324	0	0	0	0	1	3	1	2	2	1	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	3	1	1	1	0	0	1	0	1	0	0	3	0	1	3	0	0	0	2	2	0	0	2	0	1	1	0	1	2	1	0	0	1	0	0	1	1	2	0	2	3	1	1	0	0	0	0	0	0	1	2	1	0	1	0
OTU1330	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	2	0	0	1	0	0	0	1	0	1	0	2	0	0	0
OTU1332	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1333	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU1336	0	0	2	1	2	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1337	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	3	0
OTU1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1339	7	9	4	3	3	0	13	4	0	1	5	8	6	5	3	7	6	2	0	2	1	2	1	0	1	0	1	0	0	5	0	1	0	1	1	1	0	0	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	1	0	3	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0
OTU1345	110	242	39	75	52	55	44	120	37	24	114	74	67	27	25	56	43	22	77	54	54	10	40	1	37	4	27	27	118	63	24	142	26	16	62	33	50	2	30	14	23	41	65	73	29	33	18	34	33	6	5	4	7	47	34	43	78	21	65	24	2	29	17	6	39	26	21	9	15	3	134	25	71	39	14	68	34	41	1	12
OTU1352	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU1356	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	3	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	1
OTU1357	2	1	1	0	1	2	1	2	3	2	2	3	2	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	1	2	1	3	0	0	2	0	0	0	1	0	0	1	2	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	4	0	1	0	1	1	1	0	0	0	0
OTU1359	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
OTU1364	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU1365	2	2	0	3	4	5	2	2	3	1	1	7	1	1	0	4	2	1	1	0	2	4	4	0	2	3	2	2	2	2	2	2	2	7	3	2	0	2	2	1	1	7	0	0	2	1	1	3	5	6	4	8	9	7	5	2	3	5	2	1	2	2	7	4	5	8	5	2	4	11	13	1	3	0	3	4	7	2	6	3
OTU137	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	2
OTU1372	4	3	2	2	4	2	7	3	7	0	2	0	0	0	1	3	2	0	1	0	2	3	3	1	3	2	1	2	3	2	4	3	0	4	3	7	4	2	2	1	6	1	0	2	5	1	11	3	4	5	5	2	2	2	9	1	0	5	4	1	0	4	12	0	2	3	1	4	3	2	9	1	1	2	2	1	0	4	4	7
OTU1376	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
OTU1377	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1380	2	2	0	0	0	1	0	0	1	0	0	4	1	0	0	2	0	0	0	1	1	1	0	0	0	1	1	0	0	0	2	1	2	1	2	2	3	6	3	0	0	0	1	0	0	0	4	1	1	2	2	0	1	1	3	2	1	1	1	1	0	0	0	0	0	1	1	2	0	4	0	1	0	0	0	0	0	0	0	0
OTU1382	11	8	1	4	5	11	12	19	4	4	6	4	7	1	1	8	2	4	3	7	9	7	8	3	1	0	2	0	5	2	2	27	4	1	0	2	2	1	6	11	9	1	6	2	8	2	4	6	5	0	4	6	1	1	5	3	3	3	7	3	0	1	5	5	2	5	1	0	2	1	19	0	6	5	4	6	2	2	1	2
OTU1383	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1385	0	0	1	1	1	1	0	0	0	2	2	2	1	0	0	0	2	1	1	2	3	6	1	0	0	2	2	0	0	0	4	0	2	1	1	1	0	0	1	1	1	1	0	0	1	2	1	1	0	4	0	1	2	1	3	0	1	0	1	0	0	0	2	1	1	0	2	3	2	3	1	1	0	2	0	0	3	0	3	0
OTU1388	1	0	0	1	2	1	0	0	0	1	1	2	1	0	0	1	1	1	0	1	1	3	1	0	0	1	2	3	1	1	3	0	0	1	0	3	1	1	1	2	0	0	0	0	2	1	0	1	0	2	4	2	1	0	1	1	1	1	2	3	0	1	3	2	0	1	0	1	0	2	1	2	1	0	1	0	0	0	7	0
OTU1392	5	8	1	0	2	3	1	0	6	0	2	3	0	1	0	1	3	0	10	0	0	0	0	0	0	0	0	0	3	5	0	3	1	0	1	0	2	2	0	2	1	1	0	0	1	0	2	0	0	1	0	1	0	0	0	1	0	1	2	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	2	1	0	0	2
OTU1393	0	4	0	1	1	1	0	0	1	2	2	2	1	0	0	0	2	1	0	1	4	1	2	0	1	1	2	0	2	0	1	1	1	0	0	1	0	1	1	3	3	1	1	0	0	0	0	1	0	1	4	4	3	0	3	0	1	1	2	0	2	1	3	0	1	1	0	0	2	2	4	0	0	2	0	0	1	1	0	0
OTU1396	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2
OTU14	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1401	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1402	11	13	15	13	16	16	3	8	18	11	10	24	10	6	7	12	14	7	8	9	23	17	13	2	19	17	12	11	13	16	12	7	10	14	23	17	21	8	19	39	23	14	13	17	38	11	22	20	18	43	18	20	39	24	33	24	17	22	17	15	6	17	24	5	29	24	15	6	19	6	26	10	14	8	3	17	8	8	33	20
OTU1407	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU1409	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1422	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	1	3	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	3	0	0	1	0	0	1	0	0	0
OTU1423	0	1	0	1	0	1	1	0	2	2	1	1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	4	3	1	0	2	0	3	2	0	0	2	0	0	0	1	0	1	0	0	0	1	1	3	0	2	0	0	0	0	0	0	0	1	1	0	1	6	0	0	0	1	3	1	0	0	1
OTU1424	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0
OTU1425	12	1	10	12	9	25	5	8	20	18	13	14	7	3	3	14	9	16	9	9	25	30	14	3	10	26	6	11	14	7	13	17	18	17	11	12	14	21	26	24	22	9	4	1	21	4	18	37	21	88	41	9	36	31	40	22	26	4	19	30	5	21	14	8	1	7	16	9	13	8	4	4	9	10	7	25	8	18	14	13
OTU1429	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU143	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU1430	0	1	0	1	2	1	1	2	1	2	0	2	0	0	0	2	0	0	0	3	2	0	2	0	0	0	0	1	0	0	0	0	0	4	1	0	1	0	3	2	0	0	1	0	0	0	3	2	0	2	2	1	0	0	0	1	3	1	1	0	1	0	1	0	2	1	1	0	1	1	0	0	0	0	0	1	1	1	2	1
OTU1431	0	0	0	0	2	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0
OTU1433	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	2	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU1436	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
OTU1438	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
OTU1444	1	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU1446	0	0	0	1	0	1	0	1	2	0	1	0	2	0	1	0	1	0	0	0	3	0	1	0	1	0	0	2	0	0	1	2	0	0	0	1	0	0	0	5	1	0	0	0	0	0	1	1	0	3	2	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	1	1	1
OTU1452	21	6	14	15	17	28	4	8	30	28	7	23	10	11	4	17	30	11	6	19	12	29	29	2	15	32	10	15	9	6	14	5	20	21	10	20	23	27	28	35	23	16	10	5	10	4	23	28	23	42	43	14	20	23	33	22	16	17	17	29	6	25	19	5	8	6	13	13	18	13	13	12	9	15	15	9	25	4	51	21
OTU1453	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0
OTU1457	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	1	2	0	0	1	3	13	2	4	3	1	6	3	0	9	0	1	1	5	1	0	6	14	0	2	1	6	12	4	10	7	2	3	4	4	6	15	6	5	0	3	1	2	12	0	29	2	11	9	18	5	3	2	6	47	5	23	4	9	44	5	6	2	6	4
