id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU107	3	1750.6	26239	1.34844947705168e-07	0	4	0.238864068486754	0
OTU1080	1	0	0	0.0037694332117673	0	2	-0.909439351879577	0
OTU110	3	0	0	2.56667238639986e-21	1	6	0	0
OTU1108	5	109.999999999999	3324	7.12815762679052e-11	0.4	4	1.37806193357743	0
OTU118	3	95.9500000000001	3365	1.68956516638884e-08	0	4	0.238864068486754	0
OTU1225	1	0	0	1.13902719993947e-36	0	34	0	0
OTU1321	2	161	1000	0.013804900405729	0	19	0	0
OTU1345	2	0	0	6.863076576476e-12	1	4	-0.330734864058582	0
OTU1385	1	0	0	1.13902719993947e-36	0	22	0	0
OTU1388	1	0	0	1.86618216438083e-32	0	11	0	0
OTU1402	13	2183.86641890794	30216	0.0580528905344955	0.333333333333333	2	2.3552147317907	0.260355029585799
OTU1425	2	1	1	3.73236432876167e-32	0	10	0	0
OTU1452	3	24.4092815061748	207	0.0127706440717008	0.333333333333333	1	-0.499687792663908	0.444444444444444
OTU1508	10	161.587024087024	2437	0.12318037272416	0.755555555555556	3	0.139403391008183	0
OTU1557	1	0	0	0.000556598129377828	0	2	-0.909439351879577	0
OTU1605	20	680.095843370836	13592	0.185572047394982	0.410526315789474	3	1.28118354593235	0.185
OTU1621	2	161	3144	0.0114493831028955	0	18	0	0
OTU1704	5	191.458352751294	3915	0.0198671850489348	0.4	1	0.474703403030712	0
OTU1874	13	1125.30424313658	9507	0.113056736062844	0.371794871794872	3	0.139403391008183	0.390532544378698
OTU1889	1	0	0	1.13902719993947e-36	0	21	0	0
OTU1898	1	0	0	1.13902719993947e-36	0	30	0	0
OTU1936	17	233.031655520744	2432	0.195640007230077	0.625	3	0.995738507201305	0.110726643598616
OTU1999	1	0	0	1.13902719993947e-36	0	24	0	0
OTU2086	11	126.811921882204	4100	0.10513409385654	0.654545454545455	2	0.396422281588534	0.495867768595041
OTU2174	1	0	0	1.13902719993947e-36	0	27	0	0
