id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU1080	7	231.55200101993	964	0.0497813132051202	0.333333333333333	1	0.241767822392847	0.448979591836735
OTU110	3	10	16	7.03468262273127e-24	0.333333333333333	5	0.258198889747161	0
OTU1108	4	4	4	5.98815812926987e-24	0.5	4	1.0690449676497	0
OTU1119	10	28.0308539612184	318	0.120853407848703	0.511111111111111	2	0.0392031280116988	0.48
OTU1189	3	279.5645308051	1548	0.011246864658595	0.333333333333333	1	-0.306239241697606	0
OTU1225	5	7.59382189729419	105	0.0637408968699994	0.7	3	-0.375039850101222	0.32
OTU1301	1	0	0	0.00197997701087221	0	1	-0.854246305788059	0
OTU1321	11	254.445927452239	1136	0.076552705319486	0.254545454545455	1	1.61178548261898	0.165289256198347
OTU1339	1	0	0	7.54364178298196e-25	0	5	-1.80739222823013	0
OTU1345	4	4	4	5.98815812926987e-24	0.5	4	1.0690449676497	0
OTU1402	4	0.933333333333333	6	0.0257225466386165	0.833333333333333	1	-0.0322357096523795	0
OTU1425	2	3.80731360445723	40	7.81641965673829e-05	0	1	-0.580242773742832	0
OTU1452	1	0	0	0.0112438483654946	0	1	-0.854246305788059	0
OTU1508	1	0	0	0.00751806594600608	0	2	-1.0715521656531	0
OTU1540	8	66.9508571403086	641	0.0824824842738816	0.357142857142857	3	-0.375039850101222	0.59375
OTU1546	2	114	579	0.00228970282846472	0	2	-0.849401106920139	0
OTU1557	2	114	458	0.0158920234257043	0	3	-0.840089264226738	0
OTU1605	9	8.02619071331965	97	0.105574195092161	0.75	2	0.705656304210578	0
OTU1621	1	0	0	0.00595660710044691	0	2	-1.0715521656531	0
OTU1645	1	0	0	0.000158462061361998	0	2	-1.0715521656531	0
OTU1677	4	15.6765355903127	95	0.0378881985307746	0.5	1	-0.306239241697606	0.375
OTU1694	6	15.2979504431716	163	0.0592033956415315	0.466666666666667	3	0.0900095640242933	0
OTU1707	1	0	0	0.00341213537773644	0	3	-1.0726139712895	0
OTU1874	1	0	0	0.00767640012590585	0	2	-1.0715521656531	0
OTU1898	1	0	0	6.70228095405093e-36	0	7	0	0
OTU1936	17	520.964075004861	3747	0.14642445111909	0.338235294117647	2	1.59426053914242	0.380622837370242
OTU2086	18	181.886671334435	1549	0.207500706399596	0.42483660130719	3	1.25263309933808	0.537037037037037
OTU2179	4	7	13	1.11306555553688e-23	0.5	5	1.29099444873581	0
OTU2198	3	2.5	6	9.04990816073481e-24	0.666666666666667	5	0.258198889747161	0
OTU2224	1	0	0	0.00234706488993993	0	1	-0.854246305788059	0
OTU2274	4	4	9	1.09147552966675e-23	0.5	5	1.29099444873581	0
OTU2283	13	74.5984787199815	545	0.141304933478023	0.423076923076923	2	0.483505245477618	0.520710059171598
OTU2340	17	200.265147528503	1461	0.191834589122077	0.360294117647059	3	0.322534271087051	0.657439446366782
OTU2396	12	95.0420963439331	835	0.125438634462948	0.348484848484849	3	0.322534271087051	0.486111111111111
OTU2414	1	0	0	0.00826607629810697	0	1	-0.854246305788059	0
OTU2442	1	0	0	0.0107429513854063	0	2	-1.0715521656531	0
