from	to	corP
OTU1675	OTU3984	0.892928
OTU1675	OTU3992	0.8847975
OTU1675	OTU4132	0.8762372
OTU1675	OTU4331	0.8876733
OTU1675	OTU442	0.9113304
OTU1675	OTU455	0.8955979
OTU1675	OTU5444	0.8634916
OTU1675	OTU5455	0.8799562
OTU1675	OTU5653	0.862272
OTU1675	OTU5877	0
OTU1675	OTU6841	0.8705859
OTU1675	OTU7644	0.9231045
OTU1675	OTU7782	0.8667488
OTU1675	OTU791	0.9094961
OTU1675	OTU7976	0.8631308
OTU1675	OTU8235	0.901213
OTU1675	OTU8275	0.8642245
OTU1675	OTU8490	0.9054923
OTU1675	OTU8678	0.8734132
OTU1675	OTU8876	0.8827347
OTU1675	OTU8919	0.8685839
OTU1677	OTU2141	0.8859126
OTU1677	OTU2340	0.9327726
OTU1677	OTU3536	0.8754603
OTU1677	OTU533	0.862548
OTU1693	OTU2442	0.8816519
OTU1693	OTU3968	0.8624335
OTU1693	OTU4803	0.9268119
OTU1694	OTU5465	0.8676976
OTU1694	OTU7744	0.8740379
OTU1756	OTU2442	0.8692267
OTU1756	OTU3142	0.8972328
OTU1756	OTU5653	0.8657277
OTU1810	OTU2396	0.8729291
OTU1810	OTU2598	0.9116543
OTU1810	OTU3984	0.8782038
OTU1810	OTU4132	0
OTU1810	OTU438	0.8921056
OTU1810	OTU4665	0.892574
OTU1810	OTU5455	0.8609345
OTU1810	OTU5783	0.8717427
OTU1810	OTU6602	0.9129233
OTU1810	OTU7881	0.8612724
OTU1810	OTU8490	0.8653701
OTU1810	OTU8678	0
OTU1810	OTU8876	0.9048939
OTU1874	OTU1936	0.9292554
OTU1874	OTU2285	0.8691831
OTU1874	OTU2420	0
OTU1874	OTU2481	0.8615135
OTU1874	OTU2537	0.8601092
OTU1874	OTU2538	0.8639193
OTU1874	OTU3422	0.8894203
OTU1874	OTU3968	0.8857223
OTU1874	OTU3984	0.869778
OTU1874	OTU4132	0.8891475
OTU1874	OTU4331	0.9291003
OTU1874	OTU438	0.9375673
OTU1874	OTU442	0.8595435
OTU1874	OTU4838	0.8852987
OTU1874	OTU5444	0.887631
OTU1874	OTU5653	0.8745593
OTU1874	OTU5783	0.8714563
OTU1874	OTU637	0.876222
OTU1874	OTU6816	0.8834968
OTU1874	OTU7092	0.8731271
OTU1874	OTU718	0.8609245
OTU1874	OTU7644	0.8822748
OTU1874	OTU791	0.9138193
OTU1874	OTU8235	0.8861925
OTU1874	OTU8275	0.9120586
OTU1874	OTU8490	0.8588123
OTU1874	OTU8657	0.9212397
OTU1874	OTU8678	0.9106316
OTU1874	OTU8876	0.9014905
OTU1936	OTU2481	0.9086941
OTU1936	OTU250	0.8602099
OTU1936	OTU2537	0.8629483
OTU1936	OTU2598	0.8716935
OTU1936	OTU2616	0.8876364
OTU1936	OTU3422	0.8750933
OTU1936	OTU4132	0.8802707
OTU1936	OTU4231	0.8693905
OTU1936	OTU438	0.944325
OTU1936	OTU4665	0.9163645
OTU1936	OTU4838	0.9153367
OTU1936	OTU5058	0.8848148
OTU1936	OTU530	0.8697217
OTU1936	OTU5783	0.8836214
OTU1936	OTU637	0.8735516
OTU1936	OTU6816	0.8626513
OTU1936	OTU7092	0.8996464
OTU1936	OTU791	0.8904447
OTU1936	OTU8657	0.8891127
OTU1936	OTU8678	0.8611734
OTU1936	OTU8876	0.8594472
OTU1945	OTU533	0.8673242
OTU1945	OTU6195	0.8593831
OTU1945	OTU6403	0.8674081
OTU1945	OTU7527	0.8701544
OTU1945	OTU8288	0.8843193
OTU1954	OTU4886	0.8931671
OTU1954	OTU8275	0.8697079
OTU2086	OTU2141	0.8749599
OTU2086	OTU2340	0.9354575
OTU2086	OTU2396	0.8788181
OTU2086	OTU2506	0.9151673
OTU2086	OTU2589	0.8688161
OTU2086	OTU3968	0.8670995
OTU2086	OTU3984	0.9038083
OTU2086	OTU3992	0.9782217
OTU2086	OTU4132	0.8938387
OTU2086	OTU442	0.9450728
OTU2086	OTU455	0.9580214
OTU2086	OTU4815	0.9176293
OTU2086	OTU5029	0.8636929
OTU2086	OTU5092	0.9402795
OTU2086	OTU5128	0.8840169
OTU2086	OTU5340	0.9153361
OTU2086	OTU5455	0.9279763
OTU2086	OTU5465	0.9234516
OTU2086	OTU5765	0.9140717
OTU2086	OTU6195	0.9062888
OTU2086	OTU6403	0.9321399
OTU2086	OTU6543	0.8982066
OTU2086	OTU6841	0.8787905
OTU2086	OTU7083	0.9154656
OTU2086	OTU7440	0.9363797
OTU2086	OTU7527	0.8983143
OTU2086	OTU7644	0.9228366
OTU2086	OTU7744	0.9427312
OTU2086	OTU7782	0.8645322
OTU2086	OTU7976	0.9083593
OTU2086	OTU7997	0.9095308
OTU2086	OTU8055	0.8809539
OTU2086	OTU8195	0.8753746
OTU2086	OTU8199	0.8927356
OTU2086	OTU8275	0.8894353
OTU2086	OTU8288	0.9562192
OTU2086	OTU8490	0.8865128
OTU2086	OTU8531	0.8938719
OTU2086	OTU8657	0.8640691
OTU2086	OTU8678	0.8940299
OTU2086	OTU8700	0.9152343
OTU2086	OTU8804	0.8921115
OTU2086	OTU8919	0.8910757
OTU2141	OTU2340	0.9020166
OTU2141	OTU3806	0.8649491
OTU2141	OTU3992	0.8954684
OTU2141	OTU442	0.8996783
OTU2141	OTU5128	0.8665379
OTU2141	OTU5765	0.8738324
OTU2141	OTU6403	0.9108138
OTU2141	OTU7440	0.894308
OTU2141	OTU7527	0.8808845
OTU2141	OTU7744	0.8818155
OTU2141	OTU8288	0.8626176
OTU2179	OTU2198	0.9644742
OTU2179	OTU2274	0
OTU2179	OTU8418	0.9429643
OTU2179	OTU8784	0.9141123
OTU2183	OTU2442	0.8895845
OTU2183	OTU3142	0.9108436
OTU2183	OTU4803	0.9089629
OTU2183	OTU5653	0.8603416
OTU2198	OTU2274	0.927537
OTU2198	OTU242	0.8719167
OTU2198	OTU6042	0.861217
OTU2198	OTU8418	0.9499478
OTU2198	OTU8583	0.882157
OTU2198	OTU8784	0.9120879
OTU2224	OTU7527	0.8594969
OTU2274	OTU3523	0.9311874
OTU2274	OTU6042	0.9112409
OTU2274	OTU8418	0.9478717
OTU2274	OTU8784	0.9371587
OTU2277	OTU3544	0.8676927
OTU2283	OTU4231	0.9011479
OTU2283	OTU4838	0.8614018
OTU2283	OTU5455	0.8737975
OTU2283	OTU5638	0.8706817
OTU2283	OTU5653	0.9124238
OTU2283	OTU7782	0.8864654
OTU2283	OTU8876	0.8853373
OTU2285	OTU2297	0.8730992
OTU2285	OTU2396	0.8927285
OTU2285	OTU2414	0.8599724
OTU2285	OTU2537	0.906805
OTU2285	OTU2598	0.910723
OTU2285	OTU2770	0.875637
OTU2285	OTU4132	0.8967651
OTU2285	OTU438	0.9188417
OTU2285	OTU4665	0.9104986
OTU2285	OTU5455	0
OTU2285	OTU5570	0.8759007
OTU2285	OTU5653	0.8664231
OTU2285	OTU5783	0.8987507
OTU2285	OTU637	0.8726972
OTU2285	OTU6602	0.9176212
OTU2285	OTU7881	0.8872056
OTU2285	OTU7976	0.8638286
OTU2285	OTU8657	0.8782425
OTU2285	OTU8678	0
OTU2285	OTU8876	0.91171
OTU2297	OTU2442	0.9242962
OTU2297	OTU2537	0.8654803
OTU2297	OTU2598	0.8602656
OTU2297	OTU3860	0.9010556
OTU2297	OTU3968	0.8628229
OTU2297	OTU4132	0.9348635
OTU2297	OTU442	0.8642966
OTU2297	OTU4803	0.8630844
OTU2297	OTU4838	0.8851184
OTU2297	OTU5151	0.9170455
OTU2297	OTU5444	0.8974981
OTU2297	OTU5653	0.8972203
OTU2297	OTU5783	0.8827596
OTU2297	OTU791	0.8715864
OTU2297	OTU8657	0
OTU2340	OTU3536	0.8674471
OTU2340	OTU3806	0.8935983
OTU2340	OTU3992	0.920061
OTU2340	OTU442	0.9064312
OTU2340	OTU455	0.9026984
OTU2340	OTU5765	0.8905405
OTU2340	OTU6403	0.8918762
OTU2340	OTU7440	0.8868211
OTU2340	OTU7644	0.9130676
OTU2340	OTU7744	0.8968063
OTU2340	OTU8288	0.8731145
OTU2340	OTU8700	0.8783118
OTU2382	OTU4412	0.8912627
OTU2396	OTU2481	0.8760835
OTU2396	OTU2537	0.8815103
OTU2396	OTU2623	0.8741895
OTU2396	OTU284	0.8739343
OTU2396	OTU3068	0.8968394
OTU2396	OTU3422	0.9265442
OTU2396	OTU3806	0.9163047
OTU2396	OTU3992	0.874336
OTU2396	OTU4132	0.8678005
OTU2396	OTU4231	0.8733111
OTU2396	OTU442	0.8705074
OTU2396	OTU455	0.8604695
OTU2396	OTU4815	0.8590825
OTU2396	OTU5092	0.8954254
OTU2396	OTU5455	0.8884155
OTU2396	OTU5570	0.8892617
OTU2396	OTU5638	0.9092831
OTU2396	OTU5653	0.8657953
OTU2396	OTU637	0.8801528
OTU2396	OTU6602	0.8777542
OTU2396	OTU7304	0.9129802
OTU2396	OTU7782	0.8887654
OTU2396	OTU7880	0.8933216
OTU2396	OTU7976	0.9163303
OTU2396	OTU7997	0.8612223
OTU2396	OTU8182	0.9008299
OTU2396	OTU8199	0.8606046
OTU2396	OTU8275	0.9085344
OTU2396	OTU8288	0.8645144
OTU2396	OTU8657	0.8808253
OTU2396	OTU8658	0.9104109
OTU2396	OTU8678	0.9385259
OTU2396	OTU8876	0.8724007
OTU2396	OTU8880	0.8809202
OTU2396	OTU896	0.9025329
OTU2405	OTU7907	0.8721365
OTU2414	OTU2770	0.8701418
OTU2414	OTU7976	0.8752282
OTU2414	OTU896	0.8822641
OTU2416	OTU2441	0.8986717
OTU2420	OTU8678	0.8663139
OTU2427	OTU2477	0.8624546
OTU2442	OTU250	0.919392
OTU2442	OTU2616	0.8633889
OTU2442	OTU2756	0.8910194
OTU2442	OTU360	0.9153188
OTU2442	OTU3983	0.926319
OTU2442	OTU4004	0.9070431
OTU2442	OTU4023	0.9371044
OTU2442	OTU4080	0.92236
OTU2442	OTU4214	0.8906771
OTU2442	OTU4803	0.8613036
OTU2442	OTU5332	0.9367348
OTU2442	OTU5334	0.8681797
OTU2442	OTU5429	0.9439976
OTU2442	OTU5709	0.9103752
OTU2442	OTU5836	0.9233837
OTU2442	OTU5890	0.8988615
OTU2442	OTU6039	0.9188577
OTU2442	OTU73	0.9180554
OTU2442	OTU7394	0.9101723
OTU2442	OTU7560	0.8959556
OTU2442	OTU7971	0.9365571
OTU2442	OTU8444	0.9191892
OTU2442	OTU8649	0.9632867
OTU2442	OTU8828	0.898582
OTU2442	OTU983	0.8847876
OTU2477	OTU2771	0.9070833
OTU2477	OTU8326	0.8701904
OTU2477	OTU8976	0.9290602
OTU2481	OTU2537	0.899018
OTU2481	OTU2598	0.8786158
OTU2481	OTU4132	0
OTU2481	OTU438	0.9101134
OTU2481	OTU4665	0.9269978
OTU2481	OTU5570	0.8786419
OTU2481	OTU5783	0.8853011
OTU2481	OTU637	0.8767763
OTU2481	OTU6602	0.9058546
OTU2481	OTU7881	0.9151585
OTU2481	OTU8275	0.8773576
OTU2481	OTU8876	0.8972014
OTU250	OTU3142	0.8732589
OTU250	OTU3860	0.8676189
OTU250	OTU3968	0.880014
OTU250	OTU4132	0.9304605
OTU250	OTU438	0.8692834
OTU250	OTU442	0.8903435
OTU250	OTU4803	0.8927497
OTU250	OTU4838	0
OTU250	OTU4848	0.8591619
OTU250	OTU5151	0.8771826
OTU250	OTU5444	0
OTU250	OTU5455	0.8601314
OTU250	OTU5528	0.921497
OTU250	OTU5783	0.8664262
OTU250	OTU7173	0.8897153
OTU250	OTU7644	0.8597403
OTU250	OTU791	0.921563
OTU250	OTU8657	0.9202386
OTU250	OTU8876	0.8593168
OTU2506	OTU2589	0.9692702
OTU2506	OTU2620	0.8624547
OTU2506	OTU3806	0.9402383
OTU2506	OTU3984	0.8674475
OTU2506	OTU3992	0.9165502
OTU2506	OTU442	0.8657203
OTU2506	OTU455	0.9237383
OTU2506	OTU4815	0.9477324
OTU2506	OTU5029	0.8875388
OTU2506	OTU5092	0
OTU2506	OTU5128	0.8906958
OTU2506	OTU5455	0.9116596
OTU2506	OTU5465	0.8840494
OTU2506	OTU5570	0
OTU2506	OTU5789	0.8740406
OTU2506	OTU6195	0.8738936
OTU2506	OTU7083	0.8926729
OTU2506	OTU7440	0.9075317
OTU2506	OTU7744	0.8839528
OTU2506	OTU8055	0.9087796
OTU2506	OTU8288	0.9211445
OTU2506	OTU8490	0
OTU2506	OTU8658	0.8711661
OTU2506	OTU8678	0.8964662
OTU2506	OTU8700	0.8654838
OTU2506	OTU8919	0.8810222
OTU2536	OTU3968	0.8946457
OTU2536	OTU442	0.868001
OTU2536	OTU5340	0.8627436
OTU2536	OTU7083	0.8714931
OTU2536	OTU7644	0.8799851
OTU2536	OTU8147	0.8817886
OTU2536	OTU8195	0.8672031
OTU2536	OTU8275	0.8624248
OTU2536	OTU8919	0.9025557
OTU2537	OTU2581	0.8904545
OTU2537	OTU2616	0.8686702
OTU2537	OTU2770	0.8875305
OTU2537	OTU3169	0.8658245
OTU2537	OTU3422	0.8939517
OTU2537	OTU3806	0.8685315
OTU2537	OTU4132	0.9065757
OTU2537	OTU4231	0.869986
OTU2537	OTU438	0.8700743
OTU2537	OTU442	0.8648982
OTU2537	OTU4665	0.863411
OTU2537	OTU5128	0.8715622
OTU2537	OTU5455	0.8930207
OTU2537	OTU5570	0
OTU2537	OTU5653	0.8619772
OTU2537	OTU7449	0.8794183
OTU2537	OTU7782	0.8764175
OTU2537	OTU8182	0.8760442
OTU2537	OTU8275	0.8660998
OTU2537	OTU8657	0.894163
OTU2537	OTU8678	0.9182333
OTU2537	OTU8880	0.9165074
OTU2538	OTU4331	0.8989151
OTU2538	OTU8275	0.8740638
OTU2561	OTU3117	0.8743986
OTU2561	OTU3536	0
OTU2561	OTU5119	0.9046442
OTU2561	OTU5275	0.8634051
OTU2581	OTU5128	0.9120126
OTU2581	OTU5570	0.8855077
OTU2589	OTU3806	0.9019299
OTU2589	OTU3992	0.8720936
OTU2589	OTU4815	0.9241487
OTU2589	OTU5029	0.8993567
OTU2589	OTU5092	0.8632452
OTU2589	OTU5455	0.8590625
OTU2589	OTU5465	0.8593744
OTU2589	OTU5570	0.8680355
OTU2589	OTU5765	0.8808979
OTU2589	OTU8055	0.9367415
OTU2589	OTU8288	0.8883543
OTU2589	OTU8658	0.8721849
OTU2589	OTU8678	0.8816466
OTU2598	OTU2623	0.910293
OTU2598	OTU284	0.9106035
OTU2598	OTU3422	0.9178203
OTU2598	OTU3909	0.9154507
OTU2598	OTU3984	0.8743633
OTU2598	OTU4132	0.8824223
OTU2598	OTU4214	0.8971959
OTU2598	OTU4231	0.9136147
OTU2598	OTU438	0.8994843
OTU2598	OTU4665	0.8745206
OTU2598	OTU5058	0.9342101
OTU2598	OTU5638	0.9181034
OTU2598	OTU7304	0.8891697
OTU2598	OTU7394	0.8585903
OTU2598	OTU7782	0.86976
OTU2598	OTU7880	0.8968926
OTU2598	OTU791	0.8777539
OTU2598	OTU8876	0.8904893
OTU2598	OTU8880	0.8892984
OTU2601	OTU4803	0.8952233
OTU2616	OTU4132	0.8692603
OTU2616	OTU442	0.8609189
OTU2616	OTU4838	0.8937504
OTU2616	OTU5444	0.8738848
OTU2616	OTU5528	0.8885711
OTU2616	OTU5653	0.8898084
OTU2616	OTU791	0.8776363
OTU2616	OTU8657	0.9206993
OTU2620	OTU8490	0.8829112
OTU2623	OTU3860	0.8723701
OTU2623	OTU4132	0.888446
OTU2623	OTU438	0.8842922
OTU2623	OTU4665	0.9235416
OTU2623	OTU5455	0.8768261
OTU2623	OTU6602	0.9123237
OTU2623	OTU7881	0.8629349
OTU2623	OTU8678	0.8738894
OTU2623	OTU8876	0
OTU2623	OTU896	0.883749
OTU2715	OTU3068	0.9165713
OTU2715	OTU5789	0
OTU2715	OTU8275	0.8941221
OTU2727	OTU3992	0.8596907
OTU2727	OTU7744	0.8751218
OTU2727	OTU8751	0.8650457
OTU2753	OTU4649	0.8676744
OTU2756	OTU4803	0.9131145
OTU2766	OTU3860	0.9054634
OTU2766	OTU4132	0.8751178
OTU2766	OTU5151	0.8718958
OTU2770	OTU5151	0.8653411
