id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU1028	5	236.725732404531	5339	0.00979905897968026	0.4	2	-0.360723434301998	0.32
OTU1036	4	1.20615977552777	274	0.00993403785495597	0.666666666666667	2	-0.360723434301998	0
OTU1080	1	0	0	0.00273289923698258	0	1	-1.34284290412169	0
OTU110	3	0.5	1	6.78395684729491e-34	0.666666666666667	13	1	0
OTU1108	4	5.5	7	1.38936205768929e-31	0.333333333333333	11	1.02062072615966	0
OTU1119	5	158.509688121819	1638	0.0105678157024692	0.4	2	-0.257659595929999	0
OTU1189	1	0	0	0.000254652161486322	0	3	-0.8125	0
OTU1208	1	0	0	5.7280299010887e-45	0	30	0	0
OTU1280	39	230.442531419313	5221	0.121211193679494	0.647773279352227	1	0.576268383442089	0.315581854043392
OTU1282	22	686.97459086178	11229	0.0731967198034085	0.74025974025974	1	-0.104706589564411	0.0867768595041321
OTU1285	1	0	0	0.00056232398620592	0	4	-0.845416329150986	0
OTU1316	2	4	4	1.82646596319869e-38	0	8	0.816496580927727	0
OTU1319	1	0	0	5.7280299010887e-45	0	20	0	0
OTU1321	4	471	8827	0.00420763155385056	0.166666666666667	14	0	0
OTU1345	2	0	0	9.33881890580936e-32	1	11	-0.408248290463863	0
OTU1365	1	0	0	5.37606147016898e-06	0	4	-0.845416329150986	0
OTU1388	1	0	0	0.000244794921202698	0	2	-0.669914949417997	0
OTU1393	1	0	0	4.69240209497187e-41	0	16	0	0
OTU1402	1	0	0	0.000105112831386806	0	14	0	0
OTU1425	17	642.109682794109	7577	0.0145848186498798	0.330882352941176	4	2.21108886085642	0.110726643598616
OTU1452	14	733.964962663505	5472	0.0225096414617244	0.318681318681319	4	0.173418734184818	0.663265306122449
OTU1465	1	0	0	0.000303192449831886	0	4	-0.845416329150986	0
OTU1480	2	0	0	0.0026604213944468	1	2	-0.566851111045998	0
OTU1605	34	204.421000074868	4403	0.102813531461983	0.647058823529412	1	0.576268383442089	0.112456747404844
OTU1621	17	5.51410114580124	199	0.0580110060596069	0.830882352941177	1	-0.476147483931594	0.214532871972318
OTU1675	20	27.590982811289	493	0.0599276879282744	0.747368421052632	1	-0.166613405292275	0
OTU1677	33	1572.36954353908	18651	0.0850420254106732	0.528409090909091	1	-0.0427997738365477	0.512396694214876
OTU1693	1	0	0	0.000403279039564704	0	4	-0.845416329150986	0
OTU1694	1	0	0	0.000254652161486322	0	3	-0.8125	0
OTU1704	5	296.671691234614	2377	0.010186553461348	0.2	5	1	0.48
OTU1707	3	1.45072207486001	8	0.00666269224526546	0.666666666666667	1	-1.21902927266596	0
OTU1756	19	82.294106478163	3611	0.058751412529782	0.684210526315789	3	0.125	0.592797783933518
OTU1760	1	0	0	4.83339466602298e-05	0	17	0	0
OTU1810	1	0	0	0.000210660522374172	0	4	-0.845416329150986	0
OTU1874	51	179.865640731352	6810	0.154721731925804	0.60078431372549	1	1.25724335644859	0.279123414071511
OTU1898	18	167.641722333013	4129	0.0562364969358623	0.797385620915033	1	-0.352333852475866	0.104938271604938
OTU1936	79	1982.41349086503	32111	0.161431774330332	0.272314183706589	2	2.52506404011399	0.631309085082519
OTU1945	5	14.3121725141369	143	0.00831653622005169	0.1	3	-0.1875	0.48
OTU1954	8	664.928356394621	13550	0.00587053175527169	0.107142857142857	4	-0.030348278482343	0.5625
OTU2086	45	803.199595921192	16213	0.110033536625329	0.465656565656566	1	0.452454751986362	0.481975308641975
OTU2179	2	0	0	5.29675133531994e-34	1	13	-1	0
OTU2198	3	0.5	1	6.78395684729491e-34	0.666666666666667	13	1	0
OTU2211	1	0	0	1.32831643735551e-06	0	7	-1.22474487139159	0
OTU2224	15	14.0482093405471	2105	0.0487140840345135	0.819047619047619	2	-0.0515319191859998	0.497777777777778
OTU2283	29	47.8357627984518	949	0.0964545812420786	0.75615763546798	1	0.204827489074907	0.190249702734839
OTU2297	3	21.7357020936034	616	0.00662103770596001	0.333333333333333	3	-0.8125	0.666666666666667
OTU2315	1	0	0	0.000146654526819056	0	4	-0.845416329150986	0
OTU2340	46	283.83582095825	9805	0.136763879610427	0.607729468599034	1	1.00961609353714	0.272211720226843
OTU2351	5	0	0	0.0167197179750854	1	2	-0.360723434301998	0.32
OTU2396	2	4.34127585377585	26	0.00167651542235934	0	10	0	0
OTU2404	1	0	0	1.18444640489e-36	0	6	-0.603022689155527	0
OTU2405	18	58.2697640398137	1164	0.0495384777539276	0.666666666666667	1	-0.599961115387321	0.401234567901235
OTU2414	1	0	0	0.000146654526819056	0	4	-0.845416329150986	0
OTU2416	2	0	0	0.000986175042946873	1	3	-0.5	0
OTU2422	1	0	0	0.00116272028565658	0	2	-0.669914949417997	0
OTU2427	10	7.07366277672979	1161	0.0310778928606658	0.755555555555556	2	-0.154595757557999	0.48
OTU2442	6	3.23156058024209	594	0.0167215215016893	0.733333333333333	2	-0.154595757557999	0
OTU2453	1	0	0	0.000163099736812233	0	2	-0.669914949417997	0
OTU2477	9	12.3342174614415	1243	0.0278896881003015	0.694444444444444	2	-0.257659595929999	0.567901234567901
OTU2487	1	0	0	4.2193538208808e-05	0	3	-0.8125	0
OTU250	14	306.704032882921	3576	0.0324953112178821	0.648351648351648	1	-0.538054299659457	0
OTU2506	66	1297.77219861888	21202	0.159658213760844	0.378088578088578	3	2.3125	0.606519742883379
OTU2536	11	236.255515370705	2716	0.0336917462624906	0.763636363636364	1	-0.723774746843049	0
OTU2537	3	4.66666666666667	11	0.000342680732108168	0	4	-0.437882303816664	0
OTU2550	2	236	3283	0.00104426393639496	0	4	-0.641649316483825	0
OTU2561	1	0	0	0.00182856183322807	0	1	-1.34284290412169	0
OTU2580	3	65.1580996349445	1955	0.00392343178190297	0.333333333333333	4	-0.437882303816664	0
OTU2581	10	0.0416666666666667	1	0.0366987607877181	0.977777777777778	1	-0.90949519402664	0.34
OTU2589	1	0	0	0.00056232398620592	0	4	-0.845416329150986	0
OTU2598	14	503.562502741844	8038	0.0121366925606117	0.373626373626374	4	1.39602081018778	0.244897959183674
OTU2617	1	0	0	5.7280299010887e-45	0	27	0	0
OTU2623	2	15.1516216811248	229	0.000410654122850504	0	2	-0.669914949417997	0.5
OTU2643	2	0	0	0.00528375664521773	1	1	-1.28093608839382	0
OTU2715	8	13.2034273029486	140	0.0152367778400939	0.5	4	-0.641649316483825	0.53125
OTU2727	9	173.836666011158	1744	0.0287263416155439	0.75	5	-1	0.493827160493827
OTU2753	4	1.20615977552777	274	0.00993403785495597	0.666666666666667	2	-0.360723434301998	0
OTU2770	1	0	0	0.000722881864762591	0	2	-0.669914949417997	0
OTU2771	2	1.68611778073155	72	0.00485448943403614	0	3	-0.8125	0.5
OTU2779	3	0	0	0.00302655344800023	1	4	-0.437882303816664	0
OTU2806	1	0	0	5.37606147016898e-06	0	4	-0.845416329150986	0
OTU2811	1	0	0	0.000303192449831886	0	4	-0.845416329150986	0
OTU2815	1	0	0	5.7280299010887e-45	0	23	0	0
OTU284	3	936	8648	0.00212713164077593	0	7	0.816496580927727	0.444444444444444
OTU2854	1	0	0	0.000364350244112951	0	4	-0.845416329150986	0
OTU2866	2	236	2164	5.31720636034965e-05	0	7	0.816496580927727	0
OTU2874	44	242.596652278807	7031	0.113167436128581	0.457716701902748	1	0.328641120530635	0.491735537190083
OTU2935	5	193.691752070423	2314	0.00266086232795062	0.5	4	-0.030348278482343	0
OTU3051	1	0	0	0.000899208195668332	0	3	-0.8125	0
OTU3096	2	1.42380952380952	6	0.00177134292256011	0	1	-1.28093608839382	0
OTU3142	36	102.738974314426	3129	0.0877807825325721	0.457142857142857	2	0.876042626161996	0.575617283950617
OTU3169	5	473.706423573703	5301	0.000215201946093756	0.2	4	-0.030348278482343	0
OTU318	1	0	0	0.000105112831386806	0	14	0	0
OTU3192	1	0	0	1.32831643735551e-06	0	7	-1.22474487139159	0
OTU3245	4	0.26433989136195	8	0.012667180530734	0.833333333333333	1	-1.15712245693809	0
OTU3259	3	11.1732178300722	116	0.00237023043905851	0.333333333333333	10	0	0
OTU3337	1	0	0	5.7280299010887e-45	0	26	0	0
OTU3345	16	43.5784501787344	1099	0.0509960736119993	0.65	3	0.125	0.5859375
OTU3439	3	237.152882205514	3906	0.00193479175081861	0	17	0	0
OTU3483	7	2.96557961160628	620	0.0196354930334055	0.714285714285714	2	-0.154595757557999	0.244897959183674
OTU3524	1	0	0	0.000341616023672349	0	12	0	0
OTU3536	37	588.035745873962	10873	0.111983363984881	0.68018018018018	1	0.761988830625681	0.10372534696859
OTU3638	3	1	2	1.27166768088912e-31	0.666666666666667	11	0.306186217847897	0
OTU3668	3	14.694962604754	174	0.00182108777504187	0	4	-0.641649316483825	0.444444444444444
OTU373	10	40.2077670414798	572	0.0244852549519209	0.555555555555556	3	0.125	0.48
OTU3748	1	0	0	1.18444640489e-36	0	6	-0.603022689155527	0
OTU3780	2	0	0	0.00523169425609943	1	1	-1.28093608839382	0
OTU3806	75	948.96316654119	23035	0.190684887918274	0.405405405405405	1	1.81440469799936	0.4704
OTU3833	2	0	0	0.000986175042946873	1	3	-0.5	0
OTU3860	12	8.93659325814291	1368	0.0371341692114394	0.772727272727273	2	-0.0515319191859998	0.486111111111111
OTU3890	1	0	0	5.7280299010887e-45	0	19	0	0
OTU3953	10	8.7095771554597	1383	0.0328193996564857	0.8	1	-0.971402009754503	0.42
OTU3962	11	51.8979244130645	1009	0.0268598311999614	0.509090909090909	3	0.4375	0.677685950413223
OTU3968	10	7.13118788722444	1082	0.0291568301553822	0.711111111111111	2	-0.154595757557999	0.48
OTU3983	20	33.8350465603174	3371	0.0677798315651074	0.821052631578947	1	-0.538054299659457	0.42
OTU3984	51	298.025310850542	8004	0.139133455518232	0.485490196078431	1	0.638175199169953	0.482122260668973
OTU3987	12	572.789715382488	9156	0.00348125386721183	0.106060606060606	3	2.3125	0.152777777777778
OTU3992	58	558.001261900315	13920	0.160544489810901	0.50151240169389	1	1.44296380363218	0.351367419738406
OTU4001	1	0	0	5.7280299010887e-45	0	19	0	0
OTU4132	62	762.544741551391	16889	0.17062095414304	0.487572712850344	1	1.56677743508791	0.380332986472425
OTU4176	12	495.327660525092	7192	0.0140761011630884	0.393939393939394	4	0.7847197721863	0.375
OTU4186	1	0	0	5.7280299010887e-45	0	20	0	0
OTU419	1	0	0	5.7280299010887e-45	0	24	0	0
