from	to	corP
OTU3536	OTU8446	0.8591029
OTU3536	OTU8700	0.8468401
OTU3583	OTU4049	0.8980504
OTU3638	OTU8197	0.8191488
OTU373	OTU7560	0.834881
OTU3806	OTU3984	0.8742102
OTU3806	OTU3992	0.9064804
OTU3806	OTU4132	0.8977079
OTU3806	OTU4331	0.8151839
OTU3806	OTU442	0.9103683
OTU3806	OTU4815	0.8760004
OTU3806	OTU5039	0.8168938
OTU3806	OTU530	0.8359447
OTU3806	OTU5465	0.8890185
OTU3806	OTU5570	0.8262214
OTU3806	OTU5765	0.8394876
OTU3806	OTU6403	0.8554411
OTU3806	OTU7644	0.9173508
OTU3806	OTU7744	0.88985
OTU3806	OTU8275	0.8648759
OTU3806	OTU8434	0.8572193
OTU3806	OTU8446	0.8545918
OTU3806	OTU8657	0.8343996
OTU3806	OTU8678	0.8360349
OTU3806	OTU8700	0.9023503
OTU3806	OTU8876	0.9056121
OTU3860	OTU5151	0.8441787
OTU3883	OTU7691	0.8351336
OTU3908	OTU3984	0.8161914
OTU3908	OTU7249	0.8119177
OTU3908	OTU7527	0.8220188
OTU3908	OTU8751	0.8186736
OTU3968	OTU6847	0.8527867
OTU3968	OTU8218	0.8303428
OTU3984	OTU3992	0.8130729
OTU3984	OTU4331	0.8390511
OTU3984	OTU4815	0.8393113
OTU3984	OTU5039	0.8369475
OTU3984	OTU5528	0.8302307
OTU3984	OTU5732	0.8088386
OTU3984	OTU7249	0.896666
OTU3984	OTU7440	0.8286312
OTU3984	OTU7744	0.8350256
OTU3984	OTU8326	0.8988782
OTU3984	OTU8379	0.8796648
OTU3984	OTU8594	0.8478186
OTU3984	OTU8658	0.8637949
OTU3984	OTU8695	0.8208453
OTU3987	OTU4132	0.8112888
OTU3987	OTU455	0.8124827
OTU3987	OTU5455	0.8883282
OTU3987	OTU7471	0.8384954
OTU3992	OTU4132	0.8949876
OTU3992	OTU455	0.8767062
OTU3992	OTU5128	0.8870514
OTU3992	OTU5570	0.8396024
OTU3992	OTU5837	0.8770393
OTU3992	OTU6403	0.8778213
OTU3992	OTU7440	0.9542737
OTU3992	OTU7644	0.8407679
OTU3992	OTU7744	0.8959937
OTU3992	OTU8055	0.8691371
OTU3992	OTU8700	0.8409373
OTU3992	OTU8751	0.8153282
OTU3992	OTU8876	0.8561765
OTU4082	OTU4300	-0.8235613
OTU4132	OTU442	0.899231
OTU4132	OTU455	0.8087422
OTU4132	OTU5570	0.8390945
OTU4132	OTU7440	0.8745608
OTU4132	OTU7644	0.8341235
OTU4132	OTU8055	0.8739079
OTU4132	OTU8275	0.8362551
OTU4132	OTU8490	0.8368008
OTU4132	OTU8678	0.8431691
OTU4132	OTU8876	0.9147561
OTU4147	OTU4214	0.8749049
OTU4147	OTU8288	0.8268946
OTU4147	OTU8434	0.8915669
OTU4147	OTU8700	0.8685714
OTU4147	OTU8881	0.8960601
OTU4214	OTU8700	0.8872791
OTU4331	OTU6841	0.8223393
OTU4331	OTU8876	0.8517909
OTU442	OTU455	0.8459268
OTU442	OTU4815	0.82619
OTU442	OTU5465	0.9143903
OTU442	OTU5653	0.8545834
OTU442	OTU637	0.8448323
OTU442	OTU6403	0.8213983
OTU442	OTU7083	0.8277234
OTU442	OTU7440	0.8420755
OTU442	OTU7644	0.8621712
OTU442	OTU7744	0.86899
OTU442	OTU8055	0.8369825
OTU442	OTU8275	0.8093596
OTU442	OTU8446	0.8372124
OTU442	OTU8657	0.8247605
OTU442	OTU8678	0.8465204
OTU442	OTU8700	0.8523536
OTU451	OTU7075	-0.8098509
OTU455	OTU5465	0.9176137
OTU455	OTU6403	0.8767233
OTU455	OTU6841	0.8159428
OTU455	OTU6880	0.8245207
OTU455	OTU7440	0.8413059
OTU455	OTU7471	0.8812053
OTU455	OTU7644	0.8632024
OTU455	OTU7744	0.8806702
OTU455	OTU8446	0.8490347
OTU455	OTU8700	0.8595789
OTU455	OTU8751	0.8185047
OTU455	OTU8876	0.8326792
OTU4553	OTU6932	0.8490883
OTU4815	OTU5039	0.8129927
OTU4815	OTU5128	0.8783162
OTU4815	OTU5570	0.8741545
OTU4815	OTU5765	0.907367
OTU4815	OTU7440	0.889819
OTU4815	OTU8658	0.870195
OTU4883	OTU6442	0.8764647
OTU4883	OTU8434	0.8570805
OTU5039	OTU5195	0.8205467
OTU5039	OTU6622	0.8241396
OTU5039	OTU7249	0.8691791
OTU5039	OTU7527	0.8201695
OTU5039	OTU7744	0.8344821
OTU5039	OTU8446	0.8216824
OTU5049	OTU7994	0.8468171
OTU5128	OTU5570	0.9013078
OTU5128	OTU5765	0.8736081
OTU5128	OTU6403	0.8182698
OTU5128	OTU7440	0.8403946
OTU5151	OTU994	0.8121026
OTU530	OTU6880	0.8561423
OTU530	OTU8876	0.8521628
OTU5340	OTU5465	0.8123534
OTU5340	OTU8446	0.8407401
OTU5340	OTU8700	0.8137
OTU5340	OTU8804	0.8618793
OTU5455	OTU8055	0.8478243
OTU5455	OTU8275	0.8350899
OTU5455	OTU8876	0.8522572
OTU5465	OTU6403	0.8704976
OTU5465	OTU6543	0.8273168
OTU5465	OTU7527	0.8110702
OTU5465	OTU7744	0.8943929
OTU5465	OTU8700	0.8826262
OTU5465	OTU8804	0.8950116
OTU5465	OTU8876	0.8274196
OTU5528	OTU7644	0.8112228
OTU5528	OTU7907	0.8286486
OTU5570	OTU8678	0.8310482
OTU5653	OTU637	0.8486586
OTU5653	OTU7644	0.9279574
OTU5653	OTU8195	0.8753665
OTU5653	OTU8275	0.8373864
OTU5653	OTU8657	0.8655032
OTU5653	OTU8678	0.8603518
OTU5653	OTU8700	0.8203346
OTU5653	OTU8876	0.9033419
OTU5837	OTU6403	0.82955
OTU5837	OTU6841	0.8170864
OTU5837	OTU7440	0.8130351
OTU5837	OTU7471	0.8246819
OTU5837	OTU7527	0.8240447
OTU5837	OTU7744	0.8768111
OTU637	OTU8288	0.8086308
OTU6403	OTU6880	0.8578341
OTU6403	OTU7440	0.8366313
OTU6403	OTU7471	0.823892
OTU6403	OTU7527	0.9103599
OTU6403	OTU7644	0.8082157
OTU6403	OTU8446	0.8849677
OTU6403	OTU8700	0.8845876
OTU6403	OTU8751	0.8495098
OTU6403	OTU8976	0.8233094
OTU6442	OTU8700	0.8741175
OTU6543	OTU8804	0.8735647
OTU6602	OTU7976	0.8827391
OTU6602	OTU8822	0.8697456
OTU6841	OTU6880	0.8325194
OTU6841	OTU7440	0.8274325
OTU6841	OTU7471	0.8706469
OTU6880	OTU8700	0.8309808
OTU7075	OTU7207	-0.8098509
OTU7083	OTU7471	0.8412447
OTU7083	OTU8055	0.8275583
OTU7083	OTU8876	0.8646545
OTU7249	OTU7560	0.8205868
OTU7249	OTU7907	0.8279201
OTU7440	OTU7471	0.8466353
OTU7440	OTU7744	0.8977324
OTU7440	OTU8658	0.8529236
OTU7471	OTU7744	0.8658216
OTU7471	OTU8055	0.8273095
OTU7471	OTU8876	0.8437024
OTU7527	OTU7744	0.8464308
OTU7527	OTU8434	0.8197407
OTU7527	OTU8446	0.852378
OTU7527	OTU8751	0.8292563
OTU7527	OTU8862	0.840164
OTU7644	OTU7744	0.8149842
OTU7644	OTU8195	0.8725341
OTU7644	OTU8275	0.8289617
OTU7644	OTU8657	0.8871641
OTU7644	OTU8678	0.8170486
OTU7644	OTU8700	0.8770269
OTU7744	OTU8446	0.8925236
OTU7744	OTU8700	0.8618967
OTU7744	OTU8751	0.879927
OTU7782	OTU8657	0.8492881
OTU7881	OTU7976	0.8106157
OTU7907	OTU8695	0.8307486
OTU8055	OTU8275	0.9104421
OTU8055	OTU8876	0.8725275
OTU8195	OTU8876	0.8260107
OTU8275	OTU8876	0.8865704
OTU8326	OTU8658	0.8328118
OTU8434	OTU8446	0.8336536
OTU8434	OTU8700	0.9267978
OTU8438	OTU8643	0.8859991
OTU8446	OTU8804	0.9054294
OTU8490	OTU8876	0.8142513
OTU8646	OTU8658	0.8786917
OTU8657	OTU8678	0.8429869
OTU8657	OTU8700	0.8120582
OTU8678	OTU8876	0.826976
OTU8700	OTU8881	0.9294187
OTU8804	OTU8976	0.8092604
