from	to	corP
OTU1080	OTU2824	0.8375258
OTU1080	OTU3536	0.8590095
OTU1080	OTU4831	0.8768411
OTU1080	OTU6454	0.8489203
OTU110	OTU1339	0.8883026
OTU110	OTU2179	0.954171
OTU110	OTU2198	0.9334581
OTU110	OTU2224	0.8341703
OTU110	OTU3398	0.8462302
OTU110	OTU3457	0.8185178
OTU110	OTU3523	0.8390638
OTU110	OTU3638	0.9041396
OTU110	OTU3906	0.8834494
OTU110	OTU408	0.8545958
OTU110	OTU4545	0.8932366
OTU110	OTU4759	0.8592671
OTU110	OTU4812	0.8208959
OTU110	OTU4884	0.8126373
OTU110	OTU5333	0.8171223
OTU110	OTU7038	0.8129587
OTU110	OTU7832	0.8477098
OTU110	OTU7907	0.8252833
OTU110	OTU8078	0.8596523
OTU110	OTU8228	0.8682077
OTU110	OTU8418	0.9173468
OTU1108	OTU2179	0.8245967
OTU1108	OTU2198	0.8651774
OTU1108	OTU3523	0.8809296
OTU1108	OTU408	0.8228794
OTU1108	OTU8118	0.8946896
OTU1108	OTU8418	0.8564578
OTU1119	OTU1707	0.9069948
OTU1119	OTU1936	0.8947221
OTU1119	OTU3968	0.8610593
OTU1119	OTU530	0.901419
OTU1119	OTU5649	0.8559757
OTU1119	OTU6680	0.8463327
OTU1119	OTU7449	0.8434953
OTU1119	OTU8881	0.8130416
OTU1306	OTU1402	0.8323888
OTU1339	OTU2198	0.8459191
OTU1339	OTU3671	0.8136531
OTU1339	OTU3906	0.8828548
OTU1339	OTU4759	0.8851128
OTU1339	OTU4812	0.8569109
OTU1339	OTU5333	0.8642029
OTU1345	OTU2198	0.8403901
OTU1345	OTU8418	0.8443027
OTU1365	OTU3439	0.8178941
OTU1365	OTU8657	0.8385059
OTU1365	OTU8804	0.8326618
OTU1382	OTU2179	0.8828793
OTU1382	OTU3671	0.8473309
OTU1382	OTU3906	0.8356458
OTU1382	OTU4759	0.8980334
OTU1382	OTU4812	0.8811523
OTU1382	OTU4884	0.8856333
OTU1382	OTU6042	0.8567281
OTU1382	OTU8078	0.8619949
OTU1425	OTU2086	0.8148522
OTU1425	OTU2759	0.8522999
OTU1425	OTU3671	0.8295468
OTU1425	OTU4759	0.8316801
OTU1425	OTU5333	0.8446816
OTU1425	OTU7644	0.8501505
OTU1425	OTU7882	0.8117826
OTU1425	OTU8020	0.8096843
OTU1508	OTU5455	0.8481324
OTU1605	OTU1874	0.8567314
OTU1605	OTU2086	0.8359315
OTU1605	OTU2283	0.8439037
OTU1605	OTU2340	0.8248779
OTU1605	OTU318	0.8132536
OTU1605	OTU3227	-0.8319965
OTU1605	OTU3806	0.87442
OTU1605	OTU3968	0.8971874
OTU1605	OTU4132	0.8255404
OTU1605	OTU455	0.8294416
OTU1605	OTU5444	0.8155875
OTU1605	OTU5455	0.9358917
OTU1605	OTU5653	0.9358578
OTU1605	OTU5783	0.8269548
OTU1605	OTU6854	0.8252483
OTU1605	OTU7083	0.8748358
OTU1605	OTU7449	0.8694482
OTU1605	OTU7644	0.8729494
OTU1605	OTU8195	0.8465057
OTU1605	OTU8657	0.9457453
OTU1605	OTU8876	0.9339249
OTU1675	OTU2086	0.8203915
OTU1675	OTU3671	0.8714613
OTU1675	OTU4759	0.8772173
OTU1675	OTU5333	0.8965212
OTU1675	OTU7644	0.8232839
OTU1677	OTU2340	0.8842676
OTU1677	OTU2824	0.8809489
OTU1677	OTU3142	0.8583937
OTU1677	OTU3984	0.8354411
OTU1677	OTU3992	0.8921169
OTU1677	OTU4214	0.8285956
OTU1677	OTU442	0.8770704
OTU1677	OTU5128	0.8712927
OTU1677	OTU5570	0.8145245
OTU1677	OTU5765	0.9002667
OTU1677	OTU6403	0.8634532
OTU1677	OTU6543	0.897076
OTU1677	OTU7440	0.8269608
OTU1700	OTU2405	0.819918
OTU1874	OTU2086	0.8386359
OTU1874	OTU3656	0.8624803
OTU1874	OTU3806	0.8230954
OTU1874	OTU3968	0.8208
OTU1874	OTU455	0.8103334
OTU1874	OTU5444	0.8178477
OTU1874	OTU5455	0.8371229
OTU1874	OTU5653	0.8360433
OTU1874	OTU6816	0.8859953
OTU1874	OTU7644	0.8278312
OTU1874	OTU8657	0.8752842
OTU1874	OTU8804	0.8554956
OTU1874	OTU8876	0.873796
OTU1874	OTU8976	0.8247447
OTU1936	OTU2340	0.8100823
OTU1936	OTU318	0.8135258
OTU1936	OTU482	0.9203584
OTU1936	OTU5649	0.8394677
OTU1936	OTU6854	0.8171783
OTU1936	OTU7083	0.809562
OTU1945	OTU3806	0.8570062
OTU1945	OTU455	0.8300375
OTU1945	OTU5465	0.8369793
OTU1945	OTU7083	0.8434083
OTU1954	OTU6374	0.8301883
OTU1999	OTU3906	0.8427308
OTU1999	OTU4759	0.8343602
OTU2009	OTU7911	0.8542271
OTU2036	OTU644	-0.8168624
OTU2086	OTU2224	0.8225003
OTU2086	OTU2396	0.8684005
OTU2086	OTU2405	0.858504
OTU2086	OTU250	0.8126222
OTU2086	OTU2506	0.8501692
OTU2086	OTU2715	0.8126637
OTU2086	OTU2866	0.8136119
OTU2086	OTU3806	0.823655
OTU2086	OTU3984	0.8150205
OTU2086	OTU3987	0.8439116
OTU2086	OTU3992	0.831337
OTU2086	OTU4132	0.8329152
OTU2086	OTU442	0.873222
OTU2086	OTU455	0.9021
OTU2086	OTU5455	0.9229691
OTU2086	OTU5653	0.8988804
OTU2086	OTU637	0.8096741
OTU2086	OTU6543	0.8626488
OTU2086	OTU6816	0.8431297
OTU2086	OTU7083	0.8732193
OTU2086	OTU7092	0.8369342
