from	to	corP
OTU2262	OTU6841	0.814668
OTU2262	OTU7440	0.832403
OTU2262	OTU8285	0.8239969
OTU2283	OTU2753	0.8813889
OTU2283	OTU2756	0.8468077
OTU2283	OTU3391	0.8177587
OTU2283	OTU3781	0.8631441
OTU2283	OTU3806	0.9398355
OTU2283	OTU4132	0.8933113
OTU2283	OTU4387	0.835855
OTU2283	OTU442	0.8797733
OTU2283	OTU455	0.8882852
OTU2283	OTU533	0.8855919
OTU2283	OTU5455	0.9114458
OTU2283	OTU7083	0.9422045
OTU2283	OTU73	0.8655119
OTU2283	OTU7544	0.8545065
OTU2283	OTU7765	0.8138863
OTU2283	OTU7831	0.8928312
OTU2283	OTU8235	0.890797
OTU2283	OTU8876	0.9143442
OTU2283	OTU994	0.8282958
OTU2296	OTU2759	0.8329565
OTU2296	OTU2824	0.8366921
OTU2296	OTU2866	0.9107491
OTU2296	OTU3536	0.837158
OTU2296	OTU3910	0.8802457
OTU2296	OTU4188	0.8308485
OTU2296	OTU4758	0.8343587
OTU2296	OTU4793	0.8178197
OTU2340	OTU2405	0.8252179
OTU2340	OTU2866	0.843152
OTU2340	OTU3173	0.835161
OTU2340	OTU3536	0.8331653
OTU2340	OTU5765	0.8284384
OTU2340	OTU6403	0.8838425
OTU2340	OTU7549	0.8555096
OTU2340	OTU7907	0.8270577
OTU2340	OTU8053	0.8257244
OTU2340	OTU8700	0.8103502
OTU2351	OTU3062	0.8322745
OTU2351	OTU3271	0.8864111
OTU2351	OTU4187	0.8950862
OTU2351	OTU4266	0.8797405
OTU2351	OTU4436	0.809907
OTU2351	OTU4659	0.909462
OTU2351	OTU4759	0.8447249
OTU2351	OTU6512	0.830802
OTU2351	OTU6609	0.830477
OTU2396	OTU3439	0.8202888
OTU2418	OTU6841	0.8190144
OTU2421	OTU3806	0.8095784
OTU2421	OTU442	0.808786
OTU2421	OTU455	0.8106939
OTU2421	OTU7083	0.8155823
OTU2442	OTU3806	0.8886381
OTU2442	OTU4132	0.8501422
OTU2442	OTU442	0.817469
OTU2442	OTU455	0.8581307
OTU2442	OTU5653	0.8476769
OTU2442	OTU7083	0.8930286
OTU2442	OTU8876	0.8135294
OTU2470	OTU4838	0.8139484
OTU2470	OTU4848	0.8122493
OTU2470	OTU8678	0.8285125
OTU2506	OTU2771	0.813585
OTU2506	OTU3781	0.8376389
OTU2506	OTU3987	0.8106609
OTU2506	OTU4762	0.9043297
OTU2506	OTU4838	0.8408997
OTU2506	OTU4923	0.831971
OTU2506	OTU5570	0.9259385
OTU2506	OTU6195	0.878347
OTU2506	OTU6307	0.8152311
OTU2506	OTU637	0.8358133
OTU2506	OTU6578	0.8304025
OTU2506	OTU6680	0.8129251
OTU2506	OTU6880	0.8177124
OTU2506	OTU7087	0.8163341
OTU2506	OTU7644	0.8883884
OTU2506	OTU8291	0.8115769
OTU2506	OTU8657	0.84539
OTU2506	OTU8804	0.8866709
OTU2506	OTU8976	0.8087429
OTU2536	OTU3806	0.8186365
OTU2536	OTU3992	0.8269247
OTU2536	OTU455	0.8639807
OTU2536	OTU5465	0.8511532
OTU2536	OTU7083	0.8206929
OTU2561	OTU3806	0.8381041
OTU2561	OTU4132	0.8295853
OTU2561	OTU455	0.8810862
OTU2561	OTU4815	0.8114279
OTU2561	OTU5653	0.8867341
OTU2561	OTU7083	0.8235984
OTU2561	OTU7440	0.8323699
OTU2589	OTU2761	0.8609975
OTU2589	OTU4132	0.8237585
OTU2589	OTU442	0.8180935
OTU2589	OTU4843	0.8093377
OTU2589	OTU7440	0.8135089
OTU2589	OTU7853	0.8169947
OTU2642	OTU3282	0.87005
OTU2642	OTU7882	0.8689811
OTU2715	OTU3992	0.8323426
OTU2715	OTU4132	0.8176959
OTU2715	OTU455	0.8587007
OTU2715	OTU5653	0.8810659
OTU2715	OTU7083	0.8153914
OTU2740	OTU4620	-0.8270814
OTU2753	OTU3282	0.8572184
OTU2753	OTU3488	0.8707797
OTU2753	OTU373	0.8668317
OTU2753	OTU3806	0.8435842
OTU2753	OTU3987	0.8804276
OTU2753	OTU4132	0.8513283
OTU2753	OTU4387	0.8270249
OTU2753	OTU455	0.8145344
OTU2753	OTU4695	0.8195407
OTU2753	OTU4884	0.8601601
OTU2753	OTU5653	0.8718238
OTU2753	OTU637	0.8205382
OTU2753	OTU6578	0.8699461
OTU2753	OTU7083	0.8458556
OTU2753	OTU7782	0.839287
OTU2753	OTU7882	0.8150884
OTU2753	OTU8876	0.8409369
OTU2756	OTU3806	0.9299027
OTU2756	OTU4132	0.881621
OTU2756	OTU4387	0.8304463
OTU2756	OTU442	0.8598187
OTU2756	OTU455	0.8680579
OTU2756	OTU533	0.871172
OTU2756	OTU5455	0.8155096
OTU2756	OTU7083	0.9266563
OTU2756	OTU8235	0.9277442
OTU2756	OTU8876	0.8982039
OTU2759	OTU2866	0.9296357
OTU2759	OTU3090	0.8654241
OTU2759	OTU3488	0.8978042
OTU2759	OTU4188	0.822513
OTU2759	OTU4238	0.8377645
OTU2759	OTU4255	0.8236642
OTU2759	OTU4693	0.8232271
OTU2759	OTU4884	0.8639642
OTU2759	OTU6688	0.863012
OTU2759	OTU6932	0.8113925
OTU2759	OTU7115	0.8109751
OTU2759	OTU7304	0.8194699
OTU2759	OTU7882	0.8116814
OTU2759	OTU8085	0.867823
OTU2759	OTU8370	0.8157355
OTU2761	OTU3992	0.8160615
OTU2761	OTU8055	0.8146236
OTU2763	OTU2866	0.8106132
OTU2763	OTU3090	0.8261006
OTU2763	OTU6780	0.9046559
OTU2765	OTU3271	0.9084768
OTU2765	OTU4187	0.8604582
OTU2765	OTU4659	0.8532745
OTU2765	OTU4759	0.8358761
OTU2765	OTU6512	0.8439777
OTU2765	OTU6609	0.8326298
OTU2771	OTU3439	0.8475104
OTU2771	OTU442	0.8108421
OTU2771	OTU6403	0.842268
OTU2771	OTU6841	0.8780474
OTU2771	OTU7744	0.8785623
OTU2771	OTU8700	0.8401742
OTU2788	OTU4293	0.8644417
OTU2788	OTU4682	0.834877
OTU2824	OTU2866	0.8913633
OTU2824	OTU3536	0.8367617
OTU2824	OTU4255	0.820337
OTU2824	OTU4553	0.8240011
OTU2824	OTU4693	0.890433
OTU2824	OTU4758	0.9337397
OTU2824	OTU5649	0.8358187
OTU2835	OTU3271	0.8342646
OTU2835	OTU4542	0.9195371
OTU2835	OTU4846	0.8442977
OTU2835	OTU6512	0.8643345
OTU2835	OTU6609	0.8154231
OTU284	OTU3062	0.8083957
OTU284	OTU4233	0.8141077
OTU284	OTU6769	0.8614707
OTU284	OTU7304	0.8585647
OTU2847	OTU3271	0.8373386
OTU2847	OTU4788	0.8638138
OTU2847	OTU6609	0.8428959
OTU2853	OTU3488	0.8581221
OTU2853	OTU4884	0.8148336
OTU2866	OTU2877	0.8143209
OTU2866	OTU3090	0.8644348
OTU2866	OTU3488	0.8929653
OTU2866	OTU3524	0.810456
OTU2866	OTU3536	0.8514812
OTU2866	OTU3593	-0.8157409
OTU2866	OTU4188	0.9031357
OTU2866	OTU4238	0.8594772
OTU2866	OTU4255	0.8311179
OTU2866	OTU4553	0.8342798
OTU2866	OTU4693	0.8994076
OTU2866	OTU4884	0.8744929
OTU2866	OTU5114	0.8226601
OTU2866	OTU533	0.8191892
OTU2866	OTU5649	0.8780625
OTU2866	OTU5795	0.8307854
OTU2866	OTU7115	0.8450905
OTU2866	OTU7304	0.868102
OTU2866	OTU7549	0.8510456
OTU2866	OTU8085	0.9068564
OTU2866	OTU8235	0.8323694
OTU2866	OTU8538	0.8219613
OTU2869	OTU6688	0.8125392
OTU2869	OTU7882	0.8270555
OTU2872	OTU3271	0.8456742
OTU2872	OTU4659	0.8905198
OTU2872	OTU4759	0.8552608
OTU2872	OTU4812	0.829748
OTU2872	OTU6609	0.8251317
OTU2877	OTU3488	0.8451533
OTU2877	OTU4187	0.8476623
OTU2877	OTU4659	0.892922
OTU2877	OTU7882	0.8314893
OTU2966	OTU4187	0.828108
OTU2966	OTU4266	0.8945758
OTU2966	OTU4759	0.8676438
OTU2966	OTU4812	0.8999101
OTU2966	OTU6512	0.8669801
OTU2966	OTU6749	0.8529478
OTU2979	OTU3271	0.829077
OTU2979	OTU4759	0.8687032
OTU2979	OTU4812	0.8830478
OTU3009	OTU3059	-0.8282861
OTU3009	OTU7040	-0.8237265
OTU3009	OTU8649	-0.8591202
OTU3030	OTU8055	0.8327776
OTU3059	OTU7761	-0.81036
OTU3060	OTU4620	-0.8556961
OTU3062	OTU4436	0.8290631
OTU3062	OTU4758	0.9206584
OTU3062	OTU4865	0.8628115
OTU3067	OTU3806	0.8242761
OTU3067	OTU5653	0.812964
OTU3090	OTU3488	0.9254741
OTU3090	OTU4884	0.9014623
OTU3090	OTU6688	0.8116605
OTU3090	OTU6780	0.8290377
OTU3090	OTU7882	0.8185946
OTU3090	OTU8285	0.8357887
OTU3092	OTU3227	-0.8239523
OTU3092	OTU4255	0.8280415
OTU3092	OTU6780	0.809394
OTU3135	OTU4187	0.9263126
OTU3135	OTU4266	0.9095524
OTU3135	OTU4436	0.8281904
OTU3135	OTU4659	0.9091199
OTU3135	OTU4759	0.8687754
OTU3135	OTU4812	0.8996905
OTU3135	OTU6512	0.8849801
OTU3135	OTU6749	0.8850473
OTU3142	OTU6987	0.8687852
OTU3142	OTU8716	0.8225832
OTU3147	OTU6680	0.8555649
OTU3163	OTU4187	0.8611898
OTU3163	OTU4266	0.8658958
OTU3163	OTU4759	0.8484189
OTU3163	OTU4812	0.8355687
OTU3163	OTU4846	0.877204
OTU3163	OTU6512	0.8796653
OTU3169	OTU3806	0.8908597
OTU3169	OTU4132	0.8591031
OTU3169	OTU442	0.8259945
OTU3169	OTU455	0.8537446
OTU3169	OTU5653	0.8734991
OTU3169	OTU7083	0.8995038
OTU3169	OTU8876	0.8479469
OTU3173	OTU3781	0.8184504
OTU3173	OTU6841	0.8092683
OTU3173	OTU7423	0.8260244
OTU3173	OTU7440	0.8313594
OTU3173	OTU7782	0.8457672
OTU3197	OTU419	-0.8236982
OTU3213	OTU4710	0.8142291
OTU3224	OTU3271	0.8423839
OTU3224	OTU4187	0.8948689
OTU3224	OTU4659	0.8742911
OTU3224	OTU6512	0.8801279
OTU3224	OTU6609	0.84886
OTU3224	OTU6749	0.8587606
OTU3227	OTU3457	-0.8294839
OTU3227	OTU6780	-0.8462695
OTU3227	OTU8197	0.8599066
OTU3232	OTU7881	-0.8475209
OTU3270	OTU4187	0.8392921
OTU3270	OTU4436	0.8198237
OTU3270	OTU4758	0.8999726
OTU3270	OTU4865	0.8529325
OTU3271	OTU3524	0.8185751
OTU3271	OTU3899	0.8335639
OTU3271	OTU4187	0.814033
OTU3271	OTU4204	0.8225374
OTU3271	OTU4209	0.8278623
OTU3271	OTU4266	0.8434871
OTU3271	OTU4397	0.9058609
OTU3271	OTU4482	0.8887334
OTU3271	OTU4505	0.8521611
OTU3271	OTU4553	0.8508944
OTU3271	OTU4609	0.9061386
OTU3271	OTU4613	0.8818715
OTU3271	OTU4642	0.8725936
OTU3271	OTU4691	0.9155724
OTU3271	OTU4695	0.8687457
OTU3271	OTU4697	0.8150424
OTU3271	OTU4698	0.8888053
OTU3271	OTU4759	0.827696
OTU3271	OTU4767	0.8662784
OTU3271	OTU4774	0.8362794
OTU3271	OTU4846	0.8746644
OTU3271	OTU4851	0.9104938
OTU3271	OTU5475	0.9003837
OTU3271	OTU6055	0.9124806
OTU3271	OTU6512	0.8449355
OTU3271	OTU6520	0.8861955
OTU3271	OTU6749	0.8559008
OTU3271	OTU6750	0.8774087
OTU3271	OTU6769	0.8631663
OTU3271	OTU7825	0.9125215
OTU3271	OTU7900	0.9030555
OTU3271	OTU8228	0.836084
OTU3271	OTU8285	0.8449633
OTU3271	OTU8418	0.8606196
OTU3271	OTU8538	0.8557457
OTU3282	OTU3442	0.8985035
OTU3282	OTU373	0.8325761
OTU3282	OTU4884	0.8089022
OTU3282	OTU73	0.8341097
OTU3282	OTU7544	0.8441577
OTU3282	OTU7831	0.8548567
OTU3282	OTU8285	0.8307683
OTU3282	OTU994	0.8661927
OTU3294	OTU4542	0.8401192
OTU3294	OTU4788	0.8268667
OTU3354	OTU4846	0.8476151
OTU3354	OTU6512	0.8141069
OTU3354	OTU6749	0.8098306
OTU3359	OTU3992	0.8102372
OTU3359	OTU4803	0.8719705
OTU3359	OTU5465	0.8314912
OTU3359	OTU6841	0.8418269
OTU3359	OTU7644	0.8166037
OTU3359	OTU7744	0.8326189
OTU3359	OTU8700	0.8581742
OTU3379	OTU8118	-0.8109476
OTU3381	OTU3524	0.8164225
OTU3391	OTU3781	0.9320402
OTU3391	OTU4188	0.8218949
OTU3391	OTU4387	0.8334274
OTU3391	OTU4553	0.8549799
OTU3391	OTU4695	0.8290186
OTU3391	OTU4803	0.8317181
OTU3391	OTU5151	0.8753468
OTU3391	OTU5455	0.8508573
OTU3391	OTU5465	0.8208506
OTU3391	OTU637	0.8727377
OTU3391	OTU6543	0.826301
OTU3391	OTU6578	0.8259213
OTU3391	OTU6841	0.814993
OTU3391	OTU7440	0.8082257
OTU3391	OTU7744	0.8292004
OTU3391	OTU7782	0.8685918
OTU3391	OTU8700	0.8603507
OTU3391	OTU8876	0.8231707
OTU3411	OTU6780	0.8586952
OTU3439	OTU5195	0.8234374
OTU3439	OTU5649	0.8398149
OTU3439	OTU7087	0.849208
OTU3439	OTU8291	0.8133423
OTU3442	OTU3453	0.8494914
OTU3442	OTU3488	0.8133258
OTU3442	OTU373	0.8175467
OTU3442	OTU4238	0.8302559
OTU3442	OTU7304	0.8287117
OTU3442	OTU7882	0.8799775
OTU3453	OTU7882	0.8154866
OTU3457	OTU6780	0.8321669
OTU3457	OTU8197	-0.8153391
OTU3463	OTU4693	0.8692973
OTU3475	OTU6543	0.8085442
OTU3488	OTU3987	0.8124918
OTU3488	OTU4188	0.8122904
OTU3488	OTU4884	0.9004554
OTU3488	OTU5795	0.8160111
OTU3488	OTU6688	0.818322
OTU3488	OTU6780	0.8425587
OTU3488	OTU73	0.8333162
OTU3488	OTU7831	0.8307485
OTU3488	OTU7882	0.8950827
OTU3488	OTU8085	0.9147686
OTU3488	OTU8235	0.8088504
OTU3488	OTU8285	0.8151138
OTU3488	OTU994	0.8423553
OTU3509	OTU6732	0.8263525
OTU3524	OTU3536	0.8186036
OTU3524	OTU4187	0.8220883
OTU3524	OTU4266	0.901457
OTU3524	OTU4659	0.930383
OTU3524	OTU4812	0.8807903
OTU3524	OTU8085	0.8284478
OTU3536	OTU4188	0.8353001
OTU3547	OTU4266	0.8660308
OTU3547	OTU4659	0.8824835
OTU3547	OTU4812	0.8817644
OTU3547	OTU6512	0.9548846
OTU3547	OTU6749	0.8643077
OTU3593	OTU7115	-0.8443726
OTU3593	OTU8085	-0.8336224
OTU3593	OTU8197	0.8636734
OTU360	OTU4132	0.8871621
OTU360	OTU442	0.8748518
OTU360	OTU455	0.9061987
OTU360	OTU5653	0.8693512
OTU360	OTU7083	0.9031618
OTU360	OTU8876	0.8122886
OTU3656	OTU4883	0.8359706
OTU373	OTU73	0.8492081
OTU373	OTU7831	0.8464412
OTU373	OTU7882	0.8503726
OTU373	OTU8235	0.8201606
OTU3781	OTU3806	0.9673754
OTU3781	OTU3910	0.8657579
OTU3781	OTU3984	0.85607
OTU3781	OTU3992	0.9057152
OTU3781	OTU4387	0.8564202
OTU3781	OTU455	0.9537059
OTU3781	OTU4848	0.8382906
OTU3781	OTU5465	0.9020229
OTU3781	OTU5653	0.9423926
OTU3781	OTU637	0.8208256
OTU3781	OTU6578	0.9054117
OTU3781	OTU6841	0.8565489
OTU3781	OTU7083	0.9699658
OTU3781	OTU7440	0.8731498
OTU3781	OTU7744	0.8901277
OTU3781	OTU8275	0.8322426
OTU3781	OTU8657	0.9473951
OTU3781	OTU8700	0.8383789
OTU3781	OTU8876	0.9486216
OTU3781	OTU8976	0.8370782
OTU3806	OTU3968	0.8893056
OTU3806	OTU3987	0.8442073
OTU3806	OTU3992	0.9297873
OTU3806	OTU4132	0.9597341
OTU3806	OTU4387	0.8513675
OTU3806	OTU4412	0.8496171
OTU3806	OTU442	0.9607861
OTU3806	OTU455	0.972693
OTU3806	OTU4703	0.8519797
OTU3806	OTU4803	0.8189727
OTU3806	OTU4815	0.9513434
OTU3806	OTU4838	0.8238884
OTU3806	OTU4848	0.8321194
