id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU1036	4	9.82694633869622	495	0.00785241037919312	0.333333333333333	3	-0.833160015441347	0.375
OTU110	21	92.2270002199563	2238	0.000220377729196508	0.20952380952381	2	0.974964721001042	0
OTU1119	18	9.0893137417479	441	0.089267651780361	0.725490196078431	1	0.0781435374916504	0
OTU1189	2	0	0	0.00499376719431336	1	3	-0.833160015441347	0.5
OTU1280	3	0	0	0.0149897068196978	1	1	-0.724411712422598	0
OTU1319	4	6.10560549774701	138	0.00790217280112222	0.333333333333333	1	-0.670908029094981	0
OTU1321	5	5.11271022242889	29	0.00320610190700113	0	3	0.75741819585577	0
OTU1402	4	350.650568069318	3671	6.9995768561268e-05	0	3	0.359773643031491	0
OTU1423	3	2.79381513115735	23	0.0032174282415467	0	3	-0.833160015441347	0.444444444444444
OTU1452	19	11.0729698009068	458	0.0918963518842179	0.719298245614035	1	0.131647220819267	0
OTU1463	2	4.95570614634189	303	5.97425581093725e-05	0	2	-0.748908232062315	0
OTU1508	12	51.2968568722336	9662	0.0497327872250814	0.590909090909091	1	-0.242878562474049	0
OTU1557	6	0	0	0.0382572508576411	1	1	-0.563900662439748	0
OTU1605	49	395.782096484537	48674	0.141978163028595	0.306122448979592	1	1.73675772064776	0
OTU1621	7	36.5529380051661	802	0.0258587690222455	0.571428571428571	1	-0.563900662439748	0.244897959183674
OTU1661	2	0	0	6.96138018156769e-05	1	2	-0.748908232062315	0
OTU1675	12	4.86184632708925	368	0.0613157772472615	0.742424242424242	1	-0.242878562474049	0
OTU1677	15	2270.50348529165	21336	0.00947105354821018	0.161904761904762	3	3.14328551280145	0.417777777777778
OTU1685	5	266.930645736171	3213	0.0122776156376901	0.3	3	-0.435515462617068	0.48
OTU1700	1	0	0	0.000520604249169241	0	1	-0.831419079077831	0
OTU1707	1	0	0	2.78489402606595e-06	0	5	-0.685994340570036	0
OTU1723	7	0.185471529235896	12	0.0428211911105515	0.857142857142857	1	-0.510396979112132	0
OTU1853	3	2984	213593	0.00309872742374573	0	5	0.171498585142509	0.444444444444444
OTU1874	23	103.858050761893	18094	0.0789768540713291	0.537549407114625	1	0.345661954129733	0
OTU1898	6	0	0	0.0383726770065588	1	1	-0.563900662439748	0
OTU1936	28	1027.18332004688	50418	0.09583500928455	0.462962962962963	1	0.559676687440199	0.068877551020408
OTU1945	12	149.194095489849	3280	0.0293288093025946	0.287878787878788	1	-0.242878562474049	0
OTU2009	6	12.0002706817374	1986	0.00070384069056286	0.666666666666667	2	-0.385987610364766	0
OTU2086	70	3968.63664277625	161501	0.206167818743722	0.308488612836439	1	2.75332770387248	0.0555102040816327
OTU2141	26	1110.3286369302	156092	0.0845414001669551	0.356923076923077	1	0.452669320784966	0.0739644970414202
OTU2179	13	149.304542869589	19800	0.000176778755243686	0.397435897435897	2	0.249123477605945	0
OTU2183	4	0	0	0.0228562731705923	1	1	-0.670908029094981	0
OTU2198	5	2.20975857741674	2418	0.000108557208258862	0.8	2	-0.476717765789153	0
OTU2262	14	1103.66039217353	105399	0.0330719626955607	0.197802197802198	1	-0.296382245801665	0.357142857142857
OTU2283	25	138.11219745051	6273	0.0943194421602925	0.583333333333333	1	0.39916563745735	0.0768
OTU2296	10	648.034420062248	11383	0.00211742177900458	0.333333333333333	2	-0.295257454940379	0.46
OTU2340	12	1463.96993308439	16022	0.00653883788818134	0.181818181818182	3	2.34799640715289	0.402777777777778
OTU2351	11	128.807413109657	24132	0.000739279215839326	0.436363636363636	2	0.0676631667571701	0
OTU2396	2	2.9251535950888	87	0.00366555768754253	0	3	-0.833160015441347	0.5
OTU2405	1	0	0	0.000195674316207069	0	3	-0.833160015441347	0
OTU2418	1	0	0	0.00471034650726797	0	1	-0.831419079077831	0
OTU2421	4	0	0	0.0271473312927996	1	1	-0.670908029094981	0
OTU2442	8	0.185471529235896	12	0.0490170324298924	0.892857142857143	1	-0.456893295784515	0
OTU2470	3	0.583716475095786	6	0.00685662778572111	0	1	-0.724411712422598	0
OTU2506	26	89.7404990306644	1505	0.0634439213847099	0.175384615384615	1	0.292158270802117	0.260355029585799
OTU2536	6	338	22106	0.029095848427952	0.666666666666667	1	-0.563900662439748	0
OTU2561	9	0	0	0.0536237602415108	1	1	-0.403389612456899	0
OTU2589	7	52.6566237860694	1039	0.0210585604864698	0.285714285714286	1	-0.510396979112132	0
OTU2642	4	338.753460491414	12648	0.00111977457783867	0.333333333333333	1	-0.670908029094981	0
OTU2715	6	0	0	0.0386543766466145	1	1	-0.563900662439748	0
OTU2740	1	0	0	2.08919820158374e-66	0	9	0	0
OTU2753	26	2258.58713871627	218215	0.0821510408168864	0.344615384615385	1	0.39916563745735	0.142011834319526
OTU2756	20	75.7765400759613	1423	0.0856706555703522	0.647368421052632	1	0.185150904146884	0
OTU2759	19	905.601692197806	15077	0.00448452654114986	0.286549707602339	2	-0.0230669886672171	0.581717451523546
OTU2761	4	1.69165507694919	18	0.0129434934469548	0.666666666666667	1	-0.670908029094981	0
OTU2763	3	9.97029784064414	104	0.000706044541479438	0.666666666666667	4	-0.710270585715568	0.666666666666667
