from	to	corP
OTU455	OTU7471	0.8395598
OTU455	OTU7644	0.9326364
OTU455	OTU7744	0.8702043
OTU455	OTU8195	0.8694542
OTU455	OTU8876	0.858388
OTU4649	OTU7255	0.8511793
OTU4665	OTU4838	0.814659
OTU4803	OTU8476	0.8086864
OTU4815	OTU5128	0.8171084
OTU4815	OTU5570	0.8688458
OTU4815	OTU8658	0.8163014
OTU4838	OTU5128	0.842739
OTU4838	OTU5653	0.8803839
OTU4838	OTU5765	0.8203733
OTU4838	OTU637	0.851192
OTU4838	OTU7449	0.8304564
OTU4838	OTU8195	0.8256144
OTU4838	OTU8657	0.8933878
OTU4848	OTU6816	0.8852969
OTU4883	OTU7471	0.8099847
OTU4883	OTU8711	0.8187004
OTU5042	OTU5340	0.8083729
OTU5054	OTU6816	0.8126469
OTU5073	OTU5530	-0.8247531
OTU5092	OTU5653	0.8201216
OTU5128	OTU5765	0.898981
OTU5128	OTU7087	0.8361297
OTU5151	OTU530	0.9232885
OTU5151	OTU5334	0.9036935
OTU5151	OTU5497	0.8696412
OTU5151	OTU5638	0.8397299
OTU5151	OTU5783	0.8308232
OTU5151	OTU6195	0.8232641
OTU5151	OTU7440	0.8443473
OTU5151	OTU7765	0.8737694
OTU5151	OTU8053	0.9065961
OTU5151	OTU8742	0.8206224
OTU5340	OTU7549	0.8195685
OTU5340	OTU7744	0.830494
OTU5377	OTU6254	-0.8149345
OTU5377	OTU7087	-0.8099711
OTU5377	OTU7836	-0.8128492
OTU5455	OTU5653	0.824834
OTU5455	OTU6403	0.892929
OTU5455	OTU7440	0.8512379
OTU5455	OTU7644	0.8760059
OTU5455	OTU8195	0.8442923
OTU5455	OTU8657	0.8369883
OTU5455	OTU8876	0.8532481
OTU5455	OTU994	0.8396384
OTU5465	OTU5783	0.8747722
OTU5465	OTU7440	0.8099938
OTU5465	OTU7471	0.8400772
OTU5465	OTU7644	0.8848508
OTU5465	OTU7744	0.8375944
OTU5465	OTU791	0.830154
OTU5465	OTU8195	0.8225799
OTU5465	OTU8275	0.8278773
OTU5465	OTU8657	0.865114
OTU5565	OTU8078	-0.8265379
OTU5570	OTU5765	0.9082251
OTU5570	OTU8658	0.8374218
OTU5593	OTU6875	-0.8188358
OTU5653	OTU637	0.8444758
OTU5653	OTU7087	0.8172335
OTU5653	OTU7440	0.8325935
OTU5653	OTU7527	0.8650709
OTU5653	OTU8657	0.8889096
OTU5653	OTU8658	0.8173738
OTU5653	OTU8876	0.9249096
OTU5727	OTU8078	-0.8320804
OTU5765	OTU8658	0.8923123
OTU5783	OTU7424	0.8317986
OTU5783	OTU7440	0.8189937
OTU5783	OTU7549	0.8236625
OTU5783	OTU8195	0.8569995
OTU5783	OTU8275	0.811498
OTU5783	OTU8490	0.8368839
OTU5783	OTU8657	0.8586391
OTU5783	OTU8804	0.8898577
OTU5863	OTU632	-0.8335423
OTU5897	OTU8078	-0.8200953
OTU5951	OTU5967	-0.8139962
OTU5967	OTU7695	-0.8210203
OTU5979	OTU7243	-0.8139247
OTU6042	OTU8583	0.8313237
OTU6222	OTU7243	-0.8239446
OTU6234	OTU6254	-0.8623034
OTU6234	OTU6999	-0.8783138
OTU6234	OTU7087	-0.8895403
OTU6234	OTU7452	-0.883477
OTU6234	OTU8186	-0.8460535
OTU6234	OTU8649	-0.8260542
OTU637	OTU8275	0.8497292
OTU637	OTU8876	0.8644532
OTU6403	OTU7440	0.8174593
OTU6403	OTU7527	0.8780122
OTU6403	OTU8235	0.8252845
OTU6403	OTU8876	0.8398629
OTU6442	OTU7087	0.8163066
OTU6442	OTU8649	0.8304613
OTU654	OTU8976	0.8370724
OTU6578	OTU8711	0.8267319
OTU695	OTU8777	0.8316372
OTU7083	OTU8657	0.8570297
OTU7207	OTU7699	-0.8348785
OTU7207	OTU8288	0.8383068
OTU7243	OTU8121	-0.8133486
OTU7416	OTU9039	-0.8276726
OTU7440	OTU7527	0.8294355
OTU7440	OTU8195	0.829669
OTU7440	OTU8490	0.8542566
OTU7440	OTU8876	0.8251583
OTU7471	OTU8195	0.86063
OTU7471	OTU8657	0.8321385
OTU7549	OTU7744	0.8918508
OTU7549	OTU7997	0.8277847
OTU7616	OTU8444	0.8381338
OTU7644	OTU7744	0.865893
OTU7644	OTU791	0.8432019
OTU7767	OTU8078	-0.8480636
OTU7907	OTU8053	0.8218601
OTU791	OTU8275	0.8175734
OTU7997	OTU8235	0.8180904
OTU8195	OTU994	0.8322359
OTU8275	OTU8876	0.8247514
OTU8657	OTU8876	0.8829567
OTU8678	OTU8876	0.8131364
