from	to	corP
OTU1080	OTU6816	0.8930467
OTU1080	OTU6841	0.8954152
OTU1080	OTU6880	0.8960457
OTU1080	OTU718	0.8418571
OTU1080	OTU7394	0.9082705
OTU1080	OTU7440	0.9210554
OTU1080	OTU7471	0.9482864
OTU1080	OTU7527	0.9183115
OTU1080	OTU7549	0.9281147
OTU1080	OTU7644	0.8928521
OTU1080	OTU7744	0.8787418
OTU1080	OTU7765	0.9232475
OTU1080	OTU7782	0.8777433
OTU1080	OTU7831	0.8540331
OTU1080	OTU7907	0.8626816
OTU1080	OTU791	0.910623
OTU1080	OTU7976	0.8235529
OTU1080	OTU7997	0.9161268
OTU1080	OTU8053	0.9213155
OTU1080	OTU8199	0.9157437
OTU1080	OTU8370	0.9345607
OTU1080	OTU8434	0.8300769
OTU1080	OTU8446	0
OTU1080	OTU8700	0.8845057
OTU1080	OTU8804	0
OTU1080	OTU8862	0
OTU1080	OTU8907	0.9126555
OTU110	OTU2179	0.9429061
OTU110	OTU2198	0
OTU110	OTU2274	0.9224913
OTU110	OTU3523	0.8722033
OTU110	OTU6042	0.9141031
OTU110	OTU8418	0.9213235
OTU1108	OTU1345	0.917211
OTU1108	OTU2211	0
OTU1108	OTU3638	0.8806509
OTU1108	OTU5195	0.8707018
OTU1108	OTU8418	0.8287301
OTU1108	OTU8476	0.8439371
OTU1108	OTU8583	0.9295188
OTU1119	OTU1402	0.8174299
OTU1119	OTU1605	0.8770809
OTU1119	OTU1621	0.860293
OTU1119	OTU1945	0.848375
OTU1119	OTU2086	0.8365189
OTU1119	OTU2340	0
OTU1119	OTU2405	0.8665523
OTU1119	OTU2753	0.8263839
OTU1119	OTU3536	0.894951
OTU1119	OTU3806	0.8193857
OTU1119	OTU3984	0.852705
OTU1119	OTU3987	0.8528833
OTU1119	OTU3992	0.8900443
OTU1119	OTU4132	0.8544943
OTU1119	OTU442	0.8319446
OTU1119	OTU455	0.8442532
OTU1119	OTU5128	0.8610202
OTU1119	OTU5151	0.8295649
OTU1119	OTU5455	0.8292687
OTU1119	OTU5465	0
OTU1119	OTU5653	0.918684
OTU1119	OTU6403	0.8139419
OTU1119	OTU6841	0.9036845
OTU1119	OTU7440	0.9237332
OTU1119	OTU7527	0.8839301
OTU1119	OTU7549	0.8175618
OTU1119	OTU7644	0.8862517
OTU1119	OTU7744	0.849525
OTU1119	OTU8446	0.8382622
OTU1119	OTU8700	0.8616891
OTU1119	OTU8804	0.8276902
OTU1119	OTU8876	0.8525528
OTU1287	OTU7248	0
OTU1307	OTU6042	0.8102702
OTU1321	OTU1402	0.8419751
OTU1321	OTU1480	0.8540521
OTU1321	OTU1605	0.8879153
OTU1321	OTU1621	0.8264169
OTU1321	OTU1945	0.8666782
OTU1321	OTU2086	0.8541391
OTU1321	OTU2340	0
OTU1321	OTU2405	0
OTU1321	OTU2753	0.8198684
OTU1321	OTU3536	0.920811
OTU1321	OTU3984	0.8763987
OTU1321	OTU3987	0
OTU1321	OTU3992	0
OTU1321	OTU4132	0.8259211
OTU1321	OTU442	0.8182056
OTU1321	OTU455	0.8176334
OTU1321	OTU4649	0.837107
OTU1321	OTU5128	0.8827777
OTU1321	OTU5151	0.8432338
OTU1321	OTU5340	0.8363123
OTU1321	OTU5455	0.8318624
OTU1321	OTU5465	0.9370085
OTU1321	OTU5653	0.9062191
OTU1321	OTU6403	0.8318119
OTU1321	OTU6841	0.9011539
OTU1321	OTU7038	0.8216504
OTU1321	OTU7440	0.9143411
OTU1321	OTU7527	0.9054455
OTU1321	OTU7549	0.8796858
OTU1321	OTU7644	0.9149356
OTU1321	OTU7744	0.8669786
OTU1321	OTU8446	0.8195136
OTU1321	OTU8700	0.8906999
OTU1321	OTU8804	0.8084696
OTU1321	OTU8876	0.8309212
OTU1345	OTU2198	0
OTU1345	OTU284	0.8928855
OTU1345	OTU3638	0.8214818
OTU1345	OTU8418	0.81111
OTU1345	OTU8476	0.8331137
OTU1345	OTU8583	0
OTU1402	OTU1605	0.8404537
OTU1402	OTU1677	0.8472799
OTU1402	OTU1898	0.820826
OTU1402	OTU1945	0.8329378
OTU1402	OTU2086	0.8634689
OTU1402	OTU2340	0.9070371
OTU1402	OTU2874	0.8474321
OTU1402	OTU3169	0.8110246
OTU1402	OTU3536	0.904442
OTU1402	OTU3748	0
OTU1402	OTU3806	0.8925174
OTU1402	OTU3984	0.8896516
OTU1402	OTU3992	0.908482
OTU1402	OTU4132	0.827018
OTU1402	OTU442	0.8615211
OTU1402	OTU455	0.889735
OTU1402	OTU4778	0.8176357
OTU1402	OTU5039	0.8553398
OTU1402	OTU5340	0.8512356
OTU1402	OTU5455	0.869139
OTU1402	OTU5465	0.8958212
OTU1402	OTU5497	0.850463
OTU1402	OTU5576	0.8566106
OTU1402	OTU5653	0.8813629
OTU1402	OTU5709	0.8174641
OTU1402	OTU5795	0.8282479
OTU1402	OTU5890	0.8192048
OTU1402	OTU5974	0.8231266
OTU1402	OTU6195	0.8413344
OTU1402	OTU6257	0
OTU1402	OTU6403	0.8949891
OTU1402	OTU6841	0.8369704
OTU1402	OTU7394	0.8143433
OTU1402	OTU7440	0.8909145
OTU1402	OTU7471	0.8412123
OTU1402	OTU7527	0.8900925
OTU1402	OTU7644	0.8425723
OTU1402	OTU7744	0.8881856
OTU1402	OTU7765	0.8538831
OTU1402	OTU7907	0.8288416
OTU1402	OTU8053	0.8149427
OTU1402	OTU8370	0.8415893
OTU1402	OTU8446	0.8602783
OTU1402	OTU8657	0.8133589
OTU1402	OTU8700	0.8925149
OTU1402	OTU8804	0.8585981
OTU1402	OTU8876	0
OTU1402	OTU8907	0.8663665
OTU1425	OTU4132	0.8175217
OTU1425	OTU5570	0.8963672
OTU1425	OTU5732	0.8187518
OTU1425	OTU7976	0.8655783
OTU1425	OTU8055	0.8414137
OTU1425	OTU8195	0.8378732
OTU1425	OTU8678	0.8550419
OTU1452	OTU1898	0
OTU1452	OTU1954	0.8207351
OTU1452	OTU2086	0.811509
OTU1452	OTU3992	0.8371567
OTU1452	OTU4132	0.8983953
OTU1452	OTU4331	0.8188295
OTU1452	OTU442	0.8252875
OTU1452	OTU455	0.8268194
OTU1452	OTU5128	0
OTU1452	OTU5465	0
OTU1452	OTU5570	0.833511
OTU1452	OTU5765	0
OTU1452	OTU5783	0
OTU1452	OTU6841	0.8214961
OTU1452	OTU7083	0.8927969
OTU1452	OTU7440	0.8110467
OTU1452	OTU7976	0.8629807
OTU1452	OTU8658	0.830104
OTU1452	OTU8678	0
OTU1452	OTU8876	0.8386148
OTU1504	OTU4883	0.8188858
OTU1508	OTU1898	0.8302823
OTU1508	OTU2283	0
OTU1508	OTU2753	0.8701004
OTU1508	OTU3860	0.8633006
OTU1508	OTU3987	0
OTU1508	OTU5054	0
OTU1508	OTU5653	0.8645086
OTU1508	OTU7353	0.8242945
OTU1508	OTU7644	0.8097095
OTU1508	OTU8876	0.8668955
OTU1540	OTU6403	0.8318127
OTU1605	OTU1621	0
OTU1605	OTU1677	0
OTU1605	OTU1685	0.836786
OTU1605	OTU1694	0.8911879
OTU1605	OTU1704	0.8796613
OTU1605	OTU1898	0.919467
OTU1605	OTU1945	0.8779022
OTU1605	OTU1954	0.8897181
OTU1605	OTU2086	0.8975567
OTU1605	OTU2340	0.9238574
OTU1605	OTU2405	0.8614327
OTU1605	OTU2477	0
OTU1605	OTU2536	0.8154864
OTU1605	OTU2538	0
OTU1605	OTU2727	0.8083448
OTU1605	OTU2766	0
OTU1605	OTU2778	0.8536393
OTU1605	OTU2874	0.9074082
OTU1605	OTU3169	0
OTU1605	OTU3245	0.9175851
OTU1605	OTU3536	0.9334744
OTU1605	OTU373	0.8532721
OTU1605	OTU3748	0.8875066
OTU1605	OTU3806	0.8833328
OTU1605	OTU3860	0.8615996
OTU1605	OTU3984	0.9461579
OTU1605	OTU3992	0.8850023
OTU1605	OTU4132	0.8537315
OTU1605	OTU4412	0.8581741
OTU1605	OTU442	0.8751853
OTU1605	OTU455	0.8607088
OTU1605	OTU4649	0.830514
OTU1605	OTU4778	0.9170722
OTU1605	OTU5039	0.8816225
OTU1605	OTU5054	0.8319714
OTU1605	OTU5128	0.8683302
OTU1605	OTU5146	0.9219081
OTU1605	OTU5151	0.8798306
OTU1605	OTU5340	0.8572906
OTU1605	OTU5455	0.8427779
OTU1605	OTU5465	0.9252936
OTU1605	OTU5497	0.8802884
OTU1605	OTU5570	0.8091335
OTU1605	OTU5576	0.9239125
OTU1605	OTU5638	0.8617094
OTU1605	OTU5649	0.8978334
OTU1605	OTU5653	0.9207414
OTU1605	OTU5709	0.873955
OTU1605	OTU5732	0.879365
OTU1605	OTU5744	0.8231912
OTU1605	OTU5795	0.8634237
OTU1605	OTU5890	0.8600729
OTU1605	OTU5974	0.8813926
OTU1605	OTU6195	0.8213228
OTU1605	OTU6257	0.8656743
OTU1605	OTU6403	0.855362
OTU1605	OTU6602	0.8862804
OTU1605	OTU6622	0.8683254
OTU1605	OTU6816	0.8645513
OTU1605	OTU6841	0.8801311
OTU1605	OTU6880	0.8571782
OTU1605	OTU7083	0.8231129
OTU1605	OTU718	0.8710978
OTU1605	OTU7394	0.8639301
OTU1605	OTU7440	0.9064748
OTU1605	OTU7471	0.9123387
OTU1605	OTU7527	0.8925671
OTU1605	OTU7549	0.8596114
OTU1605	OTU7644	0.9216047
OTU1605	OTU7744	0.8698838
OTU1605	OTU7765	0.829649
OTU1605	OTU7782	0.937239
OTU1605	OTU7831	0.8271029
OTU1605	OTU7907	0.8610153
OTU1605	OTU791	0.8788523
OTU1605	OTU7976	0.8090474
OTU1605	OTU7997	0.9352269
OTU1605	OTU8053	0.8637991
OTU1605	OTU8055	0.8085718
OTU1605	OTU8195	0.824235
OTU1605	OTU8199	0.8839252
OTU1605	OTU8370	0.887256
OTU1605	OTU8434	0.8903637
OTU1605	OTU8446	0.8898796
OTU1605	OTU8657	0.8238101
OTU1605	OTU8678	0.8343697
OTU1605	OTU8700	0.8921203
OTU1605	OTU8804	0.8479288
OTU1605	OTU8876	0.8465213
OTU1605	OTU8907	0.9120552
OTU1621	OTU1704	0.8398968
OTU1621	OTU1898	0.8109947
OTU1621	OTU2283	0
OTU1621	OTU2340	0.8124604
OTU1621	OTU2753	0.8246835
OTU1621	OTU3245	0.8109685
OTU1621	OTU3984	0.8515006
OTU1621	OTU3992	0.8465677
OTU1621	OTU4132	0.8265718
OTU1621	OTU4412	0.8692123
OTU1621	OTU442	0.8359643
OTU1621	OTU455	0.8181273
OTU1621	OTU5054	0.8248719
OTU1621	OTU5146	0.8436585
OTU1621	OTU5151	0.8727637
OTU1621	OTU5455	0.8305317
OTU1621	OTU5465	0.8257078
OTU1621	OTU5576	0.830925
OTU1621	OTU5653	0.9104949
OTU1621	OTU5709	0.8087999
OTU1621	OTU6602	0.8257388
OTU1621	OTU6880	0.8182914
OTU1621	OTU7440	0.8461075
OTU1621	OTU7471	0.8184548
OTU1621	OTU7644	0.8397695
OTU1621	OTU7744	0
OTU1621	OTU7782	0.8093134
OTU1621	OTU7831	0
OTU1621	OTU7997	0
OTU1621	OTU8446	0.8124746
OTU1621	OTU8700	0.8135871
OTU1621	OTU8862	0.8255929
OTU1621	OTU8876	0.8604188
OTU1675	OTU5783	0.8300868
OTU1677	OTU1945	0.8874905
OTU1677	OTU2086	0.9037215
OTU1677	OTU2340	0.9363972
OTU1677	OTU2405	0.8481251
OTU1677	OTU3536	0
OTU1677	OTU3806	0.8139879
OTU1677	OTU3984	0.8859398
OTU1677	OTU3992	0.9094966
OTU1677	OTU4132	0.8421846
OTU1677	OTU442	0.8378345
OTU1677	OTU455	0.8555517
OTU1677	OTU4649	0.8124741
OTU1677	OTU5128	0.9113503
OTU1677	OTU5151	0.8425346
OTU1677	OTU5340	0.8528469
OTU1677	OTU5455	0.8444094
OTU1677	OTU5465	0.9402403
OTU1677	OTU5653	0
OTU1677	OTU6195	0.8463969
OTU1677	OTU6403	0.8832594
OTU1677	OTU6841	0.9190793
OTU1677	OTU7038	0.8263195
OTU1677	OTU7440	0.9447811
OTU1677	OTU7527	0.9494451
OTU1677	OTU7549	0.898847
OTU1677	OTU7644	0.918847
OTU1677	OTU7744	0.8898081
OTU1677	OTU7907	0.8345899
OTU1677	OTU7976	0.8241493
OTU1677	OTU8446	0.8191714
OTU1677	OTU8700	0.9261597
OTU1677	OTU8804	0.8141635
OTU1677	OTU8876	0
OTU1685	OTU2340	0.8084146
OTU1685	OTU3536	0
OTU1685	OTU3984	0.8549197
OTU1685	OTU3992	0.8228821
OTU1685	OTU5128	0.852639
OTU1685	OTU5151	0.8404073
OTU1685	OTU5340	0.8248666
OTU1685	OTU5455	0.8219911
OTU1685	OTU5465	0.861356
OTU1685	OTU5570	0
OTU1685	OTU5653	0
OTU1685	OTU6841	0.8451007
OTU1685	OTU7440	0.8686703
OTU1685	OTU7527	0.8722204
OTU1685	OTU7549	0.8718928
OTU1685	OTU7644	0.8648338
OTU1685	OTU8700	0.8887938
OTU1688	OTU8741	0
OTU1694	OTU1945	0.9029484
OTU1694	OTU2086	0.8265881
OTU1694	OTU2340	0.8563162
OTU1694	OTU3536	0.8737678
OTU1694	OTU3984	0.8394521
OTU1694	OTU3992	0.8142884
OTU1694	OTU4778	0.8329515
OTU1694	OTU5049	0.818016
OTU1694	OTU5128	0.8490651
OTU1694	OTU5151	0.8222775
OTU1694	OTU5340	0.8218365
OTU1694	OTU5455	0.8356753
OTU1694	OTU5465	0.8492188
OTU1694	OTU5653	0
OTU1694	OTU6195	0.8414211
OTU1694	OTU6403	0.8807484
OTU1694	OTU6841	0.8317796
OTU1694	OTU7038	0.8561374
OTU1694	OTU7440	0.8611263
OTU1694	OTU7527	0.8952736
OTU1694	OTU7549	0.8151938
OTU1694	OTU7644	0.876024
OTU1694	OTU7907	0.8307928
OTU1694	OTU8446	0.8103339
OTU1694	OTU8700	0.8818744
OTU1704	OTU1945	0
OTU1704	OTU2086	0.8572062
OTU1704	OTU2340	0.914443
OTU1704	OTU2405	0.8590811
OTU1704	OTU3536	0.9172206
OTU1704	OTU3806	0.8155724
OTU1704	OTU3984	0.8892358
OTU1704	OTU3992	0.9020959
OTU1704	OTU4132	0.8715289
OTU1704	OTU442	0.8670151
OTU1704	OTU455	0.8455145
OTU1704	OTU4883	0.8088565
OTU1704	OTU5128	0.891694
OTU1704	OTU5151	0.8952175
OTU1704	OTU5340	0.8362911
OTU1704	OTU5455	0.8486366
OTU1704	OTU5465	0
OTU1704	OTU5570	0
OTU1704	OTU5653	0.9216834
OTU1704	OTU6195	0.8170726
OTU1704	OTU6403	0.8335143
OTU1704	OTU6841	0.9303405
OTU1704	OTU7440	0.9155887
OTU1704	OTU7527	0.9157832
OTU1704	OTU7549	0.8962158
OTU1704	OTU7644	0.9186894
OTU1704	OTU7744	0.8583415
OTU1704	OTU8657	0
OTU1704	OTU8678	0
OTU1704	OTU8700	0.8707951
OTU1704	OTU8876	0.881841
OTU1874	OTU3806	0
OTU1898	OTU1945	0.8148979
OTU1898	OTU2086	0.8934835
OTU1898	OTU2340	0
OTU1898	OTU2405	0.8558019
OTU1898	OTU2753	0.8388816
OTU1898	OTU3536	0.9375144
OTU1898	OTU3806	0.8412244
OTU1898	OTU3984	0.900457
OTU1898	OTU3987	0.8422011
OTU1898	OTU3992	0
OTU1898	OTU4132	0.9044702
OTU1898	OTU442	0.875033
OTU1898	OTU455	0.8688634
OTU1898	OTU4649	0.8453016
OTU1898	OTU5092	0.8104756
OTU1898	OTU5128	0.8957738
OTU1898	OTU5151	0.8935953
OTU1898	OTU5340	0.8651932
OTU1898	OTU5455	0.8170904
OTU1898	OTU5465	0.940529
OTU1898	OTU5570	0.8815002
OTU1898	OTU5653	0.9289814
OTU1898	OTU5765	0.8104452
OTU1898	OTU6195	0.8382976
OTU1898	OTU6403	0.8596504
OTU1898	OTU6841	0.9209454
OTU1898	OTU7083	0.8270669
OTU1898	OTU7440	0.94894
OTU1898	OTU7527	0.91778
OTU1898	OTU7549	0.9233965
OTU1898	OTU7644	0.9565715
OTU1898	OTU7744	0.889326
OTU1898	OTU7976	0.8686483
OTU1898	OTU8055	0.8214072
OTU1898	OTU8446	0
OTU1898	OTU8678	0.8673523
OTU1898	OTU8700	0.8696461
OTU1898	OTU8876	0.8891031
OTU1936	OTU2185	0.8454703
OTU1936	OTU4665	0
OTU1936	OTU7092	0
OTU1936	OTU8275	0.8221852
OTU1936	OTU8657	0.8325575
OTU1936	OTU8828	0.8923751
OTU1945	OTU2086	0.8979356
OTU1945	OTU2340	0.8969914
OTU1945	OTU2405	0
OTU1945	OTU2778	0.8672609
OTU1945	OTU2874	0.8356578
OTU1945	OTU3169	0.8405268
OTU1945	OTU3245	0.8838553
OTU1945	OTU3536	0.8410696
OTU1945	OTU373	0.8839529
OTU1945	OTU3748	0.8630813
OTU1945	OTU3806	0.8320768
OTU1945	OTU3984	0.8339438
OTU1945	OTU3992	0.8687112
OTU1945	OTU4132	0
OTU1945	OTU4214	0.8256133
OTU1945	OTU4412	0.8790505
OTU1945	OTU442	0.8505053
OTU1945	OTU455	0.8551718
OTU1945	OTU4649	0.8093789
OTU1945	OTU4778	0.8975793
OTU1945	OTU5039	0.8501369
OTU1945	OTU5128	0.8293381
OTU1945	OTU5146	0.8205925
OTU1945	OTU5151	0
OTU1945	OTU5455	0.8615769
OTU1945	OTU5465	0.8787127
OTU1945	OTU5497	0.9083474
OTU1945	OTU5576	0.8551323
OTU1945	OTU5649	0.8303243
OTU1945	OTU5653	0.861371
OTU1945	OTU5709	0.8252206
OTU1945	OTU5732	0.8317343
OTU1945	OTU5795	0.8449215
OTU1945	OTU5890	0.8334479
OTU1945	OTU5974	0.8734181
OTU1945	OTU6195	0.8374574
OTU1945	OTU6257	0.8632395
OTU1945	OTU6403	0.9033976
OTU1945	OTU6622	0.8386171
OTU1945	OTU6816	0.8279061
OTU1945	OTU6841	0.8409938
OTU1945	OTU6880	0.854471
OTU1945	OTU718	0
OTU1945	OTU7394	0.8153255
OTU1945	OTU7440	0.8794079
OTU1945	OTU7471	0.8568278
OTU1945	OTU7527	0.8517671
OTU1945	OTU7644	0.8951596
OTU1945	OTU7744	0.8481184
OTU1945	OTU7765	0.8858108
OTU1945	OTU7782	0.8565537
OTU1945	OTU791	0.8423541
OTU1945	OTU7997	0.85907
OTU1945	OTU8053	0.8168024
OTU1945	OTU8195	0.8121542
OTU1945	OTU8370	0.866663
OTU1945	OTU8434	0.8763918
OTU1945	OTU8700	0.8554978
OTU1945	OTU8804	0
OTU1945	OTU8907	0.9201404
OTU1954	OTU2086	0.8501523
OTU1954	OTU2340	0.8468025
OTU1954	OTU2405	0.8273647
OTU1954	OTU2506	0.8116206
OTU1954	OTU3536	0
OTU1954	OTU3806	0.8115213
OTU1954	OTU3984	0.8960411
OTU1954	OTU3992	0.8858892
OTU1954	OTU4132	0.86908
OTU1954	OTU442	0
OTU1954	OTU455	0.8740181
OTU1954	OTU5128	0.9339499
OTU1954	OTU5151	0.8494603
OTU1954	OTU5455	0.8130162
OTU1954	OTU5465	0.9094094
OTU1954	OTU5570	0.8803362
OTU1954	OTU5653	0.8840571
OTU1954	OTU5765	0
OTU1954	OTU6841	0.8292818
OTU1954	OTU7083	0.8529027
OTU1954	OTU7440	0.8836347
OTU1954	OTU7527	0.8636754
OTU1954	OTU7549	0.8105902
OTU1954	OTU7644	0
OTU1954	OTU7744	0.8283078
OTU1954	OTU7976	0.9061572
OTU1954	OTU8678	0.8516636
OTU1954	OTU8700	0.8446375
OTU1954	OTU8804	0
OTU1954	OTU8876	0.8210407
OTU1999	OTU8174	0.8191664
OTU2086	OTU2340	0.9540415
OTU2086	OTU2405	0.8830577
OTU2086	OTU2477	0
OTU2086	OTU2778	0.8489402
OTU2086	OTU2874	0.8870366
OTU2086	OTU3169	0.815596
OTU2086	OTU3245	0.8860452
OTU2086	OTU3536	0.9041112
OTU2086	OTU373	0.8569976
OTU2086	OTU3806	0.8929667
OTU2086	OTU3860	0.8225418
OTU2086	OTU3984	0.8684244
OTU2086	OTU3992	0.9490808
OTU2086	OTU4132	0.9263142
OTU2086	OTU4214	0.8213272
OTU2086	OTU4331	0
OTU2086	OTU4412	0.8606689
OTU2086	OTU442	0.9115885
OTU2086	OTU455	0.908954
OTU2086	OTU4649	0.8252355
OTU2086	OTU4778	0.859211
OTU2086	OTU4815	0.8093994
OTU2086	OTU5039	0.8759749
OTU2086	OTU5092	0.8372361
OTU2086	OTU5128	0.8586506
OTU2086	OTU5146	0.8711749
OTU2086	OTU5151	0
OTU2086	OTU5340	0.8858677
OTU2086	OTU5455	0
OTU2086	OTU5465	0.9471346
OTU2086	OTU5497	0.9228183
OTU2086	OTU5570	0.8145766
OTU2086	OTU5576	0.910624
OTU2086	OTU5638	0.8586087
OTU2086	OTU5649	0.8746379
OTU2086	OTU5653	0.8830071
OTU2086	OTU5709	0.84071
OTU2086	OTU5732	0.8622937
OTU2086	OTU5765	0.8094438
OTU2086	OTU5795	0.8284096
OTU2086	OTU5890	0.8100466
OTU2086	OTU5974	0.8982778
OTU2086	OTU6195	0.8638574
OTU2086	OTU6257	0.8605156
OTU2086	OTU6403	0.9157594
OTU2086	OTU6602	0.8537907
OTU2086	OTU6622	0.8621995
OTU2086	OTU6816	0.8380417
OTU2086	OTU6841	0.9016258
OTU2086	OTU6880	0.8168969
OTU2086	OTU7083	0.8532408
OTU2086	OTU7394	0.8312223
OTU2086	OTU7440	0.9502615
OTU2086	OTU7471	0.8964402
OTU2086	OTU7527	0.9235962
OTU2086	OTU7549	0.8583556
OTU2086	OTU7644	0.8995566
OTU2086	OTU7744	0.9639526
OTU2086	OTU7765	0.8788153
OTU2086	OTU7782	0
OTU2086	OTU7907	0.8245864
OTU2086	OTU7976	0.8663766
OTU2086	OTU7997	0.8813141
OTU2086	OTU8053	0.8943917
OTU2086	OTU8195	0.8840289
OTU2086	OTU8199	0.8480458
OTU2086	OTU8370	0.8929992
OTU2086	OTU8434	0.8476974
OTU2086	OTU8649	0
OTU2086	OTU8657	0.8570548
OTU2086	OTU8678	0.8136142
OTU2086	OTU8700	0.8620734
OTU2086	OTU8804	0.8968213
OTU2086	OTU8862	0.8136113
OTU2086	OTU8876	0.8587933
OTU2086	OTU8907	0.8876104
OTU2179	OTU2198	0.8781209
OTU2179	OTU2274	0
OTU2179	OTU6042	0.8834809
OTU2179	OTU8418	0.9194062
OTU2185	OTU4665	0
OTU2185	OTU7092	0.838144
OTU2185	OTU994	0.8866519
OTU2198	OTU2274	0.9294858
OTU2198	OTU3523	0.8913718
OTU2198	OTU3638	0
OTU2198	OTU6042	0
OTU2198	OTU8418	0.9621299
OTU2198	OTU8583	0.8319862
OTU2211	OTU8583	0
OTU2274	OTU3523	0
OTU2274	OTU3638	0.8530639
OTU2274	OTU6042	0.9089629
OTU2274	OTU8418	0.9419448
OTU2274	OTU8583	0
OTU2279	OTU6017	0
OTU2279	OTU6749	-0.9069924
OTU2279	OTU7139	0
OTU2283	OTU2396	0
OTU2283	OTU2753	0.8894339
OTU2283	OTU3806	0.8230625
OTU2283	OTU4665	0.8493153
OTU2283	OTU5151	0.8177105
OTU2283	OTU5653	0.8487526
OTU2283	OTU7353	0.8189904
OTU2283	OTU8876	0.8559792
OTU2296	OTU6403	0.8162648
OTU2297	OTU5092	0.8519944
OTU2316	OTU5039	0.8266805
OTU2340	OTU2405	0.9183332
OTU2340	OTU2477	0.810268
OTU2340	OTU2506	0.8122369
OTU2340	OTU2727	0.8173118
OTU2340	OTU2753	0.8343792
OTU2340	OTU2766	0.822386
OTU2340	OTU2778	0.8934142
OTU2340	OTU2874	0.9262536
OTU2340	OTU3169	0.8571867
OTU2340	OTU3245	0.910497
OTU2340	OTU3536	0.9657741
OTU2340	OTU373	0.8857087
OTU2340	OTU3748	0.8436504
OTU2340	OTU3806	0.9424346
OTU2340	OTU3860	0.875055
OTU2340	OTU3984	0.895197
OTU2340	OTU3987	0.8656572
OTU2340	OTU3992	0.9645275
OTU2340	OTU4132	0.9253482
OTU2340	OTU4214	0.8946924
OTU2340	OTU4331	0.8269082
OTU2340	OTU4412	0.8993435
OTU2340	OTU442	0.9322142
OTU2340	OTU455	0.9323129
OTU2340	OTU4649	0.8745173
OTU2340	OTU4778	0
OTU2340	OTU4883	0.8347657
OTU2340	OTU5039	0.8688177
OTU2340	OTU5054	0.8685651
OTU2340	OTU5092	0
OTU2340	OTU5128	0.8736978
OTU2340	OTU5146	0.8967768
OTU2340	OTU5151	0.8474625
OTU2340	OTU5340	0.8740169
OTU2340	OTU5455	0.8577749
OTU2340	OTU5465	0.9761277
OTU2340	OTU5497	0
OTU2340	OTU5570	0.8096625
OTU2340	OTU5576	0.9474606
OTU2340	OTU5638	0.9061144
OTU2340	OTU5649	0.9131055
OTU2340	OTU5653	0.9479759
OTU2340	OTU5709	0.8864879
OTU2340	OTU5732	0.8444118
OTU2340	OTU5744	0.828638
OTU2340	OTU5783	0
