id	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi
OTU110	2	1	1	1.62957039934563e-119	0	11	0	0
OTU1321	1	0	0	1.41342701375088e-137	0	28	0	0
OTU1402	2	82	279	2.30831780238457e-12	0	1	-0.754347004623067	0
OTU1425	1	0	0	8.11611619550319e-12	0	1	-0.938977390369972	0
OTU1557	1	0	0	1.41342701375088e-137	0	20	0	0
OTU1605	12	99.2751862384267	597	7.60576389433308e-11	0.378787878787879	1	1.09195685284598	0
OTU1704	5	165	579	2.68334688925921e-11	0.2	1	-0.200455847382353	0
OTU1874	1	0	0	1.41342701375088e-137	0	27	0	0
OTU2086	1	0	0	1.04029099964387e-12	0	6	0	0
OTU2185	1	0	0	1.86306152576302e-12	0	1	-0.938977390369972	0
OTU2283	12	292.060205181614	974	5.27655202002704e-11	0.181818181818182	1	1.09195685284598	0
OTU2340	9	13.3268018427481	138	7.45925499673149e-11	0.583333333333333	1	0.538065695605265	0
OTU2351	20	252.405562812223	1886	0.167056887964385	0.147368421052632	4	1.09793834362873	0.255
OTU2405	1	0	0	3.11311525901777e-12	0	1	-0.938977390369972	0
OTU2461	5	399	1344	5.06828968474197e-12	0	5	2.11057941204435	0.32
OTU2506	1	0	0	4.36266142761665e-13	0	5	-0.603022689155527	0
OTU2734	1	0	0	8.14785199672816e-120	0	11	0	0
OTU2756	3	13.5492612508082	140	2.25028819803858e-11	0.333333333333333	1	-0.569716618876162	0
OTU2759	4	38.5240860446743	167	2.2074553714134e-11	0.166666666666667	1	-0.385086233129258	0
OTU2765	4	42.7377117319121	556	0.0642034851464349	0.5	4	-0.744492438487975	0.375
OTU2771	2	1.53181898990797	14	1.23596264641239e-11	0	1	-0.754347004623067	0
OTU2824	3	163	483	5.30937921965212e-12	0	7	0	0
OTU2847	8	170.836293631494	2078	0.0258669062230657	0	2	2.69679944985297	0.375
OTU2862	3	1.09011835106799	22	0.055101612917268	0.333333333333333	4	-0.744492438487975	0
OTU2866	1	0	0	1.41342701375088e-137	0	20	0	0
OTU2869	4	1.03173420074529	30	0.0648637585454391	0.333333333333333	4	-0.612890239765353	0
OTU2882	2	15.4211471535001	123	0.0122694693850767	0	4	-0.876094637210597	0
OTU2888	1	0	0	0.0107799175966252	0	4	-1.00769683593322	0
OTU3027	2	7.45757575757576	17	2.4048665814152e-12	0	1	-0.754347004623067	0
OTU3061	1	0	0	1.98694424856197e-13	0	1	-0.938977390369972	0
