OTU3806	161	175	139	184	265	131	223	170	147	206	218	198	66	193	330	311	80	313	304	285
OTU6403	33	69	29	96	93	39	124	45	37	45	42	63	16	56	154	136	23	159	90	124
OTU2506	35	40	17	30	58	35	43	29	26	33	45	52	10	26	86	57	10	77	81	62
OTU2179	516	628	658	945	648	670	534	1174	794	593	708	341	948	929	87	213	623	319	166	166
OTU1463	6	7	8	4	10	5	7	9	4	7	10	18	NA	14	9	3	2	8	6	9
OTU2442	22	26	30	19	46	36	28	28	21	32	31	46	1	26	20	20	14	22	27	28
OTU2086	123	155	97	164	234	100	222	142	108	166	139	150	44	153	297	222	61	258	260	344
OTU5128	88	96	69	94	118	69	123	77	53	76	121	99	23	50	118	176	32	265	119	190
OTU7744	79	156	67	153	223	83	208	89	74	128	119	144	33	108	277	260	78	274	254	252
OTU3992	141	190	99	208	244	108	276	149	121	144	133	194	31	172	443	387	59	386	349	420
OTU8275	55	45	51	48	48	33	58	38	35	48	59	68	11	52	72	71	16	68	71	91
OTU3523	153	175	155	203	137	235	132	186	294	185	168	104	264	189	11	85	284	111	12	93
OTU1425	33	29	29	34	72	28	75	58	37	34	56	44	6	36	67	67	3	46	50	85
OTU4803	12	24	13	12	16	13	21	8	13	13	19	20	1	19	13	23	10	22	28	20
OTU8658	21	41	39	33	39	23	41	33	32	31	41	39	11	22	60	51	7	109	66	65
OTU1028	12	7	14	6	18	4	6	6	16	14	11	24	NA	11	12	9	3	9	10	16
OTU5653	132	153	144	115	151	117	185	163	93	207	166	193	28	199	216	198	68	189	250	205
OTU1305	12	6	6	3	9	14	4	5	18	13	16	8	15	5	NA	9	21	4	NA	6
OTU4132	387	437	320	410	618	347	587	357	343	483	518	519	70	453	519	539	170	602	519	634
OTU4815	56	71	51	61	95	59	81	58	38	67	78	84	22	39	158	121	16	199	141	187
OTU1234	2	2	2	4	12	2	3	4	2	3	2	5	NA	4	3	4	NA	2	9	3
OTU7440	99	191	63	211	217	112	262	118	92	109	129	176	37	141	273	280	51	281	227	238
OTU442	160	177	145	192	264	114	241	175	111	167	164	229	27	194	326	305	82	321	257	338
OTU7976	70	75	64	93	80	43	167	87	54	78	75	78	16	46	162	155	13	86	127	189
OTU2274	148	169	131	254	127	230	108	212	243	132	177	67	289	236	17	84	213	94	41	102
OTU2598	14	23	13	18	20	8	18	14	16	16	12	17	1	13	16	11	2	10	32	22
OTU3984	57	91	64	69	100	59	106	65	63	90	76	119	22	91	96	106	34	98	132	111
OTU1874	102	71	88	64	123	45	96	91	70	86	119	121	25	101	83	98	35	116	123	132
OTU2477	NA	5	3	5	9	2	6	5	5	5	2	6	NA	3	13	10	1	12	9	15
OTU5332	1	6	3	1	7	2	3	5	1	3	3	5	NA	5	4	2	1	4	3	4
OTU2198	402	613	649	1092	562	528	469	1325	580	486	754	206	657	1044	26	173	466	257	56	173
OTU284	11	7	6	1	12	4	9	5	6	3	6	11	NA	4	33	6	NA	5	30	10
OTU5455	135	171	123	171	189	124	180	149	103	191	185	209	42	162	280	228	63	204	238	215
OTU3134	2	4	3	1	3	2	6	4	3	1	3	1	NA	NA	4	3	NA	3	5	3
OTU8418	367	620	417	800	473	702	440	592	692	357	621	293	876	771	14	141	841	225	37	115
OTU8288	3	6	4	7	9	4	12	5	4	6	7	10	1	6	22	13	2	16	20	16
OTU2297	21	7	4	7	14	7	14	10	4	18	17	15	NA	6	15	9	1	9	11	18
OTU5029	4	8	4	6	12	7	6	5	5	8	4	10	2	6	43	11	2	12	27	16
OTU1508	34	44	28	21	34	26	35	20	22	39	30	36	2	42	30	35	9	25	27	34
OTU1644	NA	1	1	NA	NA	NA	1	2	3	3	6	NA	NA	2	4	NA	NA	NA	6	NA
OTU3968	24	31	18	24	25	13	27	17	21	27	31	29	4	31	26	37	11	33	37	48
OTU2340	169	167	119	188	287	85	268	179	115	126	175	167	66	171	268	235	99	258	228	344
