OTU4812	68	42	39	64	22	31	47	71	21	55	38	36	33	47	29	26	60	8	82	57
OTU4747	96	114	71	97	139	364	75	130	138	146	35	62	95	230	83	40	152	1	174	55
OTU2340	34	17	19	50	4	7	27	55	9	12	18	18	15	9	16	18	37	21	52	30
OTU4544	173	102	74	193	61	73	117	186	69	98	102	95	86	110	63	58	111	33	209	124
OTU3294	9	21	5	5	21	12	30	15	41	7	12	6	16	42	14	7	28	NA	43	4
OTU4266	16	17	12	12	4	10	15	17	6	15	10	8	8	9	8	8	26	1	21	15
OTU3282	21	12	27	21	13	35	8	11	15	27	15	14	24	37	10	6	21	NA	23	27
OTU4505	14	9	5	22	12	7	6	7	8	8	4	4	6	18	5	4	10	NA	7	5
OTU3992	31	21	22	75	12	6	35	67	8	16	28	30	11	13	13	9	38	55	63	32
OTU4740	14	5	2	6	4	6	6	8	4	7	11	9	7	12	5	3	6	NA	11	11
OTU4796	35	26	21	24	24	29	26	31	22	22	36	27	28	55	25	13	26	3	27	36
OTU2461	1	NA	NA	1	NA	NA	1	2	NA	NA	2	1	NA	NA	NA	1	2	NA	1	2
OTU4788	461	471	209	379	1167	137	347	317	552	324	442	286	594	1263	461	290	737	1	613	247
OTU4684	587	326	274	483	468	341	430	767	328	337	604	425	454	557	475	262	420	83	526	609
OTU6403	7	4	3	27	1	2	12	21	1	1	13	11	2	4	6	5	7	20	40	10
OTU7440	34	14	15	43	6	11	28	37	6	14	16	28	7	9	7	1	28	36	51	23
OTU5455	45	22	27	66	14	18	50	61	11	19	29	31	25	30	19	24	70	48	85	45
OTU3266	55	46	30	38	25	28	28	51	48	43	51	50	41	40	29	43	30	7	33	66
OTU3262	10	19	10	11	19	7	20	11	9	6	20	9	7	14	19	8	8	NA	7	14
OTU4865	2728	1370	1545	3097	2943	1461	2078	2986	1755	2064	2516	2422	1648	2903	1870	1285	2385	382	3020	1891
OTU4238	20	15	13	12	14	21	17	15	16	20	18	5	14	20	6	10	14	1	17	23
OTU1605	73	39	37	74	19	35	44	56	27	35	49	54	18	27	16	22	72	67	81	50
OTU3303	39	121	117	17	41	170	140	30	127	99	61	79	166	82	140	256	81	NA	35	78
OTU7083	49	31	29	46	15	22	32	46	10	23	30	33	12	28	10	16	38	49	57	37
OTU3457	20	42	26	17	17	43	20	21	18	39	19	17	30	28	6	13	43	1	24	31
OTU3259	12	6	2	11	2	3	6	5	3	6	3	7	4	4	4	4	3	NA	8	4
OTU3806	37	17	20	55	13	20	28	46	8	13	25	36	17	16	14	9	44	57	75	25
OTU4541	3	8	6	2	10	7	6	4	13	4	4	5	4	23	6	7	13	NA	4	5
OTU4394	29	21	13	16	13	18	13	23	19	18	23	14	10	23	9	13	19	NA	42	24
OTU4408	23	28	26	19	60	16	66	11	62	24	27	35	23	14	23	65	46	NA	20	21
OTU3442	161	105	83	50	146	90	28	31	64	122	121	61	76	88	61	41	125	1	128	104
OTU3267	7	2	4	6	NA	1	7	6	1	2	6	NA	3	1	1	3	6	NA	1	6
OTU4132	75	49	36	102	25	30	55	105	18	43	51	49	30	26	27	22	65	58	116	62
OTU3593	67	298	2390	92	144	1811	1030	93	2054	145	71	1762	1534	164	2427	882	293	750	167	389
OTU4758	16	2	2	6	5	1	3	19	5	10	13	6	6	10	7	4	12	NA	18	15
OTU110	37	33	156	31	28	37	235	43	71	31	24	107	58	34	119	36	26	49	52	47
OTU4695	28	9	7	13	3	10	10	16	11	8	12	9	9	14	7	7	10	NA	14	11
OTU4187	108	73	43	82	29	41	48	105	49	50	50	66	47	77	45	36	63	6	100	67
OTU3398	11	6	10	13	6	18	5	16	6	7	11	8	8	12	14	9	6	NA	9	15
OTU4291	1	5	3	2	4	8	4	1	4	7	3	2	5	9	2	1	3	NA	1	1
OTU4209	4	10	19	9	4	15	6	5	12	14	11	8	10	4	6	3	17	NA	23	15
OTU2283	32	22	22	38	7	14	36	27	12	14	21	17	4	12	9	5	24	28	39	25
OTU4803	6	3	7	10	4	NA	5	5	4	5	4	6	1	1	NA	2	7	3	12	1
OTU2869	8	2	2	4	4	8	4	7	1	5	4	5	4	4	4	1	7	NA	1	9
OTU2824	15	7	1	16	1	1	10	14	1	5	2	12	3	2	3	6	4	5	8	11
OTU5151	19	13	4	17	4	4	9	14	1	3	8	7	3	9	7	6	17	7	9	14
OTU4387	14	5	5	14	7	3	13	9	3	7	7	11	8	4	5	5	13	8	14	12
OTU5768	3	NA	NA	5	NA	NA	1	2	1	NA	1	NA	NA	1	NA	NA	1	1	1	1
OTU5653	50	31	19	56	9	22	27	48	15	20	24	27	21	40	15	16	49	52	75	32
OTU4793	13	2	2	9	3	2	12	16	1	3	8	8	2	3	3	2	17	5	16	13
OTU3987	12	6	4	21	2	5	7	18	3	3	7	10	7	5	3	NA	7	9	14	8
OTU3090	7	2	5	13	1	2	8	11	1	1	3	4	2	2	3	4	2	NA	9	8
OTU4529	182	465	255	151	79	118	123	215	152	657	413	139	178	158	238	1166	227	NA	167	767
OTU3027	2	1	1	2	NA	1	1	2	NA	NA	1	2	2	1	NA	NA	3	1	2	1
OTU1704	4	2	4	2	NA	NA	4	1	NA	NA	1	NA	NA	1	NA	NA	2	1	6	3
OTU4323	5	4	3	5	1	9	9	6	7	10	8	4	5	16	3	4	8	NA	11	5
OTU442	54	10	23	50	10	13	39	44	7	18	19	22	5	18	15	11	44	32	54	18
OTU7644	16	13	10	12	3	11	9	16	4	3	8	10	4	11	2	3	14	14	20	10
OTU6750	167	513	684	236	137	208	349	245	346	113	128	569	433	63	579	235	271	40	209	332
OTU4750	330	347	235	544	123	265	588	449	166	125	253	233	136	260	122	166	315	299	550	193
OTU3354	3	2	2	12	3	2	20	4	3	3	7	8	1	3	6	3	8	NA	9	15
OTU4448	11	12	3	3	9	5	3	7	11	7	16	13	14	5	5	6	9	821	2	1
OTU2351	15	20	15	14	21	30	15	20	18	24	24	12	16	23	9	30	17	2	16	16
OTU2847	9	109	42	31	39	73	50	23	92	45	53	46	37	46	46	64	70	2	21	30
OTU5092	3	5	1	5	NA	1	4	5	1	NA	3	2	NA	1	1	NA	2	6	3	4
OTU4884	135	60	76	179	35	67	122	185	32	110	70	119	72	122	59	36	107	12	229	156
OTU4761	96	25	10	39	53	18	28	33	6	127	66	51	38	32	28	45	16	90	25	20
OTU4815	15	6	2	14	3	10	5	28	3	4	8	7	7	7	4	4	16	12	36	13
OTU3313	12	12	18	9	8	11	19	20	16	7	4	24	14	11	17	15	13	NA	9	35
OTU5783	15	10	6	20	1	8	10	14	5	5	10	6	6	3	1	9	15	16	23	11
OTU455	23	16	9	20	4	9	28	24	4	8	16	20	8	10	9	6	18	31	40	18
OTU4246	51	167	92	234	317	106	92	90	77	188	155	155	403	243	93	123	311	5	287	201
OTU5465	39	15	18	50	4	6	36	39	7	13	21	14	6	18	9	17	29	38	66	31
