Compares	diff	lwr	upr	p.adj
T05C-T00C	-0.855699999999998	-1.32589369615799	-0.38550630384201	1.67127093031461e-06
T05M-T00C	-1.44115	-1.91134369615799	-0.970956303842016	7.07212066686225e-14
T12C-T00C	-0.216950000000001	-0.687143696157989	0.253243696157987	0.876570425008099
T12M-T00C	-1.33825	-1.80844369615799	-0.868056303842014	9.34807786734382e-14
T21C-T00C	-0.3922	-0.862393696157988	0.0779936961579882	0.185819697341309
T21M-T00C	-0.8896	-1.35979369615799	-0.419406303842012	5.40747567501221e-07
T30C-T00C	-0.409800000000001	-0.879993696157989	0.0603936961579875	0.142431972197144
T30M-T00C	-1.09185	-1.56204369615799	-0.621656303842012	3.81518261427516e-10
T05M-T05C	-0.585450000000006	-1.05564369615799	-0.115256303842018	0.00409966651585902
T12C-T05C	0.638749999999998	0.16855630384201	1.10894369615799	0.00106632603272971
T12M-T05C	-0.482550000000004	-0.952743696157992	-0.0123563038420157	0.0394022874185489
T21C-T05C	0.463499999999998	-0.00669369615798959	0.933693696157986	0.0567007246459366
T21M-T05C	-0.0339000000000014	-0.504093696157989	0.436293696157987	0.999999780919669
T30C-T05C	0.445899999999998	-0.0242936961579903	0.916093696157986	0.0780372112364248
T30M-T05C	-0.236150000000002	-0.70634369615799	0.234043696157986	0.815459750862425
T12C-T05M	1.2242	0.754006303842016	1.69439369615799	2.29527508111005e-12
T12M-T05M	0.102900000000002	-0.367293696157986	0.57309369615799	0.998889882261753
T21C-T05M	1.04895	0.578756303842016	1.51914369615799	1.90235283081819e-09
T21M-T05M	0.551550000000005	0.0813563038420166	1.02174369615799	0.00910096678497374
T30C-T05M	1.03135	0.561156303842016	1.50154369615799	3.64214836068300e-09
T30M-T05M	0.349300000000004	-0.120893696157984	0.819493696157992	0.327858019306212
T12M-T12C	-1.1213	-1.59149369615799	-0.651106303842014	1.24341537066641e-10
T21C-T12C	-0.175249999999999	-0.645443696157987	0.294943696157989	0.961481119287261
T21M-T12C	-0.672649999999999	-1.14284369615799	-0.202456303842011	0.000428726276169744
T30C-T12C	-0.19285	-0.663043696157988	0.277343696157988	0.933459514153985
T30M-T12C	-0.874899999999999	-1.34509369615799	-0.404706303842011	8.85119293747572e-07
T21C-T12M	0.946050000000002	0.475856303842014	1.41624369615799	7.77558114561927e-08
T21M-T12M	0.448650000000002	-0.0215436961579856	0.91884369615799	0.0743195465681132
T30C-T12M	0.928450000000002	0.458256303842013	1.39864369615799	1.4345518017933e-07
T30M-T12M	0.246400000000002	-0.223793696157986	0.71659369615799	0.777582418793149
T21M-T21C	-0.4974	-0.967593696157988	-0.0272063038420118	0.029295485754406
T30C-T21C	-0.0176000000000007	-0.487793696157989	0.452593696157987	0.999999998806162
T30M-T21C	-0.69965	-1.16984369615799	-0.229456303842012	0.00020170327435387
T30C-T21M	0.479799999999999	0.00960630384201105	0.949993696157987	0.0415753432321119
T30M-T21M	-0.20225	-0.672443696157988	0.267943696157988	0.913918286835876
T30M-T30C	-0.682049999999999	-1.15224369615799	-0.211856303842011	0.000330657754117336
