NMDS1	NMDS2	dclass	TaxLevel
-0.444057892761039	-0.0804121508383671	T21M	OTU
-0.392035458728731	-0.0345555922213696	T21M	OTU
-0.453107339292758	-0.097948987953713	T21M	OTU
-0.437681262050957	-0.117200053598051	T21M	OTU
-0.352238000178655	-0.0447309907125936	T21M	OTU
-0.439231345662507	0.00240087334133613	T21M	OTU
-0.38934890905505	-0.0763856494360506	T21M	OTU
-0.434857695952439	-0.117145708658016	T21M	OTU
-0.378340491732927	-0.0631648222619728	T21M	OTU
-0.410207631498036	-0.0212471012788482	T21M	OTU
-0.478696488047012	-0.0337407434518724	T21M	OTU
-0.41033621837594	-0.0471240352469131	T21M	OTU
-0.433982180612061	-0.05595998228541	T21M	OTU
0.497741748237785	-0.169176974656196	T30C	OTU
0.61404745118308	-0.0850682667083622	T30C	OTU
0.648999340676261	-0.100149230920878	T30C	OTU
0.489143355637351	-0.168979438740845	T30C	OTU
0.745475882673606	-0.176729343837412	T30C	OTU
0.672520722044021	-0.0697042905193642	T30C	OTU
0.519484443674356	-0.121815206241556	T30C	OTU
0.487503966583529	-0.14634837657676	T30C	OTU
0.751457314527309	-0.0964307173627929	T30C	OTU
0.65521454477299	-0.120416312373526	T30C	OTU
0.542712570388961	-0.142936162745337	T30C	OTU
0.542457130791428	-0.111882280341791	T30C	OTU
0.680650163411805	-0.0930632194578505	T30C	OTU
0.603642571965353	-0.13719832687109	T30C	OTU
0.71275562786837	-0.108407642517198	T30C	OTU
0.687305597169211	-0.147737506141449	T30C	OTU
0.491005945122926	-0.12525350136987	T30C	OTU
0.408203408344259	0.0422043044395291	T30C	OTU
0.432314749312883	-0.15214283305445	T30C	OTU
0.532959365889904	-0.160086909345063	T30C	OTU
-0.399697381370169	0.46959550794691	T30M	OTU
-0.420047237733111	0.0474045640843624	T30M	OTU
-0.391264387603327	-0.0548431300164976	T30M	OTU
-0.23216630598522	0.411879026259554	T30M	OTU
-0.382570288980113	0.211986625729759	T30M	OTU
-0.432314348052137	0.0368487384377767	T30M	OTU
-0.407396717878963	0.115200923515074	T30M	OTU
-0.387059688306743	0.232665706641441	T30M	OTU
-0.395482018319458	0.0335736644314705	T30M	OTU
-0.399064982388019	0.182996282633503	T30M	OTU
-0.348417992040676	-0.0413747326100161	T30M	OTU
-0.313960676238693	0.260351345230837	T30M	OTU
-0.443890414109215	0.166465225394865	T30M	OTU
-0.377957193494106	0.166765499661391	T30M	OTU
-0.366047132466248	0.23346779960722	T30M	OTU
-0.437661015027693	0.0302581919677266	T30M	OTU
-0.355232110897649	0.120589005853739	T30M	OTU
-0.434251021327189	0.239974445322977	T30M	OTU
-0.366576029371634	-0.0922239404362946	T30M	OTU
-0.400850241661848	0.0318416949898008	T30M	OTU
