id	degree	closeness	betweenness	hub_score	zi_scores	pi_scores	No..module
OTU4812	4	3.34515287348632e-05	6.34656972386579	0.0732704683623455	-0.626077341733235	0	5
OTU4747	26	3.35547949802027e-05	351.784427982986	0.760549031460865	2.08535535629942	0.260355029585799	5
OTU2340	5	3.39593167385472e-05	10.4632093537519	0	-0.103430695725641	0	3
OTU4544	4	3.34392242099983e-05	9.37644120146988	0.051967800673628	-0.626077341733235	0	5
OTU3294	2	3.34907398104424e-05	0	0.139723759615101	-0.927347641514641	0	5
OTU4266	12	3.35086955064839e-05	169.669557062954	0.319176177710428	0.57900385739239	0	5
OTU3282	10	3.35300429184549e-05	58.8383113484987	0.423283782830303	0.277733557610984	0	5
OTU4505	7	3.3527794541675e-05	14.1227807688861	0.354615623630251	-0.174171892061126	1.11022302462516e-16	5
OTU3992	10	3.39696990284666e-05	104.411688862431	0	0.995520446359299	0	3
OTU4740	8	3.35289186923722e-05	21.7979830739442	0.386646339695294	-0.0235367421704224	0	5
OTU4796	24	3.35491663032174e-05	226.450780201203	0.7355670320248	2.23599050619012	0.0798611111111112	5
OTU2461	5	3.39155502798033e-05	399	1.44514210846975e-16	1.92668658897113	0.32	4
OTU4788	39	3.35716923490113e-05	810.37737484722	1	3.89297715498786	0.22353714661407	5
OTU4684	16	3.35199275969564e-05	137.848972001191	0.454559732522961	1.1815444569552	0	5
OTU6403	8	3.39754697108688e-05	20.7363848569731	0	0.555939989525323	0	3
OTU7440	10	3.39766240826311e-05	335.434558037747	2.06448872638536e-16	0.995520446359299	0	3
OTU5455	17	3.40147624068846e-05	373.692450473653	8.25795490554144e-17	2.53405204527822	0	3
OTU3266	20	3.35176805765041e-05	160.646513332097	0.521234856054572	1.78408505651802	0	5
OTU3262	6	3.35188040490715e-05	11.9769956345692	0.282316397584576	-0.324807041951829	0	5
OTU4865	16	3.35356651799188e-05	97.38004264702	0.511852418417848	1.1815444569552	0	5
OTU4238	13	3.35154338572913e-05	22.8967995292228	0.460106492210924	0.57900385739239	0.142011834319527	5
OTU1605	10	3.39823971182927e-05	86.7136283747903	0	0.995520446359299	0	3
OTU3303	4	3.34963488979701e-05	23.0673784939497	0.128696725432046	-0.205911382607755	0.5	1
OTU7083	14	3.39962604113547e-05	307.432034705576	8.25795490554144e-17	1.87468136002725	1.11022302462516e-16	3
OTU3457	12	3.3526670466356e-05	171.681524524601	0.334571408894223	0.277733557610984	0.277777777777778	5
OTU3259	9	3.35289186923722e-05	32.9713487212686	0.405225993437208	0.127098407720281	0	5
OTU3806	10	3.39800876686262e-05	66.3451810707054	0	0.995520446359299	0	3
OTU4541	6	3.35120643431635e-05	55.5798727705175	0.258672170040464	-0.626077341733235	0.444444444444444	5
OTU4394	13	3.35424143829873e-05	80.7717450363317	0.572148024473759	0.57900385739239	0.142011834319527	5
OTU4408	6	3.35086955064839e-05	122.991760848415	0.199569159737486	0.343185637679591	0.5	1
OTU3442	23	3.35255464664074e-05	187.663050710635	0.637718193021731	2.08535535629942	0.0831758034026465	5
OTU3267	1	2.12363821699335e-05	0	5.67734399755974e-17	NA	0	29
OTU4132	15	3.40170765724394e-05	347.297616297946	0	2.09447158844424	0	3
OTU3593	2	2.20400246848276e-05	8	8.25795490554144e-17	0.253546276418555	0	2
OTU4758	6	3.35210512201663e-05	9.91100500862005	0.28810351524566	-0.324807041951829	0	5
OTU110	2	2.13346987540536e-05	1	9.29019926873412e-17	1.15470053837925	0	11
OTU4695	14	3.35412893271617e-05	84.8431075210829	0.602098725048369	0.729639007283093	0.13265306122449	5
OTU4187	19	3.35232986925913e-05	247.381656904928	0.504800250178784	1.63344990662731	0	5
OTU3398	9	3.35255464664074e-05	61.4053011997276	0.356155434258215	0.127098407720281	0	5
OTU4291	8	3.35232986925913e-05	175.59342476637	0.242712972118228	0.892282657966937	0.5	1
OTU4209	7	3.3526670466356e-05	38.0960664360288	0.27972225060406	-0.174171892061126	1.11022302462516e-16	5
OTU2283	11	3.39789330615019e-05	287.193610086227	1.65159098110829e-16	1.21531067477629	0	3
OTU4803	1	2.12363821699335e-05	0	5.67734399755974e-17	NA	0	20
OTU2869	4	3.35030822835701e-05	2.27958694200666	0.192143644387508	-0.626077341733235	0	5
OTU2824	3	3.39052010578423e-05	163	8.25795490554144e-17	1.15470053837925	0.444444444444444	7
OTU5151	1	3.38937093275488e-05	0	0	-0.982591609393594	0	3
OTU4387	4	3.39247548936459e-05	91.5601190476191	6.19346617915608e-17	-0.32322092414263	0	3
OTU5768	1	3.38214901748571e-05	0	3.09673308957804e-17	-0.577350269189626	0	6
OTU5653	13	3.39974161963691e-05	344.642585594286	0	1.43510090319328	0.142011834319527	3
OTU4793	11	3.39985720599735e-05	765.912615142034	8.25795490554144e-17	0.775730217942311	0.314049586776859	3
OTU3987	2	3.38845215505557e-05	0	4.12897745277072e-17	-0.762801380976606	0	3
