from	to	type
OTU2935	OTU3536	0.8348623
OTU2771	OTU5465	0.8595364
OTU8434	OTU8446	0.8336536
OTU2340	OTU3992	0.8334726
OTU8326	OTU8658	0.8328118
OTU2477	OTU8643	0.83271
OTU6841	OTU6880	0.8325194
OTU1402	OTU3984	0.8322674
OTU1936	OTU3860	0.8320627
OTU1605	OTU1936	0.8317809
OTU2506	OTU5570	0.8775826
OTU5570	OTU8678	0.8310482
OTU6880	OTU8700	0.8309808
OTU3245	OTU3984	0.8308669
OTU1189	OTU7976	0.83083
OTU7907	OTU8695	0.8307486
OTU1189	OTU4815	0.8307451
OTU3968	OTU8218	0.8303428
OTU1557	OTU3169	0.8302528
OTU3984	OTU5528	0.8302307
OTU5837	OTU6403	0.82955
OTU1621	OTU8055	0.8295258
OTU1080	OTU3536	0.8294535
OTU7644	OTU8275	0.8289617
OTU1108	OTU1345	0.828877
OTU5528	OTU7907	0.8286486
OTU1936	OTU5528	0.8284337
OTU7249	OTU7907	0.8279201
OTU3806	OTU4132	0.8977079
OTU442	OTU7083	0.8277234
OTU1402	OTU7440	0.8420046
OTU5837	OTU7744	0.8768111
OTU6841	OTU7440	0.8274325
OTU5465	OTU8876	0.8274196
OTU5465	OTU6543	0.8273168
OTU7471	OTU8055	0.8273095
OTU8678	OTU8876	0.826976
OTU4147	OTU8288	0.8268946
OTU1321	OTU8862	0.8265659
OTU442	OTU4815	0.82619
OTU1540	OTU7527	0.8261757
OTU8195	OTU8876	0.8260107
OTU3536	OTU3806	0.8256276
OTU3483	OTU5444	0.8242562
OTU5039	OTU6622	0.8241396
OTU1546	OTU8195	0.8239804
OTU2506	OTU4132	0.8237177
OTU4082	OTU4300	-0.8235613
OTU6403	OTU8976	0.8233094
OTU1339	OTU8554	0.8231114
OTU3245	OTU7907	0.823059
OTU2086	OTU8881	0.8422564
OTU2623	OTU8658	0.822668
OTU4331	OTU6841	0.8223393
OTU3908	OTU7527	0.8220188
OTU1080	OTU5508	0.8212812
OTU2224	OTU2506	0.8211048
OTU1546	OTU1645	0.8208862
OTU3984	OTU8695	0.8208453
OTU1557	OTU6403	0.8207128
OTU2340	OTU3245	0.8206277
OTU7249	OTU7560	0.8205868
OTU5039	OTU5195	0.8205467
OTU1540	OTU3806	0.8203223
OTU5039	OTU7527	0.8201695
OTU7527	OTU8434	0.8197407
OTU2396	OTU3806	0.819633
OTU3638	OTU8197	0.8191488
OTU5128	OTU6403	0.8182698
OTU2442	OTU8876	0.8179771
OTU1936	OTU2340	0.8174757
OTU1936	OTU2506	0.817284
OTU5837	OTU6841	0.8170864
OTU1345	OTU3638	0.8170297
OTU3908	OTU3984	0.8161914
OTU1080	OTU3015	0.8161039
OTU455	OTU6841	0.8159428
OTU2506	OTU6602	0.8154506
OTU2283	OTU455	0.8679383
OTU7644	OTU7744	0.8149842
OTU6841	OTU7471	0.8706469
OTU8490	OTU8876	0.8142513
OTU1080	OTU7471	0.8317401
OTU1321	OTU8646	0.8139013
OTU455	OTU7644	0.8632024
OTU2536	OTU5653	0.8131698
OTU3984	OTU3992	0.8130729
OTU4815	OTU5039	0.8129927
OTU2727	OTU7527	0.8128988
OTU5340	OTU5465	0.8123534
OTU1108	OTU6042	0.8121563
OTU5151	OTU994	0.8121026
OTU8657	OTU8700	0.8120582
OTU2086	OTU3536	0.8120574
OTU4132	OTU8055	0.8739079
OTU1677	OTU2086	0.811359
OTU1425	OTU8822	0.8113304
OTU3987	OTU4132	0.8112888
OTU5528	OTU7644	0.8112228
OTU3096	OTU7644	0.8106765
OTU2283	OTU8490	0.8106159
OTU7881	OTU7976	0.8106157
OTU1898	OTU6932	0.8103687
OTU2396	OTU455	0.8103168
OTU2506	OTU8055	0.8674142
OTU1452	OTU7440	0.81018
OTU1508	OTU8275	0.8101216
OTU451	OTU7075	-0.8098509
OTU7075	OTU7207	-0.8098509
OTU8804	OTU8976	0.8092604
OTU3984	OTU5732	0.8088386
OTU3245	OTU4883	0.8087426
OTU637	OTU8288	0.8086308
OTU1540	OTU3245	0.8082746
OTU6403	OTU7644	0.8082157
OTU2086	OTU3806	0.8861275
OTU1694	OTU4147	0.8597266
OTU3806	OTU5465	0.8890185
OTU4132	OTU8876	0.9147561
OTU1677	OTU7744	0.8668067
OTU1321	OTU5039	0.8471683
OTU1694	OTU8446	0.8303955
OTU5653	OTU8876	0.9033419
OTU4815	OTU8658	0.870195
OTU2086	OTU8434	0.8803878
OTU2340	OTU7744	0.9349107
OTU3987	OTU7471	0.8384954
OTU1225	OTU8446	0.8114187
OTU2771	OTU8804	0.8971745
OTU3992	OTU8055	0.8691371
OTU6403	OTU8751	0.8495098
OTU2727	OTU8446	0.8171411
OTU3536	OTU5039	0.8121931
OTU7471	OTU8876	0.8437024
OTU1677	OTU6622	0.8493682
OTU6403	OTU8700	0.8845876
OTU2935	OTU7527	0.84629
OTU442	OTU8055	0.8369825
OTU3806	OTU5765	0.8394876
OTU2536	OTU7644	0.8649453
OTU1345	OTU8197	0.8418959
OTU2396	OTU8275	0.8301884
OTU2340	OTU5465	0.8968916
OTU1540	OTU4883	0.8357228
OTU3987	OTU455	0.8124827
OTU2935	OTU3984	0.8444683
OTU1119	OTU2396	0.8644481
OTU4815	OTU5570	0.8741545
OTU455	OTU6403	0.8767233
OTU1189	OTU5570	0.8392079
OTU5128	OTU7440	0.8403946
OTU2283	OTU442	0.860928
OTU1108	OTU3638	0.8356125
OTU3984	OTU5039	0.8369475
OTU2935	OTU3806	0.8387679
OTU3908	OTU8751	0.8186736
OTU3536	OTU7527	0.8840118
OTU1605	OTU5653	0.8672459
OTU2935	OTU8751	0.8124776
OTU2179	OTU3523	0.8664344
OTU5340	OTU8700	0.8137
OTU1694	OTU3536	0.8378446
OTU442	OTU637	0.8448323
OTU5039	OTU7744	0.8344821
OTU5653	OTU8195	0.8753665
OTU2396	OTU8446	0.8306565
OTU7083	OTU8876	0.8646545
OTU8055	OTU8876	0.8725275
OTU2283	OTU8678	0.8442049
OTU1605	OTU4132	0.8520215
OTU2283	OTU6841	0.8273683
OTU2396	OTU7471	0.8106043
OTU1119	OTU530	0.8560279
OTU1225	OTU3806	0.8277984
OTU2396	OTU530	0.8248262
OTU7083	OTU8055	0.8275583
OTU3096	OTU8700	0.808174
OTU2935	OTU4815	0.856301
OTU1321	OTU3806	0.8170348
OTU3245	OTU7744	0.8608434
OTU3536	OTU6403	0.8463443
OTU4132	OTU7644	0.8341235
OTU6403	OTU7471	0.823892
OTU455	OTU8446	0.8490347
OTU7644	OTU8700	0.8770269
OTU2935	OTU7249	0.8203495
OTU5653	OTU8678	0.8603518
OTU3245	OTU4331	0.8126329
OTU455	OTU7471	0.8812053
OTU2727	OTU8804	0.8204041
OTU2086	OTU455	0.8383435
OTU7527	OTU8751	0.8292563
OTU1402	OTU8658	0.8431423
OTU3806	OTU8275	0.8648759
OTU2771	OTU7527	0.8782254
OTU2771	OTU8446	0.8455307
OTU5653	OTU8275	0.8373864
OTU5653	OTU8657	0.8655032
OTU1605	OTU8657	0.8218597
OTU2086	OTU4815	0.841367
OTU3908	OTU7249	0.8119177
OTU1321	OTU7440	0.8193505
OTU2274	OTU8418	0.8700507
OTU5455	OTU8275	0.8350899
OTU3806	OTU4331	0.8151839
OTU1119	OTU455	0.8103377
OTU2340	OTU7644	0.8230932
OTU2086	OTU2396	0.8454157
OTU1108	OTU8197	0.8465416
OTU1936	OTU4132	0.8982655
OTU5837	OTU7527	0.8240447
OTU5465	OTU8700	0.8826262
OTU2283	OTU6880	0.8508012
OTU455	OTU8751	0.8185047
OTU1119	OTU3806	0.8749527
OTU2396	OTU5465	0.8706084
OTU3806	OTU4815	0.8760004
OTU5455	OTU8876	0.8522572
OTU7644	OTU8678	0.8170486
OTU2396	OTU6880	0.8173925
OTU1321	OTU8751	0.8325855
OTU442	OTU8678	0.8465204
OTU2771	OTU8700	0.8408158
OTU1936	OTU8055	0.8670599
OTU1936	OTU5151	0.8604686
OTU3992	OTU8700	0.8409373
OTU1119	OTU8876	0.8840561
OTU442	OTU8657	0.8247605
OTU1540	OTU8446	0.8417476
OTU442	OTU8446	0.8372124
OTU2086	OTU442	0.888044
OTU4132	OTU455	0.8087422
OTU455	OTU7440	0.8413059
OTU1936	OTU8876	0.9154277
OTU3806	OTU6403	0.8554411
OTU5039	OTU8446	0.8216824
OTU3984	OTU7744	0.8350256
OTU2340	OTU8657	0.8183494
OTU3992	OTU8751	0.8153282
OTU1321	OTU7744	0.8470885
OTU3536	OTU5465	0.8396542
OTU5340	OTU8804	0.8618793
OTU1080	OTU7527	0.8096661
OTU7527	OTU8446	0.852378
OTU2396	OTU8804	0.8241516
OTU2771	OTU6403	0.8394515
OTU5465	OTU7527	0.8110702
OTU3806	OTU5039	0.8168938
OTU1119	OTU5653	0.817691
OTU1540	OTU7744	0.8434924
OTU1605	OTU8678	0.8874746
OTU2283	OTU7471	0.8290414
OTU2086	OTU8446	0.9340158
OTU455	OTU6880	0.8245207
OTU110	OTU2198	0.8506582
OTU455	OTU8876	0.8326792
OTU442	OTU7440	0.8420755
