id	degree	closeness	betweenness	hub_score	zi_scores	pi_scores	No..module
OTU3992	19	6.32751202227284e-05	395.574690310311	0.365008521906666	0.787333354653249	0.714681440443213	2
OTU4132	15	6.32471064448801e-05	222.905166484853	0.335931378473398	0.787333354653249	0.64	2
OTU442	23	6.34437254155564e-05	312.214779962504	0.573586563572812	0.167744799605983	0.669187145557656	4
OTU6841	49	6.34155621789587e-05	1753.75442850474	1	4.07001855886097	0.188254893794252	4
OTU3806	28	6.34356762243086e-05	643.627721169446	0.634904372719926	0.397290314856277	0.670918367346939	4
OTU5340	15	6.31911532385466e-05	311.5362089641	0.288774461970942	1.35906362594128	0.231111111111111	1
OTU6403	24	6.34477507772349e-05	879.691025175387	0.470572369221095	1.35906362594128	0.586805555555556	1
OTU455	21	6.34316523945449e-05	609.06650219807	0.497560960789869	0.944037744471041	0.630385487528345	1
OTU6254	41	6.2984190968067e-05	1119.44834116406	0.635389868285839	3.72570028598553	0	4
OTU7440	18	6.34115409004439e-05	549.150566075476	0.427771182928848	0.5290118630008	0.623456790123457	1
OTU3983	11	6.32191174611202e-05	66.029373962402	0.458163668784658	0.28251755723113	0	4
OTU4762	5	6.29405840886203e-05	8.93063599815035	0.225937411663534	-0.406118988519749	0	4
OTU5195	8	6.30914826498423e-05	134.614495078886	0.294751648137308	-0.176573473269456	0.21875	4
OTU5974	11	6.31911532385466e-05	53.8784287118569	0.454063943341726	0.28251755723113	0	4
OTU5465	23	6.33593106507001e-05	577.498002261181	0.488403393164439	1.77408950741152	0.525519848771266	1
OTU4815	17	6.33954608850006e-05	750.909631995731	0.423506372116033	1.05852595458937	0.636678200692042	2
OTU5783	33	6.35485510930351e-05	1531.99056372107	0.793046017492008	1.54501789110774	0.510560146923783	4
OTU1677	13	6.32751202227284e-05	395.762321421278	0.281196423951399	0.113985981530559	0.603550295857988	1
OTU1605	9	6.28575020428688e-05	228.109664164079	0.110343697736137	0.244948154781011	0.617283950617284	2
OTU2770	1	6.21233770267752e-05	0	0.0372310243694822	-0.865210019020336	0	4
OTU7527	17	6.33151829808788e-05	1044.96005079909	0.318375170056922	0.321498922265679	0.595155709342561	1
OTU5653	24	6.34517766497462e-05	663.975301594754	0.638328963102106	1.62665141688112	0.697916666666667	3
OTU3860	9	6.30835225839011e-05	24.6321701577595	0.370259937938371	0.0529720419808369	0	4
OTU8053	8	6.31113916061849e-05	32.8428344899882	0.32428353089233	-0.0618007156443097	0	4
OTU5128	25	6.33633253073121e-05	941.360758126559	0.398660136509769	3.77045195395056	0.4416	2
OTU5151	7	6.30596544330937e-05	74.4807398741846	0.271682449872028	-0.176573473269456	1.11022302462516e-16	4
OTU1810	1	6.19118375433383e-05	0	0.00256374714249232	-0.839822244963466	0	2
OTU3968	7	6.30358043368633e-05	21.5257669075914	0.312915323175876	-0.291346230894603	0.244897959183674	4
OTU4412	18	6.32871337257136e-05	467.451894220488	0.387952890653896	0.113985981530559	0.691358024691358	1
OTU5444	11	6.32191174611202e-05	68.4317642130254	0.441939355023886	0.28251755723113	0	4
OTU2086	20	6.33552965027876e-05	796.971174043976	0.376146887039713	1.77408950741152	0.405	1
OTU8804	38	6.31113916061849e-05	627.563011838366	0.694472510324291	3.15183649785979	0.0997229916897507	4
OTU2442	6	6.3000063000063e-05	13.0309268090357	0.275512080903354	-0.291346230894603	0	4
OTU7471	21	6.33633253073121e-05	266.944895383094	0.595240658293149	0.512063072481423	0.54875283446712	4
OTU8757	6	6.30040322580645e-05	13.0328967023917	0.273736472970183	-0.291346230894603	0	4
OTU4331	5	6.2996094242157e-05	10.57963777912	0.240633621927597	-0.406118988519749	0	4
OTU8700	19	6.33593106507001e-05	465.165615688246	0.439365224871848	0.73652480373592	0.642659279778393	1
OTU3483	5	6.28377529219555e-05	7.87763196878284	0.206588284317293	-0.406118988519749	0	4
OTU1425	13	6.31432720843594e-05	703.588046277889	0.163645412394504	1.87210375439773	0.260355029585799	2
OTU2224	11	6.31911532385466e-05	57.0274204265748	0.453931488949751	0.28251755723113	0	4
OTU637	7	6.30318310746927e-05	18.4768014302436	0.296006108047218	-0.176573473269456	1.11022302462516e-16	4
OTU7549	47	6.35566289564001e-05	2710.12619017825	0.961079198982744	2.46319995210891	0.535083748302399	4
OTU791	9	6.3000063000063e-05	65.3976716974821	0.164331472370155	0.321498922265679	0.197530864197531	1
OTU438	1	6.21233770267752e-05	0	0.0372310243694822	-0.865210019020336	0	4
OTU2935	5	6.27273867770669e-05	660.923741166151	0.043636075116513	0.244948154781011	0	2
OTU2753	3	6.2648790878336e-05	1.71121723862343	0.13651958793361	-0.635664503770043	0	4
OTU6602	5	6.27195183140993e-05	227.01041845047	0.0489051770325586	0.244948154781011	0	2
OTU8678	15	6.32311097059753e-05	563.285616374287	0.290692637123674	1.15155068520616	0.337777777777778	1
OTU8235	8	6.31034265160598e-05	58.16086309184	0.329579866235927	-0.176573473269456	0.21875	4
OTU3953	5	6.29802242095982e-05	15.6207907429647	0.221482511297279	-0.406118988519749	0	4
OTU4665	16	6.2984190968067e-05	1074.40484034562	0.186112869619554	1.98160244814664	0	1
OTU7644	14	6.32351081320349e-05	319.308571133582	0.273517911596142	0.944037744471041	0.36734693877551	1
OTU5119	5	6.28417017532835e-05	11.7718485018386	0.203217189375567	-0.406118988519749	0	4
OTU2340	19	6.33312222925903e-05	525.15097694087	0.393239259064851	0.73652480373592	0.609418282548476	1
OTU110	3	1.32233153496245e-05	2	0	1.22474487139159	0	7
OTU3638	3	1.33691626893408e-05	1	0	0.28347335475692	0	6
OTU3169	4	6.18965090368903e-05	447.182578247963	0.00270803631077212	-0.0262444451551083	0	2
OTU1936	42	6.34115409004439e-05	1372.82362052304	0.815745464492587	2.46319995210891	0.438775510204082	4
OTU1028	5	6.27391931739758e-05	223.193926853391	0.170206833843988	-0.406118988519749	0	4
OTU3536	14	6.31711939355654e-05	756.78360119767	0.250839525470885	0.787333354653249	0.602040816326531	2
OTU5570	24	6.34517766497462e-05	1829.01716437939	0.439093024257649	3.49925935401444	0.461805555555556	2
OTU8195	31	6.3609185166338e-05	1253.08731596592	0.733144073403713	2.39662832961688	0.568158168574402	1
OTU8218	12	6.32231143706139e-05	504.9732022275	0.414645576920313	0.28251755723113	0.152777777777778	4
OTU5638	3	6.2648790878336e-05	1.71121723862343	0.13651958793361	-0.635664503770043	0	4
OTU8657	20	6.34075201318876e-05	669.506103024953	0.490817185454284	1.15155068520616	0.555	1
OTU1119	1	6.21233770267752e-05	0	0.0372310243694822	-0.865210019020336	0	4
OTU1108	4	1.33693414262413e-05	5.5	0	0.944911182523068	0	6
OTU2405	7	6.29564341475699e-05	70.7620820304886	0.11916994615779	0.51614075471713	0.244897959183674	2
OTU1282	11	6.31751847874155e-05	378.667666074154	0.219332755733512	0.51614075471713	0.59504132231405	2
OTU7744	17	6.33312222925903e-05	602.566614676218	0.336591119208928	1.77408950741152	0.214532871972318	1
OTU5455	13	6.32151210569568e-05	84.7264667728903	0.374969306195818	0.113985981530559	0.591715976331361	1
OTU2487	1	6.153088850603e-05	0	0.000995996260886132	-1.13109166288016	0	1
OTU7800	5	6.27982918864607e-05	10.9416390414728	0.0720969775240196	0.244948154781011	0	2
OTU4690	8	6.29603979097148e-05	229.196284747759	0.103352306920263	0.787333354653249	0.21875	2
OTU1756	12	6.32951452623584e-05	322.166429221752	0.332257440102688	-0.301039899939682	0.638888888888889	1
OTU4838	26	6.34115409004439e-05	895.425137940968	0.556613915924019	0.512063072481423	0.535502958579882	4
OTU1280	13	6.32911392405063e-05	162.997649610334	0.305016071045084	-0.0935269592045614	0.662721893491124	1
OTU5649	16	6.33352333903351e-05	1005.2317303966	0.417576763645463	0.711659994885488	0.6796875	3
OTU5500	3	6.29128656810318e-05	5.94072697242434	0.14134505836347	-0.635664503770043	0	4
OTU5744	2	6.18926780961812e-05	25.9128063198643	0.00226229345403259	-0.568629645027347	0	2
OTU2550	2	6.21929224454257e-05	220	0.00773759407753608	-0.568629645027347	0	2
OTU5042	13	6.32311097059753e-05	307.601462819482	0.478084640769029	0.512063072481423	0	4
OTU3987	8	6.20539869686627e-05	250.253782796726	0.0128276976345602	0.321498922265679	0	1
OTU7083	22	6.33151829808788e-05	416.630254350229	0.56493788500417	0.741608587731716	0.5	4
OTU2536	7	6.29881582262535e-05	242.509521302192	0.161424409824056	-0.406118988519749	0.448979591836735	4
OTU8055	16	6.31472594089417e-05	782.511792683399	0.229069988849678	1.98160244814664	0	1
OTU5576	18	6.32631112798127e-05	424.350789419325	0.349268154042979	1.77408950741152	0.277777777777778	1
OTU1036	4	6.29326620516048e-05	6.84391378623831	0.192834560620949	-0.520891746144896	0	4
OTU1208	1	1.31274942239025e-05	0	7.4365969581604e-18	NA	0	16
OTU1189	1	6.20693935820247e-05	0	0.00515515360763879	-1.13109166288016	0	1
OTU1874	14	6.33071663712332e-05	283.228932193248	0.313460073689497	0.51614075471713	0.653061224489796	2
OTU5198	1	1.31274942239025e-05	0	7.4365969581604e-18	NA	0	15
OTU7092	18	6.33031588276255e-05	189.750271051386	0.579980357438641	0.741608587731716	0.277777777777778	4
OTU1452	11	6.30715862503942e-05	775.374538478831	0.125034986925393	0.787333354653249	0.462809917355372	2
OTU2506	24	6.33352333903351e-05	631.658499339059	0.483508054365592	0.397290314856277	0.635416666666667	4
OTU2351	4	6.28693574751666e-05	3.67150233253685	0.180264246154324	-0.520891746144896	0	4
OTU530	24	6.33673404727203e-05	397.712756615378	0.656943113869948	0.971154102982009	0.447916666666667	4
OTU8532	6	6.28575020428688e-05	9.05105410588813	0.230386022891036	-0.291346230894603	0	4
OTU2537	2	6.19732275656916e-05	5.58310810810811	0.00316806611127493	-0.568629645027347	0	2
OTU1704	2	6.22471210706505e-05	220	0.00988583334827541	-0.923578722145043	0	1
OTU6847	16	6.32751202227284e-05	316.114555879014	0.557289797945286	0.397290314856277	0.3984375	4
OTU7520	2	1.31752305665349e-05	1	0	1.15470053837925	0	8
OTU1393	1	1.31750569821214e-05	0	0	-0.577350269189626	0	9
OTU6454	1	1.31274942239025e-05	0	7.4365969581604e-18	NA	0	14
OTU5360	1	1.31274942239025e-05	0	7.4365969581604e-18	NA	0	13
OTU4883	11	6.29287017808823e-05	948.809397067428	0.087978572366002	0.73652480373592	0.165289256198347	1
OTU2598	9	6.28851716765187e-05	118.209887683174	0.097421053417417	1.32971855452549	0	2
OTU8275	13	6.32751202227284e-05	223.502558723598	0.338231189163133	0.73652480373592	0.378698224852071	1
OTU5789	3	6.2648790878336e-05	1.71121723862343	0.13651958793361	-0.635664503770043	0	4
OTU1694	1	6.20693935820247e-05	0	0.00515515360763879	-1.13109166288016	0	1
OTU3524	1	6.20848078475197e-05	0	0.00793508494920395	-1.13109166288016	0	1
OTU284	2	1.3271400132714e-05	4	7.4365969581604e-18	0.730296743340221	0	5
OTU1321	3	6.23208276205908e-05	439	0.0147997099746138	-0.297437045091228	0	2
OTU3142	16	6.30318310746927e-05	87.5304443407696	0.380056706416312	0.856381345356863	0	4
OTU3051	1	6.21233770267752e-05	0	0.0109053875897856	-1.13109166288016	0	1
