Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0	0	0	weighted	Yes	D30M
2	0	0	0	weighted	Yes	D30M
3	0	0	0	weighted	Yes	D30M
4	0	0	0	weighted	Yes	D30M
5	0	0	0	weighted	Yes	D30M
6	0	0	0	weighted	Yes	D30M
7	0	0	0	weighted	Yes	D30M
8	0	0	0	weighted	Yes	D30M
9	0	0	0	weighted	Yes	D30M
10	0	0	0	weighted	Yes	D30M
11	0	0	0	weighted	Yes	D30M
12	0	0	0	weighted	Yes	D30M
13	0	0	0	weighted	Yes	D30M
14	0	0	0	weighted	Yes	D30M
15	0	0	0	weighted	Yes	D30M
16	0	0	0	weighted	Yes	D30M
17	0	0	0	weighted	Yes	D30M
18	0	0	0	weighted	Yes	D30M
19	0	0	0	weighted	Yes	D30M
20	0	0	0	weighted	Yes	D30M
21	0	0	0	weighted	Yes	D30M
22	0	0	0	weighted	Yes	D30M
23	0	0	0	weighted	Yes	D30M
24	0	0	0	weighted	Yes	D30M
25	0	0	0	weighted	Yes	D30M
26	0	0	0	weighted	Yes	D30M
27	0	0	0	weighted	Yes	D30M
28	0	0	0	weighted	Yes	D30M
29	0	0	0	weighted	Yes	D30M
30	0	0	0	weighted	Yes	D30M
31	0	0	0	weighted	Yes	D30M
32	0	0	0	weighted	Yes	D30M
33	0	0	0	weighted	Yes	D30M
34	0	0	0	weighted	Yes	D30M
35	0	0	0	weighted	Yes	D30M
36	0	0	0	weighted	Yes	D30M
37	0	0	0	weighted	Yes	D30M
38	0	0	0	weighted	Yes	D30M
39	0	0	0	weighted	Yes	D30M
40	0	0	0	weighted	Yes	D30M
41	0	0	0	weighted	Yes	D30M
42	0	0	0	weighted	Yes	D30M
1	0	0	0	unweighted	Yes	D30M
2	0	0	0	unweighted	Yes	D30M
3	0	0	0	unweighted	Yes	D30M
4	0	0	0	unweighted	Yes	D30M
5	0	0	0	unweighted	Yes	D30M
6	0	0	0	unweighted	Yes	D30M
7	0	0	0	unweighted	Yes	D30M
8	0	0	0	unweighted	Yes	D30M
9	0	0	0	unweighted	Yes	D30M
10	0	0	0	unweighted	Yes	D30M
11	0	0	0	unweighted	Yes	D30M
12	0	0	0	unweighted	Yes	D30M
13	0	0	0	unweighted	Yes	D30M
14	0	0	0	unweighted	Yes	D30M
15	0	0	0	unweighted	Yes	D30M
16	0	0	0	unweighted	Yes	D30M
17	0	0	0	unweighted	Yes	D30M
18	0	0	0	unweighted	Yes	D30M
19	0	0	0	unweighted	Yes	D30M
