Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
11	0.90077868852459	0.00622760688601204	0.000622760688601204	unweighted	No	D00C
12	0.90016393442623	0.00604021228159786	0.000604021228159786	unweighted	No	D00C
13	0.899549180327869	0.00652560505386865	0.000652560505386865	unweighted	No	D00C
14	0.897418032786885	0.00572097364218453	0.000572097364218453	unweighted	No	D00C
15	0.89577868852459	0.00622651704798717	0.000622651704798717	unweighted	No	D00C
16	0.895081967213115	0.00540202761324678	0.000540202761324678	unweighted	No	D00C
17	0.892090163934426	0.00511337903612375	0.000511337903612375	unweighted	No	D00C
18	0.890573770491803	0.00445538775823451	0.000445538775823451	unweighted	No	D00C
19	0.890737704918033	0.00508559821996103	0.000508559821996103	unweighted	No	D00C
20	0.888606557377049	0.00370161061151523	0.000370161061151523	unweighted	No	D00C
21	0.886885245901639	0.00266942191507759	0.000266942191507759	unweighted	No	D00C
22	0.885245901639344	0	0	unweighted	No	D00C
