Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0	0	0	weighted	Yes	D00C
2	0	0	0	weighted	Yes	D00C
3	0	0	0	weighted	Yes	D00C
4	0	0	0	weighted	Yes	D00C
5	0	0	0	weighted	Yes	D00C
6	0	0	0	weighted	Yes	D00C
7	0	0	0	weighted	Yes	D00C
8	0	0	0	weighted	Yes	D00C
9	0	0	0	weighted	Yes	D00C
10	0	0	0	weighted	Yes	D00C
11	0	0	0	weighted	Yes	D00C
12	0	0	0	weighted	Yes	D00C
13	0	0	0	weighted	Yes	D00C
14	0	0	0	weighted	Yes	D00C
15	0	0	0	weighted	Yes	D00C
16	0	0	0	weighted	Yes	D00C
17	0	0	0	weighted	Yes	D00C
18	0	0	0	weighted	Yes	D00C
19	0	0	0	weighted	Yes	D00C
20	0	0	0	weighted	Yes	D00C
21	0	0	0	weighted	Yes	D00C
22	0	0	0	weighted	Yes	D00C
1	0	0	0	unweighted	Yes	D00C
2	0	0	0	unweighted	Yes	D00C
3	0	0	0	unweighted	Yes	D00C
4	0	0	0	unweighted	Yes	D00C
5	0	0	0	unweighted	Yes	D00C
6	0	0	0	unweighted	Yes	D00C
7	0	0	0	unweighted	Yes	D00C
8	0	0	0	unweighted	Yes	D00C
9	0	0	0	unweighted	Yes	D00C
10	0	0	0	unweighted	Yes	D00C
11	0	0	0	unweighted	Yes	D00C
12	0	0	0	unweighted	Yes	D00C
13	0	0	0	unweighted	Yes	D00C
14	0	0	0	unweighted	Yes	D00C
15	0	0	0	unweighted	Yes	D00C
16	0	0	0	unweighted	Yes	D00C
17	0	0	0	unweighted	Yes	D00C
18	0	0	0	unweighted	Yes	D00C
19	0	0	0	unweighted	Yes	D00C
20	0	0	0	unweighted	Yes	D00C
21	0	0	0	unweighted	Yes	D00C
22	0	0	0	unweighted	Yes	D00C
1	0.912295081967213	0.00279364676582265	0.000279364676582265	weighted	No	D00C
2	0.910696721311475	0.00378836738356886	0.000378836738356886	weighted	No	D00C
3	0.909426229508197	0.0044171433789813	0.00044171433789813	weighted	No	D00C
4	0.907418032786885	0.00491164651317813	0.000491164651317813	weighted	No	D00C
5	0.905327868852459	0.00615098981472417	0.000615098981472417	weighted	No	D00C
6	0.90483606557377	0.00578364970081898	0.000578364970081898	weighted	No	D00C
7	0.903073770491803	0.00544504117956727	0.000544504117956727	weighted	No	D00C
8	0.902418032786885	0.00560835800377969	0.000560835800377969	weighted	No	D00C
9	0.899918032786885	0.00619715586133641	0.000619715586133641	weighted	No	D00C
10	0.899877049180328	0.00649328568648794	0.000649328568648794	weighted	No	D00C
11	0.896516393442623	0.00600796454020702	0.000600796454020702	weighted	No	D00C
12	0.896393442622951	0.00579829855083863	0.000579829855083862	weighted	No	D00C
13	0.894795081967213	0.00582675788232711	0.000582675788232711	weighted	No	D00C
14	0.893688524590164	0.00681368994504198	0.000681368994504198	weighted	No	D00C
15	0.892254098360656	0.00568646841699691	0.000568646841699691	weighted	No	D00C
16	0.890573770491803	0.00592621971705919	0.000592621971705919	weighted	No	D00C
17	0.888852459016393	0.00531591382942271	0.000531591382942271	weighted	No	D00C
18	0.887336065573771	0.00492544426917146	0.000492544426917146	weighted	No	D00C
19	0.885573770491803	0.00472089288129825	0.000472089288129825	weighted	No	D00C
20	0.884344262295082	0.00375620958602938	0.000375620958602937	weighted	No	D00C
21	0.882418032786885	0.00230774720799445	0.000230774720799445	weighted	No	D00C
22	0.881147540983607	0	0	weighted	No	D00C
1	0.91672131147541	0.00266178406847866	0.000266178406847866	unweighted	No	D00C
2	0.914426229508197	0.00421187393254794	0.000421187393254794	unweighted	No	D00C
3	0.913975409836066	0.00413934631167986	0.000413934631167986	unweighted	No	D00C
4	0.912049180327869	0.0051912568306011	0.00051912568306011	unweighted	No	D00C
5	0.910204918032787	0.00504792722346557	0.000504792722346557	unweighted	No	D00C
6	0.909549180327869	0.00559503143355165	0.000559503143355165	unweighted	No	D00C
7	0.907868852459016	0.00634059621267258	0.000634059621267258	unweighted	No	D00C
8	0.905901639344262	0.00663965601454688	0.000663965601454688	unweighted	No	D00C
9	0.904672131147541	0.00658062198931753	0.000658062198931753	unweighted	No	D00C
10	0.902950819672131	0.00637794751908513	0.000637794751908513	unweighted	No	D00C
11	0.90077868852459	0.00622760688601204	0.000622760688601204	unweighted	No	D00C
12	0.90016393442623	0.00604021228159786	0.000604021228159786	unweighted	No	D00C
13	0.899549180327869	0.00652560505386865	0.000652560505386865	unweighted	No	D00C
14	0.897418032786885	0.00572097364218453	0.000572097364218453	unweighted	No	D00C
15	0.89577868852459	0.00622651704798717	0.000622651704798717	unweighted	No	D00C
16	0.895081967213115	0.00540202761324678	0.000540202761324678	unweighted	No	D00C
17	0.892090163934426	0.00511337903612375	0.000511337903612375	unweighted	No	D00C
18	0.890573770491803	0.00445538775823451	0.000445538775823451	unweighted	No	D00C
19	0.890737704918033	0.00508559821996103	0.000508559821996103	unweighted	No	D00C
20	0.888606557377049	0.00370161061151523	0.000370161061151523	unweighted	No	D00C
21	0.886885245901639	0.00266942191507759	0.000266942191507759	unweighted	No	D00C
22	0.885245901639344	0	0	unweighted	No	D00C
1	0	0	0	weighted	Yes	D00C
2	0	0	0	weighted	Yes	D00C
3	0	0	0	weighted	Yes	D00C
4	0	0	0	weighted	Yes	D00C
5	0	0	0	weighted	Yes	D00C
6	0	0	0	weighted	Yes	D00C
7	0	0	0	weighted	Yes	D00C
8	0	0	0	weighted	Yes	D00C
9	0	0	0	weighted	Yes	D00C
10	0	0	0	weighted	Yes	D00C
11	0	0	0	weighted	Yes	D00C
12	0	0	0	weighted	Yes	D00C
13	0	0	0	weighted	Yes	D00C
14	0	0	0	weighted	Yes	D00C
15	0	0	0	weighted	Yes	D00C
16	0	0	0	weighted	Yes	D00C
17	0	0	0	weighted	Yes	D00C
18	0	0	0	weighted	Yes	D00C
19	0	0	0	weighted	Yes	D00C
20	0	0	0	weighted	Yes	D00C
21	0	0	0	weighted	Yes	D00C
22	0	0	0	weighted	Yes	D00C
1	0	0	0	unweighted	Yes	D00C
2	0	0	0	unweighted	Yes	D00C
3	0	0	0	unweighted	Yes	D00C
4	0	0	0	unweighted	Yes	D00C
5	0	0	0	unweighted	Yes	D00C
6	0	0	0	unweighted	Yes	D00C
7	0	0	0	unweighted	Yes	D00C
8	0	0	0	unweighted	Yes	D00C
9	0	0	0	unweighted	Yes	D00C
10	0	0	0	unweighted	Yes	D00C
11	0	0	0	unweighted	Yes	D00C
12	0	0	0	unweighted	Yes	D00C
13	0	0	0	unweighted	Yes	D00C
14	0	0	0	unweighted	Yes	D00C
15	0	0	0	unweighted	Yes	D00C
16	0	0	0	unweighted	Yes	D00C
17	0	0	0	unweighted	Yes	D00C
18	0	0	0	unweighted	Yes	D00C
19	0	0	0	unweighted	Yes	D00C
20	0	0	0	unweighted	Yes	D00C
21	0	0	0	unweighted	Yes	D00C
22	0	0	0	unweighted	Yes	D00C
1	0.912295081967213	0.00279364676582265	0.000279364676582265	weighted	No	D00C
2	0.910696721311475	0.00378836738356886	0.000378836738356886	weighted	No	D00C
3	0.909426229508197	0.0044171433789813	0.00044171433789813	weighted	No	D00C
4	0.907418032786885	0.00491164651317813	0.000491164651317813	weighted	No	D00C
5	0.905327868852459	0.00615098981472417	0.000615098981472417	weighted	No	D00C
6	0.90483606557377	0.00578364970081898	0.000578364970081898	weighted	No	D00C
7	0.903073770491803	0.00544504117956727	0.000544504117956727	weighted	No	D00C
8	0.902418032786885	0.00560835800377969	0.000560835800377969	weighted	No	D00C
9	0.899918032786885	0.00619715586133641	0.000619715586133641	weighted	No	D00C
10	0.899877049180328	0.00649328568648794	0.000649328568648794	weighted	No	D00C
11	0.896516393442623	0.00600796454020702	0.000600796454020702	weighted	No	D00C
12	0.896393442622951	0.00579829855083863	0.000579829855083862	weighted	No	D00C
13	0.894795081967213	0.00582675788232711	0.000582675788232711	weighted	No	D00C
14	0.893688524590164	0.00681368994504198	0.000681368994504198	weighted	No	D00C
15	0.892254098360656	0.00568646841699691	0.000568646841699691	weighted	No	D00C
16	0.890573770491803	0.00592621971705919	0.000592621971705919	weighted	No	D00C
17	0.888852459016393	0.00531591382942271	0.000531591382942271	weighted	No	D00C
18	0.887336065573771	0.00492544426917146	0.000492544426917146	weighted	No	D00C
19	0.885573770491803	0.00472089288129825	0.000472089288129825	weighted	No	D00C
20	0.884344262295082	0.00375620958602938	0.000375620958602937	weighted	No	D00C
21	0.882418032786885	0.00230774720799445	0.000230774720799445	weighted	No	D00C
22	0.881147540983607	0	0	weighted	No	D00C
1	0.91672131147541	0.00266178406847866	0.000266178406847866	unweighted	No	D00C
2	0.914426229508197	0.00421187393254794	0.000421187393254794	unweighted	No	D00C
3	0.913975409836066	0.00413934631167986	0.000413934631167986	unweighted	No	D00C
4	0.912049180327869	0.0051912568306011	0.00051912568306011	unweighted	No	D00C
5	0.910204918032787	0.00504792722346557	0.000504792722346557	unweighted	No	D00C
6	0.909549180327869	0.00559503143355165	0.000559503143355165	unweighted	No	D00C
7	0.907868852459016	0.00634059621267258	0.000634059621267258	unweighted	No	D00C
8	0.905901639344262	0.00663965601454688	0.000663965601454688	unweighted	No	D00C
9	0.904672131147541	0.00658062198931753	0.000658062198931753	unweighted	No	D00C
10	0.902950819672131	0.00637794751908513	0.000637794751908513	unweighted	No	D00C
