Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	0.0044390243902439	0.00140304142080323	0.000140304142080323	weighted	Yes	D21M
0.1	0.00404878048780488	0.00184158618570067	0.000184158618570067	weighted	Yes	D21M
0.15	0.00336585365853659	0.0022674302376182	0.00022674302376182	weighted	Yes	D21M
0.2	0.00346341463414634	0.00222462449547351	0.000222462449547351	weighted	Yes	D21M
0.25	0.00321951219512195	0.00232241574911963	0.000232241574911963	weighted	Yes	D21M
0.3	0.00331707317073171	0.00228695693786415	0.000228695693786415	weighted	Yes	D21M
0.35	0.0028780487804878	0.002411273514262	0.0002411273514262	weighted	Yes	D21M
0.4	0.00331707317073171	0.00228695693786415	0.000228695693786415	weighted	Yes	D21M
0.45	0.0031219512195122	0.00235325927475328	0.000235325927475328	weighted	Yes	D21M
0.5	0.00336585365853659	0.0022674302376182	0.00022674302376182	weighted	Yes	D21M
0.55	0.00302439024390244	0.00237966698153446	0.000237966698153446	weighted	Yes	D21M
0.6	0.00268292682926829	0.0024390243902439	0.00024390243902439	weighted	Yes	D21M
0.65	0.00292682926829268	0.00240178518984064	0.000240178518984064	weighted	Yes	D21M
0.7	0.00292682926829268	0.00240178518984064	0.000240178518984064	weighted	Yes	D21M
0.75	0.00336585365853659	0.0022674302376182	0.00022674302376182	weighted	Yes	D21M
0.8	0.00268292682926829	0.0024390243902439	0.00024390243902439	weighted	Yes	D21M
0.85	0.00282926829268293	0.00241973153048224	0.000241973153048224	weighted	Yes	D21M
0.9	0.00248780487804878	0.00245082143314971	0.000245082143314971	weighted	Yes	D21M
0.95	0.0028780487804878	0.002411273514262	0.0002411273514262	weighted	Yes	D21M
1	0	0	0	weighted	Yes	D21M
0.05	0.00448780487804878	0.00133004841143556	0.000133004841143556	unweighted	Yes	D21M
0.1	0.00419512195121951	0.00170114677082818	0.000170114677082818	unweighted	Yes	D21M
0.15	0.00404878048780488	0.00184158618570067	0.000184158618570067	unweighted	Yes	D21M
0.2	0.0035609756097561	0.00217656606506573	0.000217656606506573	unweighted	Yes	D21M
0.25	0.00331707317073171	0.00228695693786415	0.000228695693786415	unweighted	Yes	D21M
0.3	0.0031219512195122	0.00235325927475328	0.000235325927475328	unweighted	Yes	D21M
0.35	0.00321951219512195	0.00232241574911963	0.000232241574911963	unweighted	Yes	D21M
0.4	0.00273170731707317	0.00243359830034077	0.000243359830034077	unweighted	Yes	D21M
0.45	0.00336585365853659	0.0022674302376182	0.00022674302376182	unweighted	Yes	D21M
0.5	0.00321951219512195	0.00232241574911963	0.000232241574911963	unweighted	Yes	D21M
0.55	0.00282926829268293	0.00241973153048224	0.000241973153048224	unweighted	Yes	D21M
0.6	0.00292682926829268	0.00240178518984064	0.000240178518984064	unweighted	Yes	D21M
0.65	0.0028780487804878	0.002411273514262	0.0002411273514262	unweighted	Yes	D21M
0.7	0.00317073170731707	0.00233840236800538	0.000233840236800538	unweighted	Yes	D21M
0.75	0.00302439024390244	0.00237966698153446	0.000237966698153446	unweighted	Yes	D21M
0.8	0.00297560975609756	0.00239125429268389	0.000239125429268389	unweighted	Yes	D21M
0.85	0.00302439024390244	0.00237966698153446	0.000237966698153446	unweighted	Yes	D21M
0.9	0.00292682926829268	0.00240178518984064	0.000240178518984064	unweighted	Yes	D21M
0.95	0.00297560975609756	0.00239125429268389	0.000239125429268389	unweighted	Yes	D21M
1	0	0	0	unweighted	Yes	D21M
0.05	0.705414634146341	0.0115788093634815	0.00115788093634815	weighted	No	D21M
0.1	0.66019512195122	0.0161000244481126	0.00161000244481126	weighted	No	D21M
0.15	0.614439024390244	0.0211997512288687	0.00211997512288687	weighted	No	D21M
0.2	0.566585365853658	0.0217863563486395	0.00217863563486395	weighted	No	D21M
0.25	0.522439024390244	0.0253660431702133	0.00253660431702133	weighted	No	D21M
0.3	0.476780487804878	0.0240939879035435	0.00240939879035435	weighted	No	D21M
0.35	0.428829268292683	0.0285035595148545	0.00285035595148545	weighted	No	D21M
0.4	0.391170731707317	0.0289021609516106	0.00289021609516105	weighted	No	D21M
0.45	0.354048780487805	0.0266296861098833	0.00266296861098833	weighted	No	D21M
0.5	0.312926829268293	0.026811344771155	0.0026811344771155	weighted	No	D21M
0.55	0.270048780487805	0.0242718981501068	0.00242718981501068	weighted	No	D21M
