Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	4e-04	0.00146532799986424	0.000146532799986424	weighted	Yes	D12M
0.1	0.00114285714285714	0.00229722929202106	0.000229722929202106	weighted	Yes	D12M
0.15	0.0016	0.00257863348488122	0.000257863348488122	weighted	Yes	D12M
0.2	0.00228571428571429	0.00281351979381332	0.000281351979381332	weighted	Yes	D12M
0.25	0.00291428571428571	0.00287096225026109	0.000287096225026109	weighted	Yes	D12M
0.3	0.00302857142857143	0.00286636318883767	0.000286636318883767	weighted	Yes	D12M
0.35	0.00371428571428571	0.00273927134537773	0.000273927134537773	weighted	Yes	D12M
0.4	0.00342857142857143	0.00281351979381332	0.000281351979381332	weighted	Yes	D12M
0.45	0.00325714285714286	0.00284325629689282	0.000284325629689282	weighted	Yes	D12M
0.5	0.00394285714285714	0.00265613256406704	0.000265613256406704	weighted	Yes	D12M
0.55	0.00365714285714286	0.00275667515042527	0.000275667515042527	weighted	Yes	D12M
0.6	0.00337142857142857	0.00282463468813549	0.000282463468813549	weighted	Yes	D12M
0.65	0.00388571428571429	0.00267900669864086	0.000267900669864086	weighted	Yes	D12M
0.7	0.00314285714285714	0.00285714285714286	0.000285714285714286	weighted	Yes	D12M
0.75	0.00371428571428571	0.00273927134537773	0.000273927134537773	weighted	Yes	D12M
0.8	0.00365714285714286	0.00275667515042527	0.000275667515042527	weighted	Yes	D12M
0.85	0.00371428571428571	0.00273927134537773	0.000273927134537773	weighted	Yes	D12M
0.9	0.00308571428571429	0.00286233294835447	0.000286233294835448	weighted	Yes	D12M
0.95	0.00302857142857143	0.00286636318883767	0.000286636318883767	weighted	Yes	D12M
1	0	0	0	weighted	Yes	D12M
0.05	0.000571428571428571	0.00172292196901579	0.000172292196901579	unweighted	Yes	D12M
0.1	0.00108571428571429	0.00225301282516379	0.000225301282516379	unweighted	Yes	D12M
0.15	0.00165714285714286	0.00260598869469754	0.000260598869469754	unweighted	Yes	D12M
0.2	0.00211428571428571	0.00277278049767948	0.000277278049767948	unweighted	Yes	D12M
0.25	0.00302857142857143	0.00286636318883767	0.000286636318883767	unweighted	Yes	D12M
0.3	0.0028	0.00287096225026109	0.000287096225026109	unweighted	Yes	D12M
0.35	0.00348571428571429	0.00280118360000113	0.000280118360000113	unweighted	Yes	D12M
0.4	0.00371428571428571	0.00273927134537773	0.000273927134537773	unweighted	Yes	D12M
0.45	0.00382857142857143	0.00270046607214435	0.000270046607214435	unweighted	Yes	D12M
0.5	0.00382857142857143	0.00270046607214435	0.000270046607214435	unweighted	Yes	D12M
0.55	0.00337142857142857	0.00282463468813549	0.000282463468813549	unweighted	Yes	D12M
0.6	0.00422857142857143	0.0025191085844389	0.00025191085844389	unweighted	Yes	D12M
0.65	0.00434285714285714	0.00245276969137673	0.000245276969137673	unweighted	Yes	D12M
0.7	0.00371428571428571	0.00273927134537773	0.000273927134537773	unweighted	Yes	D12M
0.75	0.00377142857142857	0.00272054416325442	0.000272054416325442	unweighted	Yes	D12M
0.8	0.00394285714285714	0.00265613256406704	0.000265613256406704	unweighted	Yes	D12M
0.85	0.00337142857142857	0.00282463468813549	0.000282463468813549	unweighted	Yes	D12M
0.9	0.00348571428571429	0.00280118360000113	0.000280118360000113	unweighted	Yes	D12M
0.95	0.00325714285714286	0.00284325629689282	0.000284325629689282	unweighted	Yes	D12M
1	0	0	0	unweighted	Yes	D12M
0.05	0.750285714285714	0.00955837881904249	0.000955837881904249	weighted	No	D12M
0.1	0.703657142857143	0.0106214253933314	0.00106214253933314	weighted	No	D12M
0.15	0.661371428571429	0.0134838749448802	0.00134838749448802	weighted	No	D12M
0.2	0.614171428571429	0.0182965335957466	0.00182965335957466	weighted	No	D12M
0.25	0.570914285714286	0.0197630991137546	0.00197630991137546	weighted	No	D12M
0.3	0.528514285714286	0.018829837242068	0.0018829837242068	weighted	No	D12M
0.35	0.484628571428571	0.0197062743828339	0.00197062743828339	weighted	No	D12M
0.4	0.440228571428571	0.0214566626839131	0.00214566626839131	weighted	No	D12M
0.45	0.392857142857143	0.0219799199979637	0.00219799199979637	weighted	No	D12M
0.5	0.347828571428571	0.0244287275422638	0.00244287275422638	weighted	No	D12M
0.55	0.309771428571429	0.0241249410542269	0.00241249410542269	weighted	No	D12M
0.6	0.266628571428571	0.0221122490122585	0.00221122490122585	weighted	No	D12M
0.65	0.225885714285714	0.0213261428822218	0.00213261428822218	weighted	No	D12M
0.7	0.185657142857143	0.0212026765792652	0.00212026765792652	weighted	No	D12M
0.75	0.1532	0.0209554503851668	0.00209554503851668	weighted	No	D12M
0.8	0.114228571428571	0.018440452784773	0.0018440452784773	weighted	No	D12M
0.85	0.0752571428571429	0.0180711619278904	0.00180711619278904	weighted	No	D12M
0.9	0.0449142857142857	0.0136636873232587	0.00136636873232587	weighted	No	D12M
0.95	0.0173142857142857	0.00969389252350502	0.000969389252350502	weighted	No	D12M
1	0	0	0	weighted	No	D12M
0.05	0.753657142857143	0.00900381283901849	0.000900381283901849	unweighted	No	D12M
0.1	0.703771428571429	0.0123100199184946	0.00123100199184946	unweighted	No	D12M
0.15	0.662	0.014560134830531	0.0014560134830531	unweighted	No	D12M
0.2	0.6116	0.0200178028371426	0.00200178028371426	unweighted	No	D12M
0.25	0.570114285714286	0.0164427506412328	0.00164427506412328	unweighted	No	D12M
