Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	0.000532786885245902	0.00138523634831816	0.000138523634831816	weighted	Yes	D00C
0.1	0.00127049180327869	0.00190501310947431	0.000190501310947431	weighted	Yes	D00C
0.15	0.00163934426229508	0.00201789329474316	0.000201789329474316	weighted	Yes	D00C
0.2	0.00180327868852459	0.00204462152282729	0.000204462152282729	weighted	Yes	D00C
0.25	0.00233606557377049	0.0020392207047387	0.00020392207047387	weighted	Yes	D00C
0.3	0.00262295081967213	0.00197712357100173	0.000197712357100173	weighted	Yes	D00C
0.35	0.00262295081967213	0.00197712357100173	0.000197712357100173	weighted	Yes	D00C
0.4	0.00270491803278689	0.00195120995315378	0.000195120995315378	weighted	Yes	D00C
0.45	0.00254098360655738	0.00199931037383018	0.000199931037383018	weighted	Yes	D00C
0.5	0.00282786885245902	0.00190501310947431	0.000190501310947431	weighted	Yes	D00C
0.55	0.00266393442622951	0.00196464133377501	0.000196464133377501	weighted	Yes	D00C
0.6	0.00274590163934426	0.00193680968289041	0.000193680968289041	weighted	Yes	D00C
0.65	0.00274590163934426	0.00193680968289041	0.000193680968289041	weighted	Yes	D00C
0.7	0.00282786885245902	0.00190501310947431	0.000190501310947431	weighted	Yes	D00C
0.75	0.00286885245901639	0.00188756633799934	0.000188756633799934	weighted	Yes	D00C
0.8	0.00258196721311475	0.00198867453727012	0.000198867453727012	weighted	Yes	D00C
0.85	0.00274590163934426	0.00193680968289041	0.000193680968289041	weighted	Yes	D00C
0.9	0.00254098360655738	0.00199931037383018	0.000199931037383018	weighted	Yes	D00C
0.95	0.00241803278688525	0.00202586504272012	0.000202586504272012	weighted	Yes	D00C
1	0	0	0	weighted	Yes	D00C
0.05	0.000655737704918033	0.00151005307039947	0.000151005307039947	unweighted	Yes	D00C
0.1	0.00155737704918033	0.00199931037383018	0.000199931037383018	unweighted	Yes	D00C
0.15	0.00159836065573771	0.00200904561475491	0.000200904561475491	unweighted	Yes	D00C
