Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	0.00440366972477064	0.000903423787004277	9.03423787004277e-05	weighted	Yes	D21C
0.1	0.00431192660550459	0.00109487732374285	0.000109487732374285	weighted	Yes	D21C
0.15	0.00408256880733945	0.0014425047602533	0.00014425047602533	weighted	Yes	D21C
0.2	0.00353211009174312	0.00194014947101675	0.000194014947101675	weighted	Yes	D21C
0.25	0.00371559633027523	0.00180861121286084	0.000180861121286084	weighted	Yes	D21C
0.3	0.00344036697247706	0.00199630339398736	0.000199630339398736	weighted	Yes	D21C
0.35	0.00334862385321101	0.00204677084100217	0.000204677084100217	weighted	Yes	D21C
0.4	0.00307339449541284	0.0021678053331434	0.00021678053331434	weighted	Yes	D21C
0.45	0.00270642201834862	0.00226748197442069	0.000226748197442069	weighted	Yes	D21C
0.5	0.00293577981651376	0.00221292729965331	0.000221292729965331	weighted	Yes	D21C
0.55	0.0036697247706422	0.00184410608304443	0.000184410608304443	weighted	Yes	D21C
0.6	0.00288990825688073	0.0022258559041005	0.00022258559041005	weighted	Yes	D21C
0.65	0.00353211009174312	0.00194014947101675	0.000194014947101675	weighted	Yes	D21C
0.7	0.00298165137614679	0.00219895635523441	0.000219895635523441	weighted	Yes	D21C
0.75	0.00275229357798165	0.00225855946751069	0.000225855946751069	weighted	Yes	D21C
0.8	0.00275229357798165	0.00225855946751069	0.000225855946751069	weighted	Yes	D21C
0.85	0.00270642201834862	0.00226748197442069	0.000226748197442069	weighted	Yes	D21C
0.9	0.00288990825688073	0.0022258559041005	0.00022258559041005	weighted	Yes	D21C
0.95	0.0023394495412844	0.0023046715311729	0.00023046715311729	weighted	Yes	D21C
1	0	0	0	weighted	Yes	D21C
0.05	0.00444954128440367	0.000786452330264978	7.86452330264978e-05	unweighted	Yes	D21C
0.1	0.00403669724770642	0.00149815886408757	0.000149815886408757	unweighted	Yes	D21C
0.15	0.0039908256880734	0.00155044802288822	0.000155044802288822	unweighted	Yes	D21C
0.2	0.00344036697247706	0.00199630339398736	0.000199630339398736	unweighted	Yes	D21C
0.25	0.0036697247706422	0.00184410608304443	0.000184410608304443	unweighted	Yes	D21C
0.3	0.00385321100917431	0.00169015114301592	0.000169015114301592	unweighted	Yes	D21C
0.35	0.00334862385321101	0.00204677084100217	0.000204677084100217	unweighted	Yes	D21C
0.4	0.00311926605504587	0.00215057877184473	0.000215057877184473	unweighted	Yes	D21C
0.45	0.00321100917431193	0.0021126889287699	0.00021126889287699	unweighted	Yes	D21C
0.5	0.00321100917431193	0.0021126889287699	0.00021126889287699	unweighted	Yes	D21C
0.55	0.00302752293577982	0.00218392306683268	0.000218392306683268	unweighted	Yes	D21C
