Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0	0	0	weighted	Yes	D30C
2	0	0	0	weighted	Yes	D30C
3	0	0	0	weighted	Yes	D30C
4	0	0	0	weighted	Yes	D30C
5	0	0	0	weighted	Yes	D30C
6	0	0	0	weighted	Yes	D30C
7	0	0	0	weighted	Yes	D30C
8	0	0	0	weighted	Yes	D30C
9	0	0	0	weighted	Yes	D30C
10	0	0	0	weighted	Yes	D30C
11	0	0	0	weighted	Yes	D30C
12	0	0	0	weighted	Yes	D30C
13	0	0	0	weighted	Yes	D30C
14	0	0	0	weighted	Yes	D30C
15	0	0	0	weighted	Yes	D30C
16	0	0	0	weighted	Yes	D30C
17	0	0	0	weighted	Yes	D30C
18	0	0	0	weighted	Yes	D30C
19	0	0	0	weighted	Yes	D30C
20	0	0	0	weighted	Yes	D30C
21	0	0	0	weighted	Yes	D30C
22	0	0	0	weighted	Yes	D30C
23	0	0	0	weighted	Yes	D30C
24	0	0	0	weighted	Yes	D30C
25	0	0	0	weighted	Yes	D30C
26	0	0	0	weighted	Yes	D30C
27	0	0	0	weighted	Yes	D30C
28	0	0	0	weighted	Yes	D30C
29	0	0	0	weighted	Yes	D30C
30	0	0	0	weighted	Yes	D30C
31	0	0	0	weighted	Yes	D30C
32	0	0	0	weighted	Yes	D30C
33	0	0	0	weighted	Yes	D30C
34	0	0	0	weighted	Yes	D30C
35	0	0	0	weighted	Yes	D30C
36	0	0	0	weighted	Yes	D30C
37	0	0	0	weighted	Yes	D30C
38	0	0	0	weighted	Yes	D30C
39	0	0	0	weighted	Yes	D30C
40	0	0	0	weighted	Yes	D30C
41	0	0	0	weighted	Yes	D30C
1	0	0	0	unweighted	Yes	D30C
2	0	0	0	unweighted	Yes	D30C
3	0	0	0	unweighted	Yes	D30C
4	0	0	0	unweighted	Yes	D30C
5	0	0	0	unweighted	Yes	D30C
6	0	0	0	unweighted	Yes	D30C
7	0	0	0	unweighted	Yes	D30C
8	0	0	0	unweighted	Yes	D30C
9	0	0	0	unweighted	Yes	D30C
10	0	0	0	unweighted	Yes	D30C
11	0	0	0	unweighted	Yes	D30C
12	0	0	0	unweighted	Yes	D30C
13	0	0	0	unweighted	Yes	D30C
14	0	0	0	unweighted	Yes	D30C
15	0	0	0	unweighted	Yes	D30C
16	0	0	0	unweighted	Yes	D30C
17	0	0	0	unweighted	Yes	D30C
18	0	0	0	unweighted	Yes	D30C
19	0	0	0	unweighted	Yes	D30C
20	0	0	0	unweighted	Yes	D30C
21	0	0	0	unweighted	Yes	D30C
22	0	0	0	unweighted	Yes	D30C
23	0	0	0	unweighted	Yes	D30C
24	0	0	0	unweighted	Yes	D30C
25	0	0	0	unweighted	Yes	D30C
26	0	0	0	unweighted	Yes	D30C
27	0	0	0	unweighted	Yes	D30C
28	0	0	0	unweighted	Yes	D30C
29	0	0	0	unweighted	Yes	D30C
30	0	0	0	unweighted	Yes	D30C
31	0	0	0	unweighted	Yes	D30C
32	0	0	0	unweighted	Yes	D30C
33	0	0	0	unweighted	Yes	D30C
34	0	0	0	unweighted	Yes	D30C
35	0	0	0	unweighted	Yes	D30C
36	0	0	0	unweighted	Yes	D30C
37	0	0	0	unweighted	Yes	D30C
38	0	0	0	unweighted	Yes	D30C
39	0	0	0	unweighted	Yes	D30C
40	0	0	0	unweighted	Yes	D30C
41	0	0	0	unweighted	Yes	D30C
1	0.648013245033113	0.00369086376836233	0.000369086376836233	weighted	No	D30C
2	0.646754966887417	0.00525940848405689	0.000525940848405689	weighted	No	D30C
3	0.645496688741722	0.00591250440214368	0.000591250440214368	weighted	No	D30C
4	0.642847682119205	0.00864009056400578	0.000864009056400578	weighted	No	D30C
5	0.642715231788079	0.00827981787913957	0.000827981787913957	weighted	No	D30C
6	0.640331125827815	0.00891465561253792	0.000891465561253792	weighted	No	D30C
7	0.639403973509934	0.0101543072510141	0.00101543072510141	weighted	No	D30C
8	0.639337748344371	0.00971028731985688	0.000971028731985688	weighted	No	D30C
9	0.636556291390728	0.0109075225504089	0.00109075225504089	weighted	No	D30C
10	0.637814569536424	0.0105110226760801	0.00105110226760801	weighted	No	D30C
11	0.631192052980132	0.0114006105169224	0.00114006105169224	weighted	No	D30C
12	0.630927152317881	0.0129012512360118	0.00129012512360118	weighted	No	D30C
13	0.63364238410596	0.0110927776328314	0.00110927776328314	weighted	No	D30C
14	0.629735099337748	0.0119840955387382	0.00119840955387382	weighted	No	D30C
15	0.628543046357616	0.0122038778191871	0.00122038778191871	weighted	No	D30C
16	0.626291390728477	0.0135183191688079	0.00135183191688079	weighted	No	D30C
17	0.628543046357616	0.0131137719560964	0.00131137719560964	weighted	No	D30C
18	0.625629139072848	0.0128185743465129	0.00128185743465129	weighted	No	D30C
19	0.625298013245033	0.0130489193747104	0.00130489193747104	weighted	No	D30C
20	0.623973509933775	0.0134303709532304	0.00134303709532304	weighted	No	D30C
21	0.622582781456954	0.0132949424243258	0.00132949424243258	weighted	No	D30C
22	0.620662251655629	0.0131806583299667	0.00131806583299667	weighted	No	D30C
23	0.619867549668874	0.0122004287807109	0.00122004287807109	weighted	No	D30C
24	0.617615894039735	0.0127549994661254	0.00127549994661254	weighted	No	D30C
25	0.618013245033113	0.0126944218409932	0.00126944218409932	weighted	No	D30C
26	0.615629139072848	0.012233789107139	0.0012233789107139	weighted	No	D30C
27	0.612847682119205	0.0122879867311111	0.00122879867311111	weighted	No	D30C
28	0.612516556291391	0.0122183894064882	0.00122183894064882	weighted	No	D30C
29	0.612384105960265	0.0119233167299861	0.00119233167299861	weighted	No	D30C
30	0.608675496688742	0.0110212603384591	0.00110212603384591	weighted	No	D30C
31	0.608741721854305	0.0108831263611737	0.00108831263611737	weighted	No	D30C
32	0.608543046357616	0.00968630590777875	0.000968630590777875	weighted	No	D30C
33	0.60635761589404	0.0105792897453113	0.00105792897453113	weighted	No	D30C
34	0.606225165562914	0.010541534913078	0.0010541534913078	weighted	No	D30C
