Number.hub.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
1	0.00458715596330275	0	0	weighted	Yes	D21C
2	0.00458715596330275	0	0	weighted	Yes	D21C
3	0.00458715596330275	0	0	weighted	Yes	D21C
4	0.00458715596330275	0	0	weighted	Yes	D21C
5	0.00458715596330275	0	0	weighted	Yes	D21C
6	0.00458715596330275	0	0	weighted	Yes	D21C
7	0.00458715596330275	0	0	weighted	Yes	D21C
8	0.00458715596330275	0	0	weighted	Yes	D21C
9	0.00458715596330275	0	0	weighted	Yes	D21C
10	0.00458715596330275	0	0	weighted	Yes	D21C
11	0.00458715596330275	0	0	weighted	Yes	D21C
12	0.00458715596330275	0	0	weighted	Yes	D21C
13	0.00458715596330275	0	0	weighted	Yes	D21C
14	0.00458715596330275	0	0	weighted	Yes	D21C
15	0.00458715596330275	0	0	weighted	Yes	D21C
16	0.00458715596330275	0	0	weighted	Yes	D21C
17	0.00458715596330275	0	0	weighted	Yes	D21C
18	0.00458715596330275	0	0	weighted	Yes	D21C
19	0.00458715596330275	0	0	weighted	Yes	D21C
20	0.00458715596330275	0	0	weighted	Yes	D21C
21	0.00458715596330275	0	0	weighted	Yes	D21C
22	0.00458715596330275	0	0	weighted	Yes	D21C
23	0.00458715596330275	0	0	weighted	Yes	D21C
24	0.00458715596330275	0	0	weighted	Yes	D21C
25	0.00458715596330275	0	0	weighted	Yes	D21C
26	0.00458715596330275	0	0	weighted	Yes	D21C
27	0.00458715596330275	0	0	weighted	Yes	D21C
28	0.00458715596330275	0	0	weighted	Yes	D21C
29	0.00458715596330275	0	0	weighted	Yes	D21C
30	0.00458715596330275	0	0	weighted	Yes	D21C
31	0.00458715596330275	0	0	weighted	Yes	D21C
32	0.00458715596330275	0	0	weighted	Yes	D21C
1	0.00458715596330275	0	0	unweighted	Yes	D21C
2	0.00458715596330275	0	0	unweighted	Yes	D21C
3	0.00458715596330275	0	0	unweighted	Yes	D21C
4	0.00458715596330275	0	0	unweighted	Yes	D21C
5	0.00458715596330275	0	0	unweighted	Yes	D21C
6	0.00458715596330275	0	0	unweighted	Yes	D21C
7	0.00458715596330275	0	0	unweighted	Yes	D21C
8	0.00458715596330275	0	0	unweighted	Yes	D21C
9	0.00458715596330275	0	0	unweighted	Yes	D21C
10	0.00458715596330275	0	0	unweighted	Yes	D21C
11	0.00458715596330275	0	0	unweighted	Yes	D21C
12	0.00458715596330275	0	0	unweighted	Yes	D21C
13	0.00458715596330275	0	0	unweighted	Yes	D21C
14	0.00458715596330275	0	0	unweighted	Yes	D21C
15	0.00458715596330275	0	0	unweighted	Yes	D21C
16	0.00458715596330275	0	0	unweighted	Yes	D21C
17	0.00458715596330275	0	0	unweighted	Yes	D21C
18	0.00458715596330275	0	0	unweighted	Yes	D21C
19	0.00458715596330275	0	0	unweighted	Yes	D21C
20	0.00458715596330275	0	0	unweighted	Yes	D21C
21	0.00458715596330275	0	0	unweighted	Yes	D21C
22	0.00458715596330275	0	0	unweighted	Yes	D21C
23	0.00458715596330275	0	0	unweighted	Yes	D21C
24	0.00458715596330275	0	0	unweighted	Yes	D21C
25	0.00458715596330275	0	0	unweighted	Yes	D21C
26	0.00458715596330275	0	0	unweighted	Yes	D21C
27	0.00458715596330275	0	0	unweighted	Yes	D21C
28	0.00458715596330275	0	0	unweighted	Yes	D21C
29	0.00458715596330275	0	0	unweighted	Yes	D21C
30	0.00458715596330275	0	0	unweighted	Yes	D21C
31	0.00458715596330275	0	0	unweighted	Yes	D21C
32	0.00458715596330275	0	0	unweighted	Yes	D21C
1	0.740917431192661	0.00682194637584914	0.000682194637584914	weighted	No	D21C
2	0.738165137614679	0.00937324855042513	0.000937324855042513	weighted	No	D21C
3	0.73651376146789	0.0106599859713369	0.00106599859713369	weighted	No	D21C
4	0.732935779816514	0.0138397059320595	0.00138397059320595	weighted	No	D21C
5	0.731743119266055	0.0137765956452439	0.00137765956452439	weighted	No	D21C
6	0.728394495412844	0.0159876526149707	0.00159876526149707	weighted	No	D21C
