Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	0.00809090909090909	0.00285878216122927	0.000285878216122927	weighted	Yes	D05M
0.1	0.00736363636363636	0.00358433858548784	0.000358433858548784	weighted	Yes	D05M
0.15	0.00709090909090909	0.0037848472717566	0.00037848472717566	weighted	Yes	D05M
0.2	0.00654545454545455	0.00410237145322012	0.000410237145322012	weighted	Yes	D05M
0.25	0.00572727272727273	0.00441124170085372	0.000441124170085372	weighted	Yes	D05M
0.3	0.00645454545454545	0.00414589110520062	0.000414589110520062	weighted	Yes	D05M
0.35	0.00663636363636364	0.0040563276667134	0.00040563276667134	weighted	Yes	D05M
0.4	0.00590909090909091	0.0043579316858282	0.00043579316858282	weighted	Yes	D05M
0.45	0.00645454545454545	0.00414589110520062	0.000414589110520062	weighted	Yes	D05M
0.5	0.00563636363636364	0.00443483392013239	0.000443483392013239	weighted	Yes	D05M
0.55	0.00536363636363636	0.00449373700385191	0.000449373700385191	weighted	Yes	D05M
0.6	0.005	0.00454545454545455	0.000454545454545455	weighted	Yes	D05M
0.65	0.00563636363636364	0.00443483392013239	0.000443483392013239	weighted	Yes	D05M
0.7	0.00490909090909091	0.00455371150874575	0.000455371150874576	weighted	Yes	D05M
0.75	0.00490909090909091	0.00455371150874575	0.000455371150874576	weighted	Yes	D05M
0.8	0.00481818181818182	0.00456012325496902	0.000456012325496902	weighted	Yes	D05M
0.85	0.00427272727272727	0.00456012325496902	0.000456012325496902	weighted	Yes	D05M
0.9	0.00427272727272727	0.00456012325496902	0.000456012325496902	weighted	Yes	D05M
0.95	0.004	0.00453534228699872	0.000453534228699872	weighted	Yes	D05M
1	0	0	0	weighted	Yes	D05M
0.05	0.00772727272727273	0.00326245710256942	0.000326245710256942	unweighted	Yes	D05M
0.1	0.00763636363636364	0.00334957226524973	0.000334957226524973	unweighted	Yes	D05M
0.15	0.00618181818181818	0.0042620561114741	0.00042620561114741	unweighted	Yes	D05M
