Proportion.removed	remain.mean	remain.sd	remain.se	weighted	consider_cascade	network
0.05	0.000132450331125828	0.000931823139975428	9.31823139975428e-05	weighted	Yes	D30C
0.1	0.000993377483443709	0.00237662437935521	0.000237662437935521	weighted	Yes	D30C
0.15	0.00105960264900662	0.00244008575614219	0.000244008575614219	weighted	Yes	D30C
0.2	0.00132450331125828	0.00266235182850122	0.000266235182850122	weighted	Yes	D30C
0.25	0.00139072847682119	0.00271099457443929	0.000271099457443929	weighted	Yes	D30C
0.3	0.000794701986754967	0.00216290485013967	0.000216290485013967	weighted	Yes	D30C
0.35	0.00185430463576159	0.00298848251559081	0.000298848251559081	weighted	Yes	D30C
0.4	0.00185430463576159	0.00298848251559081	0.000298848251559081	weighted	Yes	D30C
0.45	0.00211920529801325	0.00310480908782881	0.000310480908782881	weighted	Yes	D30C
0.5	0.00185430463576159	0.00298848251559081	0.000298848251559081	weighted	Yes	D30C
0.55	0.0023841059602649	0.00319482219420147	0.000319482219420147	weighted	Yes	D30C
0.6	0.00185430463576159	0.00298848251559081	0.000298848251559081	weighted	Yes	D30C
0.65	0.00291390728476821	0.00330389173225072	0.000330389173225072	weighted	Yes	D30C
0.7	0.00271523178807947	0.00327358324783914	0.000327358324783914	weighted	Yes	D30C
0.75	0.00317880794701987	0.00332527636800449	0.000332527636800449	weighted	Yes	D30C
0.8	0.00304635761589404	0.00331727328451678	0.000331727328451678	weighted	Yes	D30C
0.85	0.00245033112582781	0.00321348733174775	0.000321348733174775	weighted	Yes	D30C
0.9	0.00304635761589404	0.00331727328451678	0.000331727328451678	weighted	Yes	D30C
0.95	0.00231788079470199	0.00317465222146425	0.000317465222146425	weighted	Yes	D30C
1	0	0	0	weighted	Yes	D30C
0.05	6.62251655629139e-05	0.000662251655629139	6.62251655629139e-05	unweighted	Yes	D30C
0.1	0.000397350993377483	0.00158068381838372	0.000158068381838372	unweighted	Yes	D30C
0.15	0.00112582781456954	0.00250016667595124	0.000250016667595124	unweighted	Yes	D30C
0.2	0.000993377483443709	0.00237662437935521	0.000237662437935521	unweighted	Yes	D30C
0.25	0.00152317880794702	0.00280101049458047	0.000280101049458047	unweighted	Yes	D30C
0.3	0.00158940397350993	0.00284261388073462	0.000284261388073462	unweighted	Yes	D30C
0.35	0.00165562913907285	0.00288208039661751	0.000288208039661751	unweighted	Yes	D30C
0.4	0.00185430463576159	0.00298848251559081	0.000298848251559081	unweighted	Yes	D30C
0.45	0.00218543046357616	0.00312967922268385	0.000312967922268385	unweighted	Yes	D30C
0.5	0.0023841059602649	0.00319482219420147	0.000319482219420147	unweighted	Yes	D30C
0.55	0.00225165562913907	0.003152948533573	0.0003152948533573	unweighted	Yes	D30C
0.6	0.00231788079470199	0.00317465222146425	0.000317465222146425	unweighted	Yes	D30C
