OTU100			1		1	3	1		1	1	2	2	2	1		1	2		1	2
OTU1028		3	3	1	9	5	3	5	5	12	3	3	2		2	1	3	3	3	3
OTU103	4	5	2	13	10	13	4	12	7	4	3	11	3	3	2	4	4	6	4	4
OTU1030	1		1	2	2	1		2	2			2			3	1		3		3
OTU1036	2			5	4	4		2	3	2	3	4	4		1	1	4	1		4
OTU1080	30	44	23	30	36	45	17	29	33	44	54	52	36	21	11	40	37	30	12	34
OTU1099	2	2		5		4	1	5	2	2	2	3	1			1	1	1	1	
OTU110	879	1198	1459	620	721	480	3875	548	393	466	722	1418	1556	1679	2283	511	1193	674	407	441
OTU1108	818	1161	108	534	241	267	248	550	343	99	448	348	483	260	124	430	400	227	328	419
OTU1119	12	11	12	11	11	21	6	9	15	16	10	17	4	2	2	8	7	2	5	10
OTU1120		2		2		4		3		1	1	1				3	4	1	3	1
OTU1123		4	1	2	1	6		2	2	1	1	3		1		1	2	1		
OTU1124			2		1	5				1	1	2				1	2		1	1
OTU1156			1	2	2	1		1		1		1	1		1	3	1	1	1	2
OTU1189	8	1	6	11	6	7	1	9	6	9	4	7	2	1	1	8	6	5	4	1
OTU1225	2	5	2	2	2	7	1	3	8	4	5	6	5			2	2	2	3	3
OTU1280	1	5	6	2	6	12	3	1	4	6	4	2	1		2	6	3	4	2	2
OTU1282	1		1	3		1			3	2		1		1		3		3	2	4
OTU1283	1	1	1	1		1	1	1		2	1	1	1				2	1	1	2
OTU1285			2	4		2	1	1	3	1	4	1	2			3	1			3
OTU1287	1		1	3	2	1			4		1			2				4		1
OTU1290	2	1				1	1	1	1		2		2			1				1
OTU1296			1				1	1	1	1	1	1			1	4			1	
OTU1301	4	2	3	1	3	8			2	7	1	2	1		1	3	2	3	1	2
OTU1305	8	6	3	9	8	10	10	2	4	5	2	2	6	1	6	2	3	3	9	7
OTU1306		1	4	1		2		2	4	3		4	4			1	1			2
OTU1307	8	20		5	2	9	22	16	9	2	6	3	3	10	9	10	10	6	4	12
OTU1314	2		1		1	5	2	2	2	4		3	4		2	2		1	1	
OTU1319		3	5		7	7	1	2	1	6	3	3	5	2	1	4	1	2		1
OTU1321	8	11	13	8	15	10	1	6	12	13	8	17	6	3	2	12	7	6	6	11
OTU1324					1	3	1	2	2	1	1	1				1	2			1
OTU1339	7	9	4	3	3		13	4		1	5	8	6	5	3	7	6	2		2
OTU1345	110	242	39	75	52	55	44	120	37	24	114	74	67	27	25	56	43	22	77	54
OTU1357	2	1	1		1	2	1	2	3	2	2	3	2		1					
OTU1365	2	2		3	4	5	2	2	3	1	1	7	1	1		4	2	1	1	
OTU1372	4	3	2	2	4	2	7	3	7		2				1	3	2		1	
OTU1382	11	8	1	4	5	11	12	19	4	4	6	4	7	1	1	8	2	4	3	7
OTU1385			1	1	1	1				2	2	2	1				2	1	1	2
OTU1388	1			1	2	1				1	1	2	1			1	1	1		1
OTU1392	5	8	1		2	3	1		6		2	3		1		1	3		10	
OTU1393		4		1	1	1			1	2	2	2	1				2	1		1
OTU1402	11	13	15	13	16	16	3	8	18	11	10	24	10	6	7	12	14	7	8	9
OTU1425	12	1	10	12	9	25	5	8	20	18	13	14	7	3	3	14	9	16	9	9
OTU1428	2	1		1	2	2			3	1	2	2	1	1	1		2			
OTU1430		1		1	2	1	1	2	1	2		2				2				3
OTU1452	21	6	14	15	17	28	4	8	30	28	7	23	10	11	4	17	30	11	6	19
OTU1463	2	2	2	2	1	4	2	7	1		3	2	1	1		2	4	2	3	3
OTU1464	4	1	5	8	4	7		5	9	4	8	5	4	1	1	5	5	6	4	5
OTU1465	1			2	3	1	1		3	1	3	3							3	1
OTU1474					1	1	3			1	1	1	1	1	1			1		
OTU1479	1	1				1	1	3	1		1	4	2			2	2			
OTU1480	2	1	3	1	1	1	3	2	2	3	1	4			1	2	1	1	1	3
OTU1481				2	1	1	1		1	1	1	1		1		1		2	3	1
OTU1482	1	3			1	1		4		1	1		1			1	1	1		
OTU1504		1	1	1	2	2			2	2	1	1	2			1	3		2	4
OTU1507	1	3		4		1		3	3	2		3				3	1	1	1	1
OTU1508	12	6	10	8	13	22	19	15	9	19	8	23	11	4	5	14	11	6	6	5
OTU1513	12	3	6	12	9	13	5	9	9	6	5	13	6		4	8	10	10	3	5
OTU1525	1	1	2	1	3	3	1		6	4		3	5	1	1	4	5	5	3	2
OTU1540	5	10	1	10	1	7	1	3	8	3	5	6	2			6	3	3	1	4
OTU1546	5	7	5	4	12	13	1	5	1	5	3	6	4		2	4	5	1		2
OTU1548	1	2	2				1			4		2			1	1			1	1
OTU1554		2	1	1	3	1		3	2		2	3	3	2		1	2	2	1	3
OTU1557	4	3	1	5	7	11	2	8	9	3	5	9	4	1	1	4	4	3	3	7
OTU1577	1	4	3	1	3	2	1			1	1	2	1	1	1	3		1		1
OTU1605	49	54	64	53	58	88	41	58	73	70	26	81	40	17	24	51	28	21	27	20
OTU1621	6	4	4	2	7	11	3	4	4	8	8	9	2	1	2	5	5	3	1	11
OTU1642			2	1		3	1		1	2		2	3				2			2
OTU1645	2	2	1	1	1	6		2		1	2	2	1			2	3			2
OTU1661		2	1	6	3	4		1	4	2	3	3	1	2		2	3	1		6
OTU1665	4			2	1	5	1			2					1	3	1			1
OTU1667	1	1	2	1	1	1		1	2	2		1			1	1		1		1
OTU1675	5	5	3	4	2	5	2	6	7	5	4	9	3	4	1	4	3	3	2	3
OTU1677	18	28	8	20	11	17	4	16	19	23	9	26	10	2	4	14	5	24	11	15
OTU1680	1	1	1	3	1	5	3	2	1				1	1		2	2	1		3
OTU1685		1	1	2		3		1	2	2	1	1	2		1	3	1	6	5	
OTU1686	1	1	4		2	3	1		3	1		1	2	1	1	1		1	1	1
OTU1687	1			3	1	4		1	1	2			1	1	3		1	4	1	
OTU1688	3		1	2	2	2		4	1		1	4	2				1		2	
OTU1693	3	2	1		2		1		2	2	3		1	1	1	1	1	2	3	3
OTU1694	10	13	1	5	6	7	1	5	9	4	6	13	4			8	9	5	6	10
OTU1699	1	1			1			2		1		1	1				1	1		2
OTU1700	2	1		2	1	3				1				1		1	1			2
OTU1704	4	6	2	2	3	3	6	6	3	6	3	6	3	2		4	1	4	4	4
OTU1707	5	5	5	5	5	4	2	3	2	8	4	4	1	3		5	2	3	2	7
OTU1718		1			1	1	1		1	1	1		1				2	2		
OTU1723	1	1	1	3				2	1		1	3	1		1	1	1	1	2	3
OTU1727	2			1	2	1		3	1	1			2			1		1	1	3
OTU1756	1	1		1	2	2		2		2	3	4	1				2			1
OTU1760	3	3	2	2	2	1		3	5			4	1			1	1	2		1
OTU1810	2	2	1	2	1	1	1	2	2	1	1		1	1		1	2	1	2	2
OTU1874	22	17	30	12	17	41	21	15	32	31	21	46	13	8	10	18	16	16	9	9
OTU1889	1	1		2		1	2			2		1		1		1	1		1	5
OTU1898	4	6	1	5	6	11	2	5	8	10	4	2	1	1	3	4	4	3	4	3
OTU1920	2	3	3	1	5	3	4	3	2	5	3	3	4	1			1	1	3	4
OTU1936	51	45	58	48	58	81	37	53	72	62	40	84	28	10	29	52	37	32	23	43
OTU1938		1		1	3		1	1	1	1	3			2			2	1		
OTU1945	14	10	10	13	12	11	6	4	11	14	6	18	5	5	3	11	4	4	5	11
OTU1954	4		3	5	3	3	3	2			3	1		1	1	3	1	3	3	2
OTU1999	2		7	4	6	4	5	6	1	2	1	1	4	2	1		2	5	8	4
