OTU100	2	1			3		2			2		2	2	1	5	4		1	3	3
OTU1006	1			2			3			1	1	2	1	1	7	2	2	1	7	2
OTU1012	2	2	1					1			2	1		1	1	2		1	2	
OTU1013	3	4	2	2	5		1	3	4	4		7		3	2	3			4	3
OTU1024	2				1	1	1	1		1	1				5				1	1
OTU1028	12	7	14	6	18	4	6	6	16	14	11	24		11	12	9	3	9	10	16
OTU1029			4	3		1	1	2	1	2		1		1	2	1	1			1
OTU103	7	17	4	9	22	4	12	9	10	9	8	15	3	10	34	6	7	9	23	20
OTU1030	3		2	3	3	1	11	5	6	3	2	5	2	3	1	3		3	8	8
OTU1036	4	5	3	6	5		12	5	2	3	4	8			3	4	1	6	4	7
OTU1039	3			2	1		1		1	1	2	1						1	1	
OTU104	2	1					1	2	1		2	1						1	1	1
OTU1043	2	1				1	1			1				1	2		1	1		1
OTU1051	2	2	1	2	1	1	1	1	2	2		1		1	3	2		3	3	3
OTU1052	4		3	2		1		1	1	5	6	4		1	1	1		2		
OTU1067	3	2	1	5		2	2	9	1			2		1	12	2			3	4
OTU107	2	1	1		1	2			1	1	1		1		1		1	1	4	
OTU1080	126	311	103	236	146	181	272	169	64	115	148	134	107	166	116	146	156	162	120	160
OTU1082	2	2	2	1		2	4	3			3					2		2	1	
OTU1097	2		1			1		2	1		2	1				1			1	1
OTU1099	6	7	2	3	18	10	10	3	5	4	4	10		4	9	8	2	10	8	3
OTU110	6876	2474	7367	3117	2757	6002	2542	3308	4545	2926	3645	2343	3833	3464	259	1260	2593	1655	596	1295
OTU1108	1040	1193	1214	885	462	1365	807	728	1011	1432	1090	1113	2059	1294	41	1890	3016	1090	115	937
OTU1109	3	2	1	2	2			3	2	3		4			2		1	2	2	5
OTU1111	1		1		1		2			2	2	1		1	2		1		4	1
OTU1115	3	2	1	1	3			3		3	1	1						2		1
OTU1117		1	2	1	10		2	5	2	2	8	11		2	1	4		1	3	2
OTU1119	38	34	42	19	67	25	39	45	35	46	61	47	7	33	42	29	16	24	49	44
OTU1120	5	7	9	10	16	4	11	13	5	5	18	8	3	16	7	12	3	8	16	23
OTU1121	5		2	4	2	1	2	2	1	4	1		2	1	1	1	1	3		
OTU1122			2		6	2	1	2	1	4	2	5	1	3	1			1		3
OTU1123	4	3	3	1	5	1	1	4	3	6	6	4		1	7			2	8	7
OTU1124	1	2	3	2	5	2	3	3	2	5	5	7	1	1	4	3	4	1	3	2
OTU113		1				1	1		2	3		1		1	2	2		1		1
OTU1133	5	2	1	1			2	2		1		1	1	2	4	2		4	2	5
OTU1136	3		5	2	9	3	3	2	4	4	9	3		3	2	2			4	3
OTU114	1		2	2	3	1	1			2		3	1			1			2	1
OTU1156	5	1	2		5	1	2	4	1	4	1	8			2	1	2	1	3	3
OTU1164	1		1	2		1	1		1	2	2			1	1					1
OTU118		1					1	1	1	1		3		3	3			2		3
OTU1181		2	4		1	1		1	2	2	5	3	1	5	1	4	1		1	4
OTU1186			2	1	2	1			2	2		1		1		1	1	1	1	
OTU1189	22	17	21	16	27	10	24	27	22	24	21	20	5	12	19	28	4	41	29	27
OTU1209		1	2		4		2				3	2		1	1		1	1	1	
OTU1225	6	6	9	4	23	3	16	8	5	14	8	15	1	2	17	5	2	14	13	14
OTU1234	2	2	2	4	12	2	3	4	2	3	2	5		4	3	4		2	9	3
OTU1235	2	1	2	1				2	3	1	2	6		1	1	1			1	1
OTU1239	3		1		1		3		3	5	3	2		1	1			2	1	2
OTU1243	2	4	2	1	7	2	2	1	3	1	4	11		2	2	2	1		3	1
OTU1247	2	5	2	2	1	4	2		1		4				1	2		1	5	
OTU1248	2			1	1		2		3	2	1	1		3	1	1			4	3
OTU1249	3		1			1			3	2	1	2	1	1		1	2	2	5	1
OTU1255			1	3	1	1	1	3	3	1		3	1	3	11	1		1	6	
OTU1259		1	1	1	3		4		1			1	1	2		1	1		4	4
OTU1268	1		2	1		1					1	1	1		1			1	1	1
OTU1269	2	2	1	2	4	1			2	2	1	3	2	1	5	2		1	8	4
OTU1272	2				1	1	2	2	4			2			3	1		1		
OTU1276	3	1	1	1			1	2	2	2	2	2			2	1		2	1	3
OTU1280	9	15	9	12	21	13	12	14	15	10	9	10	3	12	22	17	5	18	16	27
OTU1282	2	1	3	5	1	3	2	2		5	5	4		2	8	7		3	11	9
OTU1283	4		1	2	2		1			1	1	1	1	2	3			4	2	
OTU1285	3		3	2	8	2	3	2	2	2	4	23	4	2	9	9	1	2	14	11
OTU1287	4	1	2	2	2	1	3	3		2	1	2		1	7	4		2	4	3
OTU1288	3		1	1	4		5	1	1	1	1	2		4	5	4		5	3	5
OTU1290	2			1		2		4		1	2	1		1		1			2	
OTU1296		1	1			2	1	2	1	1	3	3		2	1				1	3
OTU1297		1	2		4	2					1	1		2	1	1		1	1	
