from	to	type
OTU5765	OTU7976	0.9003086
OTU1080	OTU7997	0.9161268
OTU7744	OTU8907	0.8574673
OTU103	OTU5128	0.8603477
OTU6257	OTU6403	0.8420016
OTU1321	OTU1402	0.8419751
OTU5340	OTU5465	0.8861539
OTU1685	OTU3984	0.8549197
OTU1605	OTU7394	0.8639301
OTU4132	OTU4331	0.8416069
OTU1605	OTU5795	0.8634237
OTU4778	OTU6195	0.8571402
OTU1605	OTU8053	0.8637991
OTU3536	OTU5576	0.9343488
OTU6403	OTU7394	0.8408383
OTU3984	OTU5497	0.858643
OTU7976	OTU8678	0.9262359
OTU1402	OTU1605	0.8404537
OTU3860	OTU6841	0.8595113
OTU2086	OTU4778	0.859211
OTU1621	OTU1704	0.8398968
OTU5890	OTU6195	0.8397881
OTU6195	OTU6403	0.8843681
OTU5128	OTU8199	0.9225706
OTU6195	OTU6257	0.8392195
OTU7092	OTU8186	0.8390212
OTU1898	OTU2753	0.8388816
OTU442	OTU4883	0.8387793
OTU7644	OTU8326	0.8387487
OTU5340	OTU6622	0.8553126
OTU2506	OTU3169	0.8387317
OTU3536	OTU3860	0.8930374
OTU1898	OTU7440	0.94894
OTU7092	OTU8195	0.83851
OTU1080	OTU8907	0.9126555
OTU3536	OTU5732	0.8578697
OTU2185	OTU7092	0.838144
OTU5765	OTU6403	0.8381131
OTU7038	OTU791	0.8379749
OTU2778	OTU6841	0.9081249
OTU1028	OTU7825	0.8373442
OTU2828	OTU7139	0.8373415
OTU1605	OTU5890	0.8600729
OTU1028	OTU5092	0.8372758
OTU1321	OTU6841	0.9011539
OTU5146	OTU5465	0.9189721
OTU791	OTU8603	-0.8371552
OTU7997	OTU8700	0.8873194
OTU373	OTU3984	0.8368685
OTU5286	OTU5890	0.8368169
OTU1605	OTU1685	0.836786
OTU8434	OTU8678	0.8366306
OTU6880	OTU8700	0.8561785
OTU3806	OTU3984	0.8816255
OTU2405	OTU3142	0.8365425
OTU3523	OTU6042	0.836536
OTU3169	OTU6403	0.8932211
OTU3068	OTU4762	0.8363772
OTU7744	OTU7782	0.8362425
OTU2778	OTU7038	0.8362096
OTU2727	OTU3806	0.8359582
OTU1605	OTU4412	0.8581741
OTU1704	OTU5151	0.8952175
OTU6841	OTU7424	0.83569
OTU7744	OTU8434	0.835536
OTU3583	OTU6961	-0.8354779
OTU1685	OTU5128	0.852639
OTU7997	OTU8446	0.8354401
OTU3860	OTU4802	-0.8353965
OTU4412	OTU8700	0.8565057
OTU103	OTU1945	0.8509607
OTU7471	OTU8700	0.908635
OTU8275	OTU8657	0.8349148
OTU3984	OTU718	0.8550368
OTU2778	OTU5128	0.8960365
OTU1080	OTU4214	0.8539151
OTU2538	OTU4802	-0.8345704
OTU2340	OTU2753	0.8343792
OTU5465	OTU5890	0.850565
OTU4687	OTU5195	0.8340936
OTU5974	OTU6195	0.8340838
OTU5570	OTU5649	0.8340278
OTU5653	OTU5890	0.8338316
OTU7744	OTU8876	0.8695976
OTU2405	OTU2874	0.8335589
OTU1704	OTU3536	0.9172206
OTU1345	OTU8476	0.8331137
OTU5795	OTU8603	-0.8331071
OTU2874	OTU3984	0.8948801
OTU4649	OTU5465	0.8328747
OTU2536	OTU7449	0.8327876
OTU5890	OTU8446	0.8519794
OTU3984	OTU6880	0.8532966
OTU373	OTU8700	0.8546539
OTU7744	OTU8862	0.8326198
OTU8199	OTU8678	0.8325795
OTU1605	OTU6880	0.8571782
OTU5765	OTU5804	0.8321646
OTU4282	OTU6403	0.8320338
OTU3806	OTU4387	0.8318386
OTU3992	OTU5054	0.8318244
OTU1540	OTU6403	0.8318127
OTU1119	OTU1605	0.8770809
OTU3245	OTU7038	0.8313717
OTU1605	OTU2778	0.8536393
OTU442	OTU5039	0.8310436
OTU7976	OTU7997	0.8309598
OTU8434	OTU8700	0.8309508
OTU5146	OTU5653	0.9107658
OTU3536	OTU8199	0.89002
OTU4023	OTU5638	0.8307325
OTU5570	OTU7831	0.850975
OTU3748	OTU7038	0.8304564
OTU7038	OTU8326	0.8303546
OTU1508	OTU1898	0.8302823
OTU1675	OTU5783	0.8300868
OTU6602	OTU8700	0.8498525
OTU5146	OTU7440	0.9252997
OTU1605	OTU373	0.8532721
OTU2541	OTU8578	-0.8294018
OTU2414	OTU8658	0.8293806
OTU4412	OTU442	0.8293346
OTU5653	OTU7765	0.8497339
OTU1898	OTU2405	0.8558019
OTU1898	OTU7549	0.9233965
OTU5054	OTU5653	0.8834534
OTU3806	OTU4665	0.8286192
OTU1080	OTU1954	0.8885765
OTU8678	OTU8876	0.8284844
OTU7038	OTU8907	0.8282495
OTU7440	OTU7644	0.9410296
OTU4778	OTU7038	0.8281169
OTU4665	OTU5653	0.8281068
OTU3987	OTU3992	0.8280989
OTU7907	OTU8370	0.8280897
OTU1119	OTU1945	0.848375
OTU5783	OTU6841	0.8270151
OTU5540	OTU7390	0.8268297
OTU5649	OTU7527	0.9392996
OTU2316	OTU5039	0.8266805
OTU5465	OTU6880	0.8962351
OTU1321	OTU1621	0.8264169
OTU1677	OTU7038	0.8263195
OTU2414	OTU5765	0.8262906
OTU8531	OTU8657	0.8262378
OTU5039	OTU5653	0.8469625
OTU1080	OTU2778	0.8949155
OTU5653	OTU8862	0.847236
OTU2340	OTU5039	0.8688177
OTU5092	OTU8195	0.8258132
OTU2405	OTU7394	0.84884
OTU5039	OTU5128	0.8253256
OTU7800	OTU8434	0.8249828
OTU103	OTU6841	0.8483222
OTU4412	OTU5151	0.8840589
OTU4412	OTU5128	0.880534
OTU455	OTU4778	0.8243211
OTU7038	OTU8370	0.8242878
OTU2538	OTU7644	0.8242744
OTU6841	OTU7353	0.82417
OTU103	OTU8700	0.8478474
OTU3536	OTU4412	0.8705005
OTU2340	OTU2778	0.8934142
OTU5455	OTU791	0.8434874
OTU3439	OTU5924	0.8233885
OTU2283	OTU3806	0.8230625
OTU1898	OTU5151	0.8935953
OTU1677	OTU6195	0.8463969
OTU5128	OTU5732	0.9228281
OTU4802	OTU5054	-0.8228688
OTU4848	OTU5653	0.8223502
OTU1936	OTU8275	0.8221852
OTU2405	OTU3806	0.8987417
OTU5054	OTU7440	0.8452849
OTU3536	OTU6816	0.8458829
OTU6841	OTU7083	0.8219413
OTU1321	OTU7038	0.8216504
OTU1345	OTU3638	0.8214818
OTU6403	OTU6622	0.8214739
OTU3245	OTU6234	-0.8214123
OTU1080	OTU4331	0.843071
OTU1685	OTU6841	0.8451007
OTU3523	OTU8418	0.8896307
OTU4387	OTU8195	0.8211655
OTU4049	OTU4589	-0.8210626
OTU3536	OTU4214	0.868507
OTU5732	OTU6195	0.8208782
OTU3245	OTU4802	-0.820865
OTU1898	OTU3984	0.900457
OTU5653	OTU718	0.8387393
OTU1452	OTU1954	0.8207351
OTU3806	OTU3860	0.8204007
OTU442	OTU4649	0.8203882
OTU2766	OTU3984	0.8391714
OTU7831	OTU8700	0.8201692
OTU4815	OTU6195	0.8200486
OTU5340	OTU5455	0.8200397
OTU7782	OTU8195	0.8199559
OTU8195	OTU8804	0.8198389
OTU1954	OTU8700	0.8446375
OTU6108	OTU6961	-0.8197266
OTU6816	OTU7038	0.8196599
OTU4802	OTU6816	-0.8195953
OTU1036	OTU6403	0.8195855
OTU6622	OTU8700	0.8429338
OTU2418	OTU8490	0.819394
OTU7644	OTU7997	0.8974652
OTU5570	OTU7997	0.8423102
OTU3860	OTU8700	0.8443197
OTU5765	OTU589	0.8191901
OTU1999	OTU8174	0.8191664
OTU3638	OTU5195	0.8190842
OTU1028	OTU2224	0.8189929
OTU1504	OTU4883	0.8188858
OTU8434	OTU8804	0.8186134
OTU5732	OTU6403	0.8738845
OTU4214	OTU5128	0.8184672
OTU6841	OTU718	0.8184155
OTU2428	OTU5092	0.8182812
OTU2418	OTU8569	0.8181221
OTU7831	OTU8055	0.817572
OTU4778	OTU6403	0.9000708
OTU1425	OTU4132	0.8175217
OTU5744	OTU7440	0.8174947
OTU1119	OTU1402	0.8174299
OTU7083	OTU7440	0.8173731
OTU1108	OTU5195	0.8707018
OTU2340	OTU2727	0.8173118
OTU4838	OTU5151	0.8171716
OTU1694	OTU3984	0.8394521
OTU4665	OTU6841	0.8360092
OTU4848	OTU8531	0.8169747
OTU2753	OTU8862	0.8408154
OTU5649	OTU6195	0.8168995
OTU3764	OTU7075	-0.8167334
OTU2296	OTU6403	0.8162648
OTU3987	OTU8876	0.9106238
OTU2874	OTU5340	0.9010181
OTU2538	OTU8603	-0.8160247
OTU1605	OTU2536	0.8154864
OTU1080	OTU2538	0.8154119
OTU2405	OTU2506	0.8152293
OTU3806	OTU3987	0.8151018
OTU4815	OTU4838	0.8149486
OTU2753	OTU5054	0.8149335
OTU1508	OTU2753	0.8701004
OTU4838	OTU5783	0.8149122
OTU1898	OTU1945	0.8148979
OTU5653	OTU7394	0.8327386
OTU5570	OTU5638	0.8147714
OTU7997	OTU8055	0.8146106
OTU2912	OTU4049	-0.8144704
OTU8055	OTU8907	0.8144076
OTU2912	OTU6957	-0.8143621
OTU3169	OTU8700	0.8407687
OTU5294	OTU5924	0.8140764
OTU7527	OTU791	0.8777761
OTU7831	OTU8876	0.8140023
OTU2477	OTU5465	0.8139966
OTU455	OTU5765	0.9048173
OTU2405	OTU4132	0.9376558
OTU5465	OTU718	0.8368701
OTU2405	OTU2766	0.8132826
OTU3142	OTU3169	0.8129585
OTU1080	OTU6880	0.8960457
OTU5653	OTU5765	0.812737
OTU3422	OTU7092	0.8126315
OTU5039	OTU5340	0.8125442
OTU5709	OTU6195	0.8124063
OTU8657	OTU8876	0.9066266
OTU4049	OTU8829	-0.8123645
OTU7249	OTU8700	0.8123185
OTU1108	OTU3638	0.8806509
OTU3992	OTU5744	0.8334764
OTU1080	OTU5576	0.904382
OTU5783	OTU5871	0.81185
OTU5054	OTU5151	0.8116627
OTU3984	OTU5146	0.9037354
OTU2581	OTU438	0.8114837
OTU1898	OTU6195	0.8382976
OTU373	OTU7038	0.8114543
OTU1898	OTU5340	0.8651932
OTU1345	OTU8418	0.81111
OTU1621	OTU1898	0.8109947
OTU3536	OTU5054	0.833279
OTU6403	OTU8689	0.8106671
OTU2874	OTU7549	0.9272564
OTU5924	OTU5979	0.8104385
OTU3583	OTU4589	-0.8103363
OTU3536	OTU4649	0.8309747
OTU1307	OTU6042	0.8102702
OTU2340	OTU2477	0.810268
OTU5653	OTU5732	0.8102092
OTU6957	OTU6994	-0.8100813
OTU3536	OTU5744	0.8342779
OTU1080	OTU6602	0.8982219
OTU7549	OTU7907	0.809883
OTU5765	OTU7083	0.8097431
OTU1704	OTU5128	0.891694
OTU8657	OTU8678	0.8094091
OTU7353	OTU7440	0.8094014
OTU1321	OTU5340	0.8363123
OTU5570	OTU5576	0.8090085
OTU455	OTU5128	0.8725946
OTU2396	OTU8876	0.8088943
OTU5570	OTU6880	0.8280562
OTU4883	OTU5576	0.8085164
OTU1685	OTU2340	0.8084146
OTU7744	OTU7976	0.808391
OTU1945	OTU3748	0.8630813
OTU2405	OTU5783	0.8827133
OTU1080	OTU4412	0.8917632
OTU442	OTU4838	0.8482487
OTU5709	OTU8700	0.8324198
OTU6816	OTU8700	0.8326455
OTU6841	OTU8370	0.8304756
OTU7083	OTU8804	0.8289181
OTU1704	OTU3984	0.8892358
OTU6602	OTU7440	0.8989088
OTU1605	OTU5054	0.8319714
OTU7471	OTU8446	0.8328838
OTU7907	OTU8907	0.8262237
OTU1119	OTU7440	0.9237332
OTU5638	OTU8700	0.8319337
OTU3536	OTU5974	0.9271043
OTU3169	OTU8055	0.9123989
OTU5653	OTU7353	0.8255858
OTU5128	OTU6257	0.8899157
OTU5151	OTU5570	0.8491657
OTU3245	OTU6195	0.8303798
OTU4838	OTU8657	0.8701054
OTU2753	OTU4132	0.821757
OTU103	OTU5340	0.8276806
OTU1080	OTU6816	0.8930467
OTU2778	OTU3984	0.825998
OTU5497	OTU6403	0.8905679
OTU5653	OTU8434	0.8288009
OTU4331	OTU5653	0.8254771
OTU1321	OTU6403	0.8318119
OTU5039	OTU8446	0.8374028
OTU1898	OTU5128	0.8957738
OTU2753	OTU5638	0.8220927
OTU4412	OTU7440	0.9182721
OTU2536	OTU4838	0.8512777
OTU5576	OTU6403	0.8897758
OTU4214	OTU5653	0.8710185
OTU1677	OTU3984	0.8859398
OTU1621	OTU6602	0.8257388
OTU1080	OTU1685	0.8658959
OTU1954	OTU6841	0.8292818
OTU5128	OTU8053	0.8272649
OTU5649	OTU7549	0.9113411
OTU3860	OTU8678	0.8274023
OTU1694	OTU5049	0.818016
OTU373	OTU6195	0.8251531
OTU2477	OTU6841	0.8194165
OTU5054	OTU7549	0.8246961
OTU5128	OTU6602	0.9247264
OTU5783	OTU8195	0.8150746
OTU4665	OTU8876	0.8857863
OTU2086	OTU3992	0.9490808
OTU3536	OTU6257	0.8255979
OTU1605	OTU7831	0.8271029
OTU1945	OTU373	0.8839529
OTU4214	OTU6403	0.8237847
OTU4649	OTU5653	0.8184454
OTU1605	OTU5744	0.8231912
OTU373	OTU5151	0.8740104
OTU3992	OTU791	0.8245606
OTU1605	OTU7765	0.829649
OTU3992	OTU5039	0.883294
OTU7471	OTU7644	0.9196232
OTU2283	OTU5151	0.8177105
OTU5146	OTU6403	0.8222202
OTU5765	OTU8678	0.9055066
OTU5576	OTU8446	0.8357855
OTU2874	OTU8446	0.8370477
OTU4387	OTU8876	0.8087789
OTU5783	OTU8657	0.8294497
OTU1452	OTU4132	0.8983953
OTU2405	OTU6622	0.8215312
OTU7644	OTU8434	0.883535
OTU373	OTU3992	0.8704177
OTU3536	OTU4331	0.8152997
OTU1508	OTU3860	0.8633006
OTU7527	OTU7907	0.8588963
OTU4132	OTU5783	0.8666245
OTU6841	OTU7997	0.8798274
OTU2405	OTU8053	0.8189416
OTU2753	OTU4412	0.8605727
OTU5340	OTU8053	0.8588235
OTU1321	OTU5128	0.8827777
OTU1425	OTU7976	0.8655783
OTU2766	OTU5128	0.8144915
OTU1677	OTU7527	0.9494451
OTU4214	OTU5465	0.8854105
OTU1704	OTU6195	0.8170726
OTU3245	OTU7440	0.9260506
OTU2727	OTU7997	0.8085887
OTU2727	OTU8195	0.8621381
OTU5709	OTU6403	0.8557511
OTU5890	OTU6403	0.8613762
OTU5795	OTU8446	0.8130183
OTU2405	OTU3748	0.808143
OTU1080	OTU1605	0.9237967
OTU4412	OTU6403	0.8152431
OTU5570	OTU7471	0.8119207
OTU7527	OTU7976	0.8835842
OTU5653	OTU8053	0.8136
OTU4649	OTU7644	0.8120931
OTU2405	OTU8199	0.8924519
OTU3984	OTU7997	0.9105804
OTU103	OTU3984	0.8113426
OTU5744	OTU8700	0.8083279
OTU5890	OTU7440	0.8856115
OTU5465	OTU7353	0.8094042
OTU5128	OTU791	0.8864672
OTU1119	OTU6403	0.8139419
OTU2477	OTU7549	0.8086405
OTU5128	OTU5974	0.8930808
OTU6816	OTU7440	0.8693611
OTU5653	OTU8657	0.8930838
OTU1621	OTU4412	0.8692123
OTU6841	OTU7782	0.8796571
OTU3806	OTU455	0.9518451
OTU1119	OTU2753	0.8263839
OTU4132	OTU8658	0.8385222
OTU3142	OTU4883	0.8345909
OTU1452	OTU7083	0.8927969
OTU442	OTU8055	0.8275379
OTU6841	OTU8326	0.8548402
OTU1321	OTU2753	0.8198684
OTU3169	OTU3984	0.8633672
OTU4778	OTU5151	0.847709
OTU7744	OTU7997	0.8416723
OTU1945	OTU4778	0.8975793
