from	to	type
OTU4187	OTU4698	0.901004
OTU1621	OTU3439	0.89223
OTU2824	OTU2866	0.8913633
OTU442	OTU5570	0.9133012
OTU4659	OTU8285	0.8995552
OTU2141	OTU2283	0.8908793
OTU3169	OTU3806	0.8908597
OTU1452	OTU1605	0.8905523
OTU2872	OTU4659	0.8905198
OTU4387	OTU533	0.8902707
OTU3271	OTU4691	0.9155724
OTU2198	OTU6512	0.8899667
OTU5795	OTU7882	0.8894207
OTU3806	OTU3968	0.8893056
OTU5146	OTU5653	0.8888236
OTU2442	OTU3806	0.8886381
OTU5653	OTU791	0.8976738
OTU3781	OTU5653	0.9423926
OTU5653	OTU6680	0.9329988
OTU2141	OTU5653	0.8882778
OTU2966	OTU4266	0.8945758
OTU4187	OTU4851	0.8943245
OTU4812	OTU6769	0.8941201
OTU4659	OTU4691	0.8875458
OTU4187	OTU4697	0.8942399
OTU5151	OTU7083	0.8955977
OTU7083	OTU7440	0.8872309
OTU4659	OTU6866	0.8937506
OTU360	OTU4132	0.8871621
OTU4659	OTU7900	0.8958667
OTU1119	OTU5653	0.9236824
OTU6780	OTU8085	0.8869275
OTU2086	OTU3781	0.9245829
OTU2351	OTU3271	0.8864111
OTU3271	OTU6055	0.9124806
OTU3271	OTU6520	0.8861955
OTU4187	OTU6872	0.8958196
OTU1945	OTU2141	0.8858827
OTU6609	OTU8418	0.8858356
OTU4697	OTU4788	0.8855883
OTU2877	OTU4659	0.892922
OTU7782	OTU8235	0.8848971
OTU4767	OTU4812	0.8844782
OTU1936	OTU2086	0.8839333
OTU2340	OTU6403	0.8838425
OTU5475	OTU6512	0.8832123
OTU8700	OTU8804	0.8830209
OTU1605	OTU2442	0.882636
OTU5653	OTU6195	0.9176802
OTU5429	OTU7083	0.8909415
OTU6870	OTU7083	0.8815166
OTU6841	OTU7083	0.8814007
OTU2283	OTU2753	0.8813889
OTU1874	OTU1936	0.8811875
OTU3271	OTU4851	0.9104938
OTU6055	OTU6512	0.8806811
OTU4695	OTU8235	0.8806689
OTU3271	OTU7825	0.9125215
OTU455	OTU791	0.889987
OTU2296	OTU3910	0.8802457
OTU4803	OTU7853	0.8802423
OTU5090	OTU7549	0.8801454
OTU5465	OTU8446	0.8878428
OTU8085	OTU8285	0.8797753
OTU5653	OTU6594	0.9104258
OTU530	OTU5653	0.9036909
OTU455	OTU4762	0.8789297
OTU4762	OTU5455	0.8789136
OTU409	OTU6769	0.8785977
OTU1119	OTU8876	0.889993
OTU791	OTU8876	0.8785168
OTU2506	OTU6195	0.878347
OTU2866	OTU5649	0.8780625
OTU5974	OTU7083	0.8779881
OTU3968	OTU7083	0.8886397
OTU2086	OTU2753	0.8974545
OTU4695	OTU6512	0.8875139
OTU4187	OTU4482	0.8770097
OTU4759	OTU7900	0.884961
OTU637	OTU6578	0.876847
OTU530	OTU8657	0.8876931
OTU3910	OTU6541	0.876745
OTU3910	OTU7423	0.8761814
OTU1898	OTU3806	0.8758529
OTU4659	OTU6872	0.8840773
OTU1853	OTU8881	0.8753708
OTU3270	OTU4758	0.8999726
OTU3391	OTU5151	0.8753468
OTU4187	OTU6769	0.8869957
OTU3488	OTU4884	0.9004554
OTU1321	OTU3656	0.8739677
OTU3547	OTU4659	0.8824835
OTU8678	OTU8804	0.8734129
OTU4553	OTU6512	0.8846962
OTU3135	OTU6512	0.8849801
OTU3271	OTU4642	0.8725936
OTU4495	OTU7761	-0.872559
OTU5528	OTU7083	0.8826074
OTU6512	OTU6769	0.8722514
OTU1605	OTU1723	0.872155
OTU6749	OTU6872	0.8719776
OTU3359	OTU4803	0.8719705
OTU409	OTU7304	0.8717611
OTU4397	OTU4659	0.8717076
OTU4698	OTU6512	0.8798086
OTU6543	OTU8235	0.9154144
OTU4762	OTU6543	0.880018
OTU3224	OTU4187	0.8948689
OTU2753	OTU3488	0.8707797
OTU6578	OTU6816	0.8705652
OTU4774	OTU4812	0.8705378
OTU3271	OTU4397	0.9058609
OTU4659	OTU6055	0.8803931
OTU6686	OTU6759	0.8701552
OTU2642	OTU3282	0.87005
OTU5653	OTU6870	0.8700333
OTU6512	OTU6749	0.8699357
OTU3547	OTU4812	0.8817644
OTU2715	OTU5653	0.8810659
OTU4187	OTU4613	0.9105339
OTU3463	OTU4693	0.8692973
OTU6403	OTU6841	0.8692864
OTU4762	OTU5783	0.8798093
OTU6841	OTU7087	0.8690324
OTU2642	OTU7882	0.8689811
OTU5195	OTU6403	0.8688124
OTU3224	OTU6512	0.8801279
OTU3142	OTU6987	0.8687852
OTU1605	OTU1898	0.8686353
OTU3391	OTU7782	0.8685918
OTU3163	OTU6512	0.8796653
OTU7083	OTU7092	0.8684632
OTU1723	OTU3806	0.8684239
OTU4884	OTU7544	0.8682983
OTU2351	OTU4266	0.8797405
OTU3524	OTU4812	0.8807903
OTU4387	OTU8235	0.8778855
OTU4695	OTU533	0.8678113
OTU1402	OTU4831	0.8677032
OTU2966	OTU4759	0.8676438
OTU2506	OTU8804	0.8866709
OTU5783	OTU6680	0.8669104
OTU3271	OTU6750	0.8774087
OTU533	OTU7782	0.8667166
OTU4613	OTU4759	0.8774587
OTU1605	OTU3781	0.9375574
OTU2351	OTU4187	0.8950862
OTU8085	OTU8538	0.8666086
OTU2141	OTU3282	0.8664733
OTU4609	OTU4846	0.8663144
OTU6403	OTU7744	0.9005574
OTU3547	OTU4266	0.8660308
OTU3271	OTU4609	0.9061386
OTU3781	OTU3910	0.8657579
OTU1677	OTU2296	0.8657549
OTU5783	OTU6195	0.8656523
OTU6816	OTU8876	0.9082221
OTU3163	OTU4846	0.877204
OTU5653	OTU637	0.8649505
OTU4695	OTU4759	0.8649301
OTU4762	OTU8055	0.901692
OTU4884	OTU7831	0.8647982
OTU2788	OTU4293	0.8644417
OTU2866	OTU3090	0.8644348
OTU4187	OTU4505	0.8640751
OTU455	OTU5146	0.8639239
OTU2847	OTU4788	0.8638138
OTU4397	OTU6749	0.8638067
OTU4394	OTU4659	0.8638031
OTU3593	OTU8197	0.8636734
OTU3224	OTU4659	0.8742911
OTU442	OTU6578	0.9395934
OTU4187	OTU4394	0.8732197
OTU4865	OTU8197	-0.8630034
OTU3984	OTU4923	0.9217392
OTU1605	OTU3968	0.8743148
OTU1936	OTU2753	0.9167347
OTU4542	OTU8418	0.9069918
OTU4266	OTU4394	0.8624476
OTU8342	OTU8876	0.86241
OTU4691	OTU6512	0.8731971
OTU2141	OTU7782	0.8620734
OTU2866	OTU4693	0.8994076
OTU3391	OTU637	0.8727377
OTU442	OTU637	0.9280073
OTU284	OTU6769	0.8614707
OTU1707	OTU3009	-0.8613746
OTU2179	OTU3294	0.8613699
OTU3163	OTU4187	0.8611898
OTU2589	OTU2761	0.8609975
OTU4609	OTU4759	0.8722955
OTU6307	OTU6841	0.8911955
OTU5837	OTU7765	0.8608132
OTU4609	OTU6749	0.9183374
OTU8235	OTU8876	0.860109
OTU1605	OTU3169	0.8597434
OTU4774	OTU6512	0.8697783
OTU3169	OTU5653	0.8734991
OTU2866	OTU4238	0.8594772
OTU1605	OTU530	0.9067609
OTU2753	OTU5653	0.8718238
OTU5465	OTU8700	0.9161298
OTU3009	OTU8649	-0.8591202
OTU1945	OTU73	0.8604068
OTU2979	OTU4759	0.8687032
OTU3271	OTU7900	0.9030555
OTU455	OTU8446	0.8719921
OTU1605	OTU5429	0.8716704
OTU3411	OTU6780	0.8586952
OTU4255	OTU4793	0.8586407
OTU284	OTU7304	0.8585647
OTU1452	OTU5653	0.9390299
OTU2086	OTU442	0.9583611
OTU5653	OTU5974	0.8582358
OTU2853	OTU3488	0.8581221
OTU4544	OTU4758	0.8579644
OTU4187	OTU7825	0.8709411
OTU8291	OTU8700	0.8577013
OTU5151	OTU8876	0.8717061
OTU3271	OTU4482	0.8887334
OTU4266	OTU6872	0.8726077
OTU4505	OTU4542	0.8574319
OTU3135	OTU4759	0.8687754
OTU2753	OTU3282	0.8572184
OTU4843	OTU5837	0.8569632
OTU5653	OTU8055	0.87099
OTU6195	OTU6841	0.8568767
OTU4238	OTU7882	0.8657227
OTU1605	OTU6870	0.8696166
OTU3060	OTU4620	-0.8556961
OTU6769	OTU8085	0.8555783
OTU3147	OTU6680	0.8555649
OTU7744	OTU8291	0.8554252
OTU7644	OTU7744	0.8553109
OTU4613	OTU4812	0.9184214
OTU1452	OTU2506	0.8548646
OTU3271	OTU4767	0.8662784
OTU3163	OTU4266	0.8658958
OTU4838	OTU7853	0.8546994
OTU5195	OTU7471	0.8544943
OTU3899	OTU4659	0.8671518
OTU5649	OTU7115	0.8540866
OTU4767	OTU6617	0.8538416
OTU6578	OTU7831	0.8647383
OTU5576	OTU7083	0.9243314
OTU360	OTU5653	0.8693512
OTU4387	OTU455	0.8534199
OTU5783	OTU8804	0.9014618
OTU1423	OTU4412	0.8533285
OTU5151	OTU5653	0.8532816
OTU5151	OTU589	0.8530111
OTU4204	OTU4659	0.864022
OTU4544	OTU7765	0.852681
OTU4923	OTU5653	0.8526778
OTU3271	OTU5475	0.9003837
OTU5340	OTU8757	0.8523375
OTU4542	OTU8067	0.8628373
OTU110	OTU8418	0.9318703
OTU3806	OTU4703	0.8519797
OTU6195	OTU8876	0.9003559
OTU2966	OTU6512	0.8669801
OTU4505	OTU4788	0.8517395
OTU4412	OTU7083	0.8671277
OTU1945	OTU994	0.853141
OTU3806	OTU4387	0.8513675
OTU5653	OTU8195	0.8665202
OTU4282	OTU5465	0.8509491
OTU4377	OTU4412	0.8508454
OTU5783	OTU6307	0.850473
OTU4812	OTU6872	0.8501831
OTU7549	OTU8053	0.850175
OTU4884	OTU73	0.8500017
OTU4695	OTU8085	0.8620029
OTU7744	OTU8657	0.8498724
OTU7882	OTU8085	0.8497964
OTU4698	OTU4759	0.8497452
OTU7782	OTU994	0.8497156
OTU5429	OTU5653	0.8496197
OTU3806	OTU4412	0.8496171
OTU6749	OTU7900	0.8495946
OTU4187	OTU8538	0.8664405
OTU3442	OTU3453	0.8494914
OTU2835	OTU6512	0.8643345
OTU373	OTU73	0.8492081
OTU3439	OTU7087	0.849208
OTU3224	OTU6609	0.84886
OTU4541	OTU4542	0.8485147
OTU530	OTU8876	0.8652187
OTU5455	OTU8235	0.8846182
OTU8195	OTU8876	0.848468
OTU4377	OTU8700	0.8484403
OTU4187	OTU6055	0.864235
OTU3163	OTU4759	0.8484189
OTU4542	OTU4745	0.8483762
OTU4394	OTU4436	0.8482931
OTU4697	OTU6609	0.8480647
OTU5765	OTU6593	0.8479199
OTU4482	OTU4659	0.8477127
OTU2877	OTU4187	0.8476623
OTU5837	OTU589	0.8476416
OTU3354	OTU4846	0.8476151
OTU3232	OTU7881	-0.8475209
OTU2771	OTU3439	0.8475104
OTU4838	OTU5653	0.8474395
OTU3271	OTU8418	0.8606196
OTU4691	OTU4759	0.847384
OTU1621	OTU7744	0.8472134
OTU4758	OTU4865	0.8470908
OTU4209	OTU4266	0.8470456
OTU2179	OTU2835	0.8469836
OTU1945	OTU2753	0.8469767
OTU1945	OTU533	0.8485309
OTU4851	OTU6749	0.8468411
OTU2283	OTU2756	0.8468077
OTU7527	OTU7976	0.84658
OTU2506	OTU7644	0.8883884
OTU373	OTU7831	0.8464412
OTU1557	OTU3806	0.8593079
OTU3806	OTU5783	0.9465233
OTU6578	OTU994	0.8577334
OTU3173	OTU7782	0.8457672
OTU1605	OTU5528	0.8602375
OTU2872	OTU3271	0.8456742
OTU4187	OTU4682	0.8453419
OTU4884	OTU8085	0.893284
OTU2262	OTU2756	0.845287
OTU4387	OTU718	0.8451621
OTU2877	OTU3488	0.8451533
OTU4745	OTU6512	0.845068
OTU6898	OTU7083	0.8449457
OTU6609	OTU8228	0.84494
OTU6473	OTU8444	-0.8447241
OTU6307	OTU8876	0.8552446
OTU3593	OTU7115	-0.8443726
OTU3806	OTU3987	0.8442073
OTU7440	OTU8742	0.8440706
OTU4803	OTU5653	0.8440541
OTU5528	OTU5653	0.8439443
OTU1605	OTU2756	0.9243477
OTU2753	OTU3806	0.8435842
OTU4883	OTU6403	0.8890505
OTU8275	OTU8342	0.8434551
OTU1677	OTU8370	0.843416
OTU4659	OTU5837	0.8573562
OTU1621	OTU6841	0.843193
OTU455	OTU5429	0.8431546
OTU2340	OTU2866	0.843152
OTU7083	OTU7831	0.8431477
OTU4812	OTU7825	0.8429429
OTU2847	OTU6609	0.8428959
OTU2866	OTU4188	0.9031357
OTU4659	OTU6750	0.8594549
OTU4812	OTU5475	0.8426937
OTU4812	OTU8538	0.8551123
OTU3488	OTU6780	0.8425587
OTU4691	OTU6609	0.8425469
OTU4397	OTU8085	0.8535532
OTU3224	OTU3271	0.8423839
OTU4209	OTU4759	0.8422702
OTU2771	OTU6403	0.842268
OTU7304	OTU8235	0.8420596
OTU455	OTU5151	0.8420288
OTU637	OTU6841	0.8417037
OTU4762	OTU896	0.8558539
OTU6609	OTU7900	0.8414898
OTU6578	OTU6680	0.8413424
OTU1853	OTU3009	-0.8413161
OTU2506	OTU4838	0.8408997
OTU6195	OTU8657	0.9053133
OTU4846	OTU4851	0.8403806
OTU2765	OTU4659	0.8532745
OTU4248	OTU4640	-0.8403384
OTU4266	OTU5475	0.8587827
OTU4505	OTU4846	0.840162
OTU3294	OTU4542	0.8401192
OTU3391	OTU5455	0.8508573
OTU2283	OTU3806	0.9398355
OTU3439	OTU5649	0.8398149
OTU533	OTU5465	0.8394813
OTU3270	OTU4187	0.8392921
OTU2753	OTU7782	0.839287
OTU1945	OTU7831	0.8409827
OTU5465	OTU6403	0.8390564
OTU4266	OTU7825	0.8562995
OTU6512	OTU8067	0.8389628
OTU1605	OTU4703	0.8535125
OTU1605	OTU5974	0.8557367
OTU4803	OTU7765	0.8388212
OTU7083	OTU73	0.8386378
OTU4613	OTU4846	0.8384641
OTU2872	OTU4759	0.8552608
OTU2561	OTU3806	0.8381041
OTU5500	OTU6541	0.8377896
OTU2866	OTU7549	0.8510456
OTU1508	OTU2753	0.8377213
OTU2506	OTU3781	0.8376389
OTU5570	OTU5653	0.8376304
OTU6055	OTU6749	0.8939072
OTU2847	OTU3271	0.8373386
OTU73	OTU7782	0.8372727
OTU1189	OTU1677	0.8372322
OTU455	OTU5528	0.8372303
OTU4482	OTU4788	0.8371248
OTU5570	OTU6841	0.8513217
OTU4412	OTU442	0.8368239
OTU4875	OTU5360	-0.8367641
OTU2296	OTU2824	0.8366921
OTU3271	OTU4698	0.8888053
OTU4884	OTU533	0.8362128
OTU2179	OTU6042	0.9196928
OTU7782	OTU7831	0.8360825
OTU3656	OTU4883	0.8359706
OTU2009	OTU3899	0.8358579
OTU4402	OTU6392	0.8357989
OTU2283	OTU7544	0.8545065
OTU4670	OTU4846	0.8357432
OTU5465	OTU8881	0.8547169
OTU4187	OTU7900	0.8551135
OTU4762	OTU4803	0.8355015
OTU4204	OTU6512	0.8542128
OTU3536	OTU4188	0.8353001
OTU4758	OTU5090	0.835218
OTU4846	OTU7825	0.8351967
OTU7440	OTU7644	0.8351883
OTU4188	OTU4693	0.8351686
OTU2340	OTU3173	0.835161
OTU7907	OTU8379	0.8346142
OTU6541	OTU6841	0.834579
OTU1936	OTU7544	0.9068407
OTU4266	OTU4691	0.849726
OTU2835	OTU3271	0.8342646
OTU4846	OTU6769	0.8339243
OTU1605	OTU360	0.8338783
OTU1557	OTU1605	0.8337797
OTU4659	OTU8538	0.8481556
OTU4846	OTU5475	0.8336245
OTU3593	OTU8085	-0.8336224
OTU1677	OTU5128	0.8335812
OTU3271	OTU3899	0.8335639
OTU6512	OTU8228	0.8334844
OTU6841	OTU8291	0.8334811
OTU4883	OTU5195	0.8334334
OTU7744	OTU8235	0.8333538
OTU5765	OTU8370	0.8331963
OTU1677	OTU3483	0.8331495
OTU442	OTU5195	0.8331251
OTU4542	OTU5475	0.8331044
OTU4884	OTU994	0.846137
OTU4848	OTU5653	0.8330611
OTU1508	OTU2141	0.8330251
OTU2296	OTU2759	0.8329565
OTU4516	OTU637	0.8328522
OTU3030	OTU8055	0.8327776
OTU4553	OTU8085	0.844818
OTU2765	OTU6609	0.8326298
OTU442	OTU4803	0.8835934
OTU7087	OTU7744	0.832473
OTU2715	OTU3992	0.8323426
OTU5576	OTU8657	0.8762248
OTU2351	OTU3062	0.8322745
OTU3457	OTU6780	0.8321669
OTU3987	OTU4884	0.8320659
OTU7549	OTU8085	0.8319977
OTU2506	OTU4923	0.831971
OTU3391	OTU4803	0.8317181
OTU6609	OTU6750	0.831611
OTU7782	OTU8716	0.8316007
OTU2179	OTU4541	0.831198
OTU2866	OTU4255	0.8311179
OTU442	OTU4762	0.9014071
OTU4802	OTU7353	-0.8306838
OTU2351	OTU6609	0.830477
OTU6769	OTU8235	0.830312
OTU778	OTU7882	0.8302769
OTU3442	OTU4238	0.8302559
OTU2086	OTU8919	0.8301939
OTU1936	OTU2141	0.8999757
OTU4884	OTU4923	0.8299725
OTU4802	OTU7611	-0.8299333
OTU6872	OTU8197	-0.8295429
OTU5653	OTU673	0.829486
OTU3227	OTU3457	-0.8294839
OTU4693	OTU7882	0.8291612
OTU409	OTU4695	0.8291256
OTU2979	OTU3271	0.829077
OTU3062	OTU4436	0.8290631
OTU2835	OTU4846	0.8442977
OTU110	OTU4745	0.8464634
OTU4815	OTU8876	0.9160706
OTU4427	OTU4545	0.8287793
OTU3442	OTU7304	0.8287117
OTU2470	OTU8678	0.8285125
OTU6473	OTU6780	-0.8284528
OTU2340	OTU5765	0.8284384
OTU4642	OTU4788	0.8283334
OTU3009	OTU3059	-0.8282861
OTU8275	OTU8876	0.8822059
OTU455	OTU6870	0.846652
OTU2966	OTU4187	0.828108
OTU5455	OTU7765	0.8280927
OTU1321	OTU8291	0.8280437
OTU3092	OTU4255	0.8280415
OTU110	OTU6750	0.8418633
OTU3271	OTU4209	0.8278623
OTU1036	OTU1321	0.8277639
OTU2179	OTU2847	0.8276443
OTU3169	OTU8876	0.8479469
OTU1402	OTU5090	0.8273681
OTU2442	OTU5653	0.8476769
OTU5653	OTU8342	0.9066683
OTU2740	OTU4620	-0.8270814
OTU2340	OTU7907	0.8270577
OTU2869	OTU7882	0.8270555
OTU3294	OTU4788	0.8268667
OTU7083	OTU7544	0.8267132
OTU4544	OTU7549	0.8267106
OTU6680	OTU6841	0.8266554
OTU1677	OTU5649	0.8266265
OTU4875	OTU7505	-0.8265506
OTU3509	OTU6732	0.8263525
OTU4812	OTU6750	0.8430415
OTU3391	OTU6543	0.826301
OTU4703	OTU7083	0.8436514
OTU3173	OTU7423	0.8260244
OTU8804	OTU896	0.8255229
OTU5465	OTU5576	0.8254528
OTU2340	OTU2405	0.8252179
OTU2872	OTU6609	0.8251317
OTU4240	OTU8078	0.825122
OTU4187	OTU4204	0.825047
OTU1605	OTU1936	0.8250363
OTU1402	OTU8261	0.8249802
OTU7831	OTU8876	0.8248982
OTU4204	OTU4266	0.8248117
OTU4851	OTU4865	0.8247854
OTU1605	OTU7092	0.846903
OTU7831	OTU8285	0.8245055
OTU7882	OTU994	0.8244026
OTU4553	OTU8261	0.8243582
OTU1319	OTU2756	0.824346
OTU2351	OTU4759	0.8447249
OTU7083	OTU994	0.8243276
OTU4412	OTU5465	0.8443951
OTU5783	OTU7853	0.8243105
OTU3067	OTU3806	0.8242761
OTU4482	OTU6512	0.8398514
OTU110	OTU3294	0.9001962
OTU2262	OTU3992	0.8240815
OTU3092	OTU3227	-0.8239523
OTU2589	OTU4132	0.8237585
OTU4394	OTU6512	0.8399394
OTU3009	OTU7040	-0.8237265
OTU4691	OTU4846	0.8237189
OTU3197	OTU419	-0.8236982
OTU1463	OTU8538	0.823662
OTU6307	OTU896	0.8235587
OTU3439	OTU5195	0.8234374
OTU673	OTU7083	0.8232909
OTU1036	OTU2506	0.8230971
OTU442	OTU8055	0.9091118
OTU533	OTU7304	0.8229099
OTU4693	OTU4758	0.8228324
OTU4436	OTU4553	0.8227776
OTU6195	OTU8976	0.8398541
OTU2866	OTU5114	0.8226601
OTU2753	OTU373	0.8668317
OTU3142	OTU8716	0.8225832
OTU7115	OTU8289	-0.8221735
OTU3524	OTU4187	0.8220883
OTU1319	OTU5151	0.822037
OTU4238	OTU4884	0.82202
OTU2765	OTU6512	0.8439777
OTU3391	OTU4188	0.8218949
OTU455	OTU8318	0.8218245
OTU1463	OTU3062	0.8217963
OTU2262	OTU4884	0.8217499
OTU4642	OTU6609	0.8216405
OTU360	OTU455	0.9061987
OTU2009	OTU4759	0.8862378
OTU1423	OTU7423	0.8212421
OTU5500	OTU6403	0.82103
OTU6816	OTU6841	0.8208359
OTU6594	OTU8657	0.8949049
OTU5465	OTU6307	0.8703485
OTU6880	OTU7440	0.8205399
OTU3806	OTU6541	0.8204686
OTU1685	OTU3987	0.8203441
OTU2396	OTU3439	0.8202888
OTU4132	OTU7424	0.8202263
OTU373	OTU8235	0.8201606
OTU3271	OTU8228	0.836084
OTU3090	OTU4884	0.9014623
OTU2262	OTU5653	0.8378279
OTU4187	OTU4553	0.9261816
OTU3860	OTU5340	0.8196577
OTU6593	OTU7976	0.8196506
OTU4516	OTU7782	0.8196354
OTU4233	OTU6392	0.8196242
OTU3968	OTU4132	0.8195926
OTU3910	OTU3984	0.8195868
OTU4293	OTU6858	0.8195789
OTU2753	OTU4695	0.8195407
OTU530	OTU5465	0.8194818
OTU7091	OTU8784	-0.8194233
OTU6578	OTU7544	0.835493
OTU4436	OTU4758	0.8192519
OTU4542	OTU7825	0.8192485
OTU6543	OTU6841	0.8192394
OTU3992	OTU7423	0.8192377
OTU4659	OTU4745	0.8190737
OTU1423	OTU8195	0.8190364
OTU4803	OTU4843	0.819019
OTU1280	OTU3992	0.8190151
OTU2418	OTU6841	0.8190144
OTU5783	OTU6816	0.8189215
OTU2756	OTU533	0.871172
OTU1700	OTU7882	0.8187624
OTU1685	OTU5570	0.8186855
OTU4812	OTU6866	0.8186654
OTU2536	OTU3806	0.8186365
OTU3524	OTU3536	0.8186036
OTU4846	OTU7900	0.8435799
OTU3271	OTU3524	0.8185751
OTU533	OTU637	0.835698
