"Method","GroupBasedOn","Group","Process","bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","bin11","bin12","bin13","bin14","bin15","bin16","bin17","bin18","bin19","bin20","bin21","bin22","bin23","bin24","bin25","bin26","bin27","bin28","bin29","bin30","bin31","bin32","bin33","bin34","bin35","bin36","bin37","bin38","bin39","bin40","bin41","bin42","bin43","bin44","bin45","bin46","bin47","bin48","bin49","bin50","bin51","bin52","bin53","bin54","bin55","bin56","bin57","bin58","bin59","bin60","bin61","bin62","bin63","bin64","bin65","bin66","bin67","bin68","bin69","bin70","bin71","bin72","bin73","bin74","bin75","bin76","bin77","bin78","bin79","bin80","bin81","bin82","bin83","bin84","bin85","bin86","bin87","bin88","bin89","bin90","bin91","bin92","bin93","bin94","bin95","bin96","bin97","bin98","bin99","bin100","bin101","bin102","bin103","bin104","bin105","bin106","bin107","bin108","bin109","bin110","bin111","bin112","bin113","bin114","bin115","bin116","bin117","bin118","bin119","bin120","bin121","bin122","bin123","bin124","bin125","bin126","bin127","bin128","bin129","bin130","bin131","bin132","bin133","bin134"
"CbMPDiCbraya","Group","T00C_vs_T05C","HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CbMPDiCbraya","Group","T00C_vs_T05C","DR",2.3373787437314e-07,2.36397747753707e-06,0,9.20135715629487e-06,5.99492426772974e-06,0,0,0,7.00701784615221e-06,0,9.04089222488403e-05,0,0.000109956600491758,0.000380254475412378,0,0,0.000923352572258467,2.63696094336766e-06,1.7098622975781e-06,0.000125972326123119,0.00108958987604227,1.45123607267088e-05,3.74316432938322e-05,7.60709434010812e-07,6.36765784890402e-06,2.88543105721366e-06,9.70355599519025e-05,7.05342795667222e-06,1.17225450691166e-05,0.000227923532690742,1.50684829168536e-05,0.000240737858974613,0,2.67821711588785e-05,1.69372777290849e-05,0,5.8898504727167e-06,5.86390498918719e-07,0,0,0,1.76702906359597e-06,1.63553783874217e-05,1.81144386030415e-05,0.000635885328262421,2.19891951813199e-05,2.61131375069767e-05,4.59088402131473e-06,3.00912229717862e-05,0,2.57175533856335e-05,0.000661331434143186,7.62030377209934e-07,5.20244636418942e-06,7.66357042808568e-05,0,0,0,1.42932702842733e-05,2.65297267678176e-06,0.000108074023457237,6.09689100826706e-06,0.000311925409965446,0.000319733827872742,5.90767057837968e-07,1.77012132625812e-05,0,1.41987547979968e-06,0,3.71753339469424e-06,0,1.58550653083135e-06,7.61165346879932e-07,4.8557489982353e-06,1.10226985137489e-05,1.26545987761021e-05,1.82294121718393e-05,0,4.92191917610575e-06,9.97741069980703e-07,0,2.71460257494981e-06,2.17238038046648e-06,4.82412483927035e-05,0.00050582773917044,0.000414065597585667,7.89169087878818e-05,4.33689087542413e-06,0,1.10960054009206e-06,0.000302438219113232,3.59851960602908e-05,0.00027345257737049,0.000285976869358888,0,1.68483659154061e-05,0.000161355705373555,2.16697065399161e-06,2.77111629319398e-06,2.00561498978515e-06,0.000852641541397812,0.000498814135459688,9.39061955389084e-07,1.74132471916057e-05,4.97399754491785e-06,0.000337292257165418,2.19742545587934e-05,1.68877312702497e-05,5.61347871545331e-05,9.49687530709259e-06,0,0.000373286139574213,1.75763104228604e-07,3.53646958292408e-07,1.65682711113645e-06,1.16970008889721e-07,1.10306784371787e-05,0,6.10273749741458e-06,4.22242510812781e-06,1.1803270663927e-06,0,2.35061648001672e-07,5.90458195559754e-08,5.18017089288199e-06,2.1193563044719e-06,1.33208891703637e-05,5.31318089171809e-06,0.000164141316422996,1.9435520120474e-06,1.76914926762355e-05,1.39728271691513e-05,1.49732545124654e-05,3.42381074629563e-06
"CbMPDiCbraya","Group","T00C_vs_T05M","HeS",0,0,0,0,7.05551228391017e-07,1.18105861594713e-06,0,4.66179985675286e-05,0,0,0,9.5668899649287e-06,6.47485402147297e-07,5.28222962601638e-05,1.45562387764615e-05,4.71652039409677e-07,0,0,0,0,0,2.83314396986521e-05,0.000214558990383404,0,0,4.66343738709019e-05,0,0,0,0,0,0,0,0.000311368921006142,0,0,1.57845482973876e-06,2.73939971414959e-06,0,0,0,1.42042518771597e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18199322278868e-06,0,0,0,0,0,0,0,0,0,0,2.69857866188345e-05,3.04370819434231e-05,1.84944814696582e-05,0,6.67671624383801e-05,0,0.000139038833430095,0,0,4.01011900222992e-06,0,1.84909524063908e-05,0.0001988215283134,3.54239684537511e-05,1.17588141035768e-06,0,0,0,8.94755344689045e-06,0,0,0,1.41677602422814e-06,0,0,0,0,0,0,0,0,2.53725946642987e-06,0,0,0.00052840682227495,0,0.000379126541102212,0,0,0,0,7.42030145031512e-06,0,7.07547169811321e-07,1.35850304777206e-06,0,0,0,0,7.08902734287827e-07,0,0,0,0,5.16007366492191e-05,3.27209268505502e-06,3.68855612155236e-05,0,0,0,0,0,4.41702325069908e-05,0,0,0
"CbMPDiCbraya","Group","T00C_vs_T05M","HoS",6.14274660685083e-06,0,0.00819685831032603,0.000227469550314181,4.71403186519981e-05,1.0618218688642e-05,1.45983204453941e-05,3.54359090499922e-07,4.9917678831613e-05,0.00906039054101824,0.000618221264884484,3.31933012213851e-06,0.000151790750700891,1.05273008000749e-05,3.41395310322542e-06,1.18466239016464e-07,6.13054754106898e-05,0.000132149004061823,0,0.000107018385474934,0.00150173415321084,0,0,0.000247316749580989,0.000583504407807214,0,0.0183093429593643,0.000325073675496822,0.00264999935732363,0,0.015177719869298,1.53828362054337e-05,6.70653819513479e-05,0,0,0,0,1.23209247503258e-06,0.00266237281945386,0.00307626508224929,0,0,0.00131929782948446,0,0.00794335681874738,0.000128028287655319,0.000123559272257767,0,0.00385703015316506,0.226784394405589,0,0.00284467351868373,4.11551001010214e-07,0,0,0.00060561518098229,0.0270605342790019,0.000256729521848842,0.000107756639135644,2.55638833518967e-06,0,0.000984222568988582,0,0,8.75584179035007e-06,0,0.00127817494655706,0,1.91320020059787e-05,0.000434139093338522,1.06142088876309e-06,3.5235690601912e-07,2.90367011265555e-06,3.98292602816251e-05,6.00815453799304e-05,0.00034298700184024,0.00131370505939081,0,0.0016355493860014,0,0,0,0,0,0,0,0,2.41972874706946e-05,6.79630386504337e-06,0.00186429697171968,0,1.65265266106325e-05,0,0,1.37050088681998e-05,0.000479404205817762,1.19156904988266e-05,0.000817781418870025,0,5.88764924046384e-07,0,0,0,1.11379506985105e-05,0.011748469356103,2.42114967123811e-05,0.000928143367210152,0.0049793535135923,2.05886305293836e-06,6.24535432650236e-06,1.43883309908438e-05,8.38562537511533e-05,7.49179725831012e-06,0,4.84636242958635e-06,6.95171071676137e-06,5.25255229935522e-05,4.71684300029453e-07,0.000366083573807442,0.000611960621771414,0,1.00961319577912e-05,1.71049832715311e-06,0,4.91989362818234e-06,0,0.00227941634545532,8.59148667891907e-06,5.30632375470642e-07,1.5220130339373e-05,0,0.000801263786432229,0.000176647245587875,0.000238037225292956
"CbMPDiCbraya","Group","T00C_vs_T05M","DL",0.00025384809853554,0.000297254980105271,0.00084426171133372,0.000866687827850672,0.000686005370047222,0.000361954923645897,0.000558209237987274,0,0.000854955385629103,0,0.00189317348330385,0.000299288284312032,0.000381217796528033,0,0.00017085571003272,0.000105223285655493,3.91377867381936e-05,0.00126011922527964,0.00035263465603809,0.000692769530060903,1.39604653937905e-05,0.00116329701572336,0.00107122141809252,0.000955645379155771,0.000107464931247991,0.00119855584109113,0.0415501823337965,0.000197398642703364,0.00892689507364527,0.0353962796567369,0.0195302721519084,3.81413723925271e-05,0.000248969819956809,0.00390885385774725,0.000564330290624213,0.00302199491393375,0.000555423943540221,0.000833857441590211,0.000135437735270084,1.03532633579517e-05,0.146644469697584,0.000467823522833928,6.08615169215499e-05,0.000716213153472048,0.00377996376806103,0.00110359386342821,0.000839992290536705,0.00164505634753185,0.000464869993085687,0.065474639241734,0.00898005031908386,0.000924996290468156,0.000298606719038971,0.000629512623018437,0.00456150109734816,0.00175776036150847,0,0.00058965426067157,0.00202950055414684,0.000318585665295176,0.00509705646218869,0.000524131115990231,0.0186863522824786,0.000242590508378938,0.0004704720059916,0.00196680032007301,6.10868945697697e-05,0.000273064340716099,0.00056245793700708,0.000908759273753747,0.000195546040493238,0.000335630858404701,0.000501899455923577,0.000443152934923915,0.0013922878882464,0.0013001984724273,0.00119003303954395,0.000796508271259591,8.25364554471273e-05,0.000594832513543058,0.00153702639036705,0.000442646398424439,0.000885602679016135,0.00326976623348958,0.0655395935435926,0.000336456557019633,0,7.64614643947209e-06,0.00131443499718863,0,0.00033139706556841,2.04526843800706e-05,1.29880080267166e-05,0.00299578493492614,2.25857668371808e-06,0.0517270388869695,6.42829690377709e-07,0.00203802045896759,0.00137615075872188,0.000299871684149936,0.0315697468334962,0.0212957518189745,0.000538351868276479,0.000561519649222978,0.000110099966615956,1.87537406347098e-05,0.000117732956494677,0.00322484715220631,0.00342105705613574,0.000531148068226692,0.000333290180445121,1.26126144678026e-05,0.000545505652287083,0.000319867525849502,0.000521685268320815,0.000485395471680225,0.0013167603236865,0.000507861474662444,0.00082305380016693,0.000565112031059352,0.000456514682042584,0.000519078028276838,0.000463303239789641,0.000289245214068783,0.000749029457086297,0.000481337109611577,0.00016197006094558,0.000482022491856467,8.89188918325562e-05,0.000970094090748964,0.00298173449667655,0.000756552553744293,0.00095655397354686,0.000816371157176305
"CbMPDiCbraya","Group","T00C_vs_T05M","HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CbMPDiCbraya","Group","T00C_vs_T05M","DR",0,4.73402569698984e-06,0,5.39200033637388e-06,2.0533919338041e-06,2.35757418365325e-07,0,0.000190546344153876,2.41332557567367e-06,0,6.45107773267896e-05,0,0.000216876373490156,5.24844650143667e-05,0,0,0.00105631003362086,7.58598884981833e-07,4.14038578457042e-06,0.00283629037031703,9.2754868144063e-05,9.02820819631585e-06,2.00901780894011e-05,0,6.2638682112881e-06,1.16997831269328e-06,0.00047956477283517,6.15021016851393e-05,0.000115278640651467,8.76006282974134e-05,9.0192144441528e-05,0.00015790082306394,3.37248423211825e-05,0.000133148575225137,0.000378074743546495,0.000306305538234598,0.000103286084171231,0,0,0,0,2.00180828633847e-06,9.68415864375629e-06,1.21273882224168e-05,0.00062075278853818,2.8542934009663e-05,4.63936025843659e-05,2.17760201059215e-06,0,0,2.25283899992672e-05,0.000296824048977495,7.0530278647707e-07,9.38805715849782e-06,6.32994972256409e-05,0,0,0,1.18555156295521e-05,1.35697916204699e-06,0.000147306472010292,1.99068654089823e-06,0.00025002459878514,0.000683129051657682,7.07994854893206e-07,2.60882039667313e-05,9.94366582896336e-07,0,1.16970008889721e-07,4.94849324450171e-06,0,2.12056490586745e-06,5.87913956027373e-07,9.60289901573156e-06,4.35015424396915e-06,3.69525089658537e-06,2.4618590385675e-06,7.0456683809935e-07,2.17570658513085e-06,2.9340466795787e-07,0,3.52716349867761e-07,2.58630943681388e-06,3.82172613047286e-05,0,0.000366446645454207,0.000182657532093604,1.56115481571794e-05,0.00155268804351482,0,0.000516206510097114,0.000340761545031448,0.000102755265268186,0.00200810211979986,6.46769544519187e-05,0,0.000116907790487879,2.92258577077752e-07,9.6930109411035e-06,1.29747498271848e-06,0.000623169011686873,0.000524835340817927,1.34659086538061e-06,2.45789656784966e-05,0,0.000365538451189717,1.16561096210774e-05,1.64487665192691e-05,4.6309642928411e-05,2.29462624062113e-06,0,0.000232025053740958,1.76587503047206e-07,2.9455302428733e-07,1.40440205371518e-06,0,7.94658722511814e-06,0,7.58359364882579e-06,8.88519174617068e-06,4.72311532538309e-07,0,1.11601179759911e-06,0,7.54665317989174e-06,4.09246398355288e-07,9.26835931401917e-06,7.32027837958294e-06,0.000139604023973975,1.41466631149597e-06,1.45381995232331e-05,6.58359291710714e-06,6.94172114202725e-06,0
"CbMPDiCbraya","Group","T00C_vs_T12C","HeS",1.9614506830273e-05,0,0,1.96808776163172e-05,2.78733821319502e-06,0,9.00396648530803e-06,0.0144997691360805,0,0,0,1.34274105571993e-05,0,0.00387082468147526,1.37990266065836e-05,0,0.00342861795886278,0,0,0,0,1.00401968220621e-05,0.000297122910151549,0,1.48463109886455e-06,0.000139712351602385,0,0,0,0,0,0,0,0,0,0,0.00210826774325214,5.47879942829919e-06,0,0,0,2.18139512337001e-06,0,0,0,0,2.26082817705854e-06,5.80046801918781e-05,0,0,0,0,1.36466415539757e-06,0,0,0,0,1.43639864455774e-05,0,0,0,0.000140914485294163,0.00162610495046362,0,0,0,7.67259961138179e-06,0,2.03130484286639e-05,0,0,0,5.105815636591e-05,0,7.4802924238156e-05,1.58307648981924e-05,0,3.71486906241256e-06,4.1412049397835e-05,2.55266017675697e-05,5.65744676325398e-06,6.07455498922702e-05,1.17662730007603e-06,0,0,0,0.000173918370660362,7.64900682652353e-05,0,0,0,0,0.00288341286245475,0,0,0,0,4.86763867241839e-05,0,0,0,0,0.000331456441881343,0,0.000292232164250045,0,0.000255274271629677,0,5.0682234391921e-06,0,0,0,1.63020365732647e-05,0,0,0,0,1.28985481668991e-06,8.49056603773585e-06,0,0,0,8.44195711721923e-06,1.63604634252751e-05,1.12212906156616e-06,0,0,2.41060665348438e-05,0,0,0.000222428553196799,3.32383665716999e-06,0,0
"CbMPDiCbraya","Group","T00C_vs_T12C","HoS",4.19538682924498e-06,2.93589816843393e-07,0.00837118400218332,0.000140625965669408,9.53302621839336e-05,6.79526068826467e-06,1.23852835023987e-05,0,7.654736564319e-06,0.00744659249477383,2.47404331291674e-05,8.47852662254272e-06,0,0.00812330543815545,5.59498705265141e-06,0,0,0.000138070311240446,1.06119267069485e-06,0.00100584446848805,0,0,0,0.000309777593562541,0.000539848651978973,0,0,0.00150057008787304,0.00582885587017931,0,0.00810286968479687,0,0,0,5.5521194019104e-05,0,0,1.06312181219583e-05,0.0014832619423968,0.00289870894838485,0.00142474905628762,6.03067490733014e-06,0.000205303992778817,0,0.00344210561036645,0.000219913666147827,0.000618977615290658,0,0.00219804064193924,0.150850937240012,0,0.00164480652719852,6.32678416138648e-06,1.29701723082404e-06,0,1.05375215887257e-05,0.0241335998992913,0.000573346544168218,0.000308823489682856,5.4514858537236e-06,0,0.000251057669671513,0,0.00108689481583166,8.24570112727161e-06,0,6.05358202320976e-05,0,2.12566582558896e-05,2.7969969321508e-05,3.5380696292103e-06,2.37160457033382e-06,1.74220206759333e-05,1.559106283035e-05,3.92933788742515e-05,0.000167032449660158,0.000479946718799584,0,0.0014180617803222,2.35773204142288e-07,1.17150813394126e-06,0,1.40737182240055e-05,1.16775505930777e-06,0,0,0.000191767404653605,9.39164308401677e-05,0.000760983844982083,0.000545210108055318,9.32011510246726e-06,0.00460680289776099,0.00648062505336394,0,4.0183848708242e-05,0.00183500991772141,0,0.000780628427373571,0,0,0,0,1.33000675992843e-05,1.56877257842788e-05,0.00789309506764413,0,0,0.00488834057809171,2.51704303204776e-05,1.32338056407678e-05,1.85991986233365e-05,0,2.10182157870154e-06,0,1.79630930933102e-06,6.28473568396555e-06,2.51848580587244e-05,6.46391512201965e-06,0.000142998589171601,0.000766971652354606,0,9.91782374610371e-06,1.35057204106502e-06,0,1.03071819073466e-05,0,0.00234322240768651,3.0107890984275e-06,5.49427538238182e-05,6.30713370558165e-05,0,0.000388885914969809,0.000139930580618524,2.11882222114849e-06
"CbMPDiCbraya","Group","T00C_vs_T12C","DL",0.000212788527427328,0.000271195245329407,0.000806956482492973,0.00071909658476403,0.000520254914462212,0.000303401187798292,0.000632587837375829,0.00288171212321719,0.000834626093773254,0.000923755259503205,0.00290210283972317,0.000217088825146408,0.00175120943670786,0.0248861052308357,0.00016588933048726,9.04574415074099e-05,0.00496711255289907,0.00110440159796377,0.0003357564527526,0.0417946507854962,0.0287817002808049,0.00144850241428158,0.00114421040112385,0.000772301332731413,0.000139899631429077,0.00102613877488763,0.0122704473896468,0.000520279801551074,0.00536895165065233,0.0316825645977606,0.024203873189103,0.0191102394026304,0.00433214462123851,0.00584816437407391,0.00461623385520397,0.00537306610688,0.00188432297662699,0.000763900306773967,0.00104089578859677,0,0.0659152910350877,0.000577367357125244,0.00368670598726482,0.00071394299683525,0.00794522108773914,0.00100117410712014,0.000506434144455428,0.00132611950815208,0.00150340626306055,0.0564113433668589,0.0033691594499114,0.00116889467074068,0.000341078089096936,0.000513038677548226,0.00440187035337086,0.00250888849621532,0,0.000314155381857782,0.00204631854995663,0.000381364020230593,0.00538016618961243,0.00105455436151327,0.0177903434859778,0.00554161450851155,0.000309970350847977,0.00177837806716177,0.00126095073703213,0.000240424380611042,0.000456854581501588,0.001507064986761,0.000174899610072317,0.000355081640595329,0.000455947713425181,0.000412735979476951,0.00145996250918893,0.00151247212346838,0.00185066862623734,0.000694399162686541,0.000114197141237161,0.0005648425023393,0.00137080783945392,0.000318927653841681,0.000776739905725118,0.00280296056913214,0.00385501431579501,0.00191589704267367,0.00106020255332021,0.000676012367997704,0.0121263080016466,0.00250640620566866,0.00219309688136201,0.0413777891654747,0.0398312360902844,0.0297000274070222,0.00385130562530171,0.00110402646199671,0.00777644748098138,0.000119703176306593,0.00191885680026396,0.000272100134988063,0.0288487096333376,0.019736183264689,0.000602452640372844,0.000840387911497316,0.00869857522487771,0.0043109728858378,0.000943563736953132,0.00285487252937989,0.00338794674198771,0.000514932164653812,0.000316987504510161,0.0091173344665586,0.00043442354902073,0.000224000373175087,0.000425674920104273,0.000355723583386166,0.00108618105552843,0.000463268563785193,0.000872344492689144,0.000300604308534932,0.000451465612619115,0.000491868388768701,0.000458299103287536,0.000240665570561548,0.000761322368510457,0.000843058359739991,0.000160277363781599,0.000354275809562514,0.0113031480504865,0.000803518992131513,0.00231379461937428,0.000947587601871701,0.000813777737522493,0.00198833055840047
"CbMPDiCbraya","Group","T00C_vs_T12C","HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CbMPDiCbraya","Group","T00C_vs_T12C","DR",9.42049010047901e-07,3.1890306277627e-06,0,1.46573606444526e-05,2.87438719645158e-06,0,0,0,4.52306381893524e-06,0,7.3281517318362e-06,0,0,0,0,0,5.86155528459308e-05,5.26439872463597e-07,9.41846895482651e-07,0,0,1.06254700529068e-06,1.09382226209062e-05,1.40966692349016e-06,2.89034165644368e-06,0,0.000330158619647714,5.01833203714894e-06,0,0.000114981493519201,0.00011313604615303,0,0,0,0,1.83413146623397e-05,4.7290140939068e-07,0,1.81275178310767e-06,0,0.000921656904484069,1.35442585358378e-06,3.87515641109908e-06,8.35819313725692e-06,0.000618097144458552,1.76665923118296e-05,1.20919893662252e-05,3.10639949604628e-06,1.23553212545726e-05,5.25865589507261e-05,0.000141620143291658,0.00023561586808765,5.272856768815e-07,1.34590561368115e-05,4.06234913722568e-05,0,0,0,1.88293979186524e-05,1.83497097630477e-06,2.09145487568973e-05,3.46267879215929e-06,7.05579203846578e-05,2.99878644970009e-05,1.18567643774726e-06,6.56007487833047e-06,8.18662375347181e-07,5.97356469559542e-07,1.35001036515238e-06,0,0,7.05063927922102e-07,1.70101772755959e-06,1.09205121080943e-05,4.09972589845591e-06,4.63035247761531e-06,2.87489883100496e-05,4.0998654257256e-07,3.75244311163625e-06,1.70282591493723e-06,2.80753846122613e-06,7.69166602583223e-07,4.10635551178581e-06,6.64607571071016e-05,0.000704051340657985,4.68053416575543e-05,0.000300062641093085,4.48004502717557e-06,1.61908300609374e-05,0,1.00980783668126e-05,0,0,0,4.20639371845205e-06,0.000127850031548862,0,3.10662040335586e-06,2.04912811639952e-06,3.83443293914015e-06,0.00040575595947247,0.000292626994483056,4.08972516003434e-07,4.09459919369915e-07,0.000308206268167839,0,4.16849949173065e-06,3.56224041741887e-05,2.44810517137901e-05,2.17711979395798e-06,3.52729183121109e-07,0,1.46531897579259e-06,1.58883626921309e-06,2.34964121878516e-06,1.5847549774383e-06,4.93872858830393e-06,0,9.87384397456424e-06,2.59128094723883e-06,7.67242553624112e-07,1.75455013334581e-07,2.40470078012723e-06,0,6.53915334252544e-06,0,4.20792133601469e-06,6.65729469820179e-06,0,2.95154419835839e-06,1.63759571778081e-05,1.41951473163259e-05,1.40989026322717e-05,0
"CbMPDiCbraya","Group","T00C_vs_T12M","HeS",8.26118635903315e-06,0,0,0,0,2.60546077051318e-06,0,4.64263036613163e-05,0,0,0,1.02971643413282e-05,6.47485402147297e-07,5.28222962601638e-05,1.83019546880536e-06,5.04003508715917e-06,0,0,0,6.47665792644535e-05,0,3.72279285065479e-05,0.000244710609090768,6.59001053396717e-06,0,0.000152829347413284,0,8.82622192986972e-06,0,0,0,0,0,0.000532844869135864,0,0,0,0,0,0,0,7.27131707790004e-07,0,0,0,0,2.26082817705854e-06,0,0,0,0,0,0,0,0,0,0,7.18199322278868e-06,0,0,0,2.05440376761632e-05,0,0,0,0,0,5.91840064440383e-07,5.58254548664537e-05,1.21190162367377e-05,3.51115842103454e-06,0,5.65795274114482e-05,0,2.85963556526198e-05,0,0,3.9522520470698e-06,0,4.72811075514467e-05,0.000266104116024179,2.25361055654113e-05,1.17613894607694e-06,0,0,0,0.000358866806023486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000575747480577219,2.89207321164642e-06,0.000495105571168972,0,0,0,0,3.71214422079341e-05,0,5.63159086941908e-06,2.71700609554411e-06,0,0,0,0,3.51780313132575e-07,0,0,0,1.18508771429199e-06,3.96299863034582e-05,5.45348780842503e-06,2.59292824620682e-06,0,0,3.44372379069198e-06,0,0,0.000196177057904711,0,0,0
"CbMPDiCbraya","Group","T00C_vs_T12M","HoS",4.0775337775629e-06,3.54552635273379e-07,0.00696312941715974,0.000392655072497809,3.87105842078962e-05,2.5714757577951e-05,4.52596474511672e-06,1.59381252316355e-06,1.77824025302827e-05,0.00887223942451709,0.000620058691874532,7.70775147503884e-07,9.57520069883906e-05,1.05273008000749e-05,3.64916748626784e-06,3.82437681679918e-06,0.000385659777617419,6.23127229481679e-05,2.42231771618752e-06,3.57001014538859e-06,0.00121714209642177,0,0,0.000292629260041537,0.00066257336007034,0,0.00722545057163221,0.000188247726936865,0.00104139495712447,0,0.0229840995708191,2.21463057815164e-05,4.99140015895114e-05,2.83730648739631e-05,0,0,0,0,0.00199400769880793,0.00316643070558869,0,3.74530454889692e-06,0.00119700220790104,0,0.00881568512392678,1.88810378049068e-05,7.15635793744232e-05,0,0.00390345070601864,0.118384816774598,0,0.00649851220075017,2.07535888640884e-06,0,0,7.31250700076989e-06,0.0275684808405755,0.000318958347686932,2.99333221443858e-06,7.13945740123751e-07,0,0.00108420312739481,0,0,6.42047126664941e-06,0,0.00124364186245872,0,1.73389032534372e-05,0.000426162084330657,5.99296622631924e-06,4.40189410454888e-06,1.94512015930375e-06,3.17851000055482e-05,8.78705255253934e-06,0.000390523752041604,0.00118751084422675,0,0.00177510239074405,6.63523457368248e-06,0,0,5.7100909726152e-06,0,0,5.70724875410884e-05,0.000499682774783855,1.29750051585146e-05,1.09400715023312e-05,0.00186476187118764,0,2.08929996620303e-05,0,0,0.000182397407769796,0.000136693623237533,1.98837806763565e-05,0.000662373452179473,0,0,0,0,0,0,0.0193506192532636,4.6228890388288e-05,0.0010974691635463,0.00596561791233274,1.49341335588581e-05,0,9.43726138232669e-06,4.02107142157742e-05,8.02790216976018e-06,1.26009515588088e-05,2.54835582424915e-06,1.4215167363123e-05,2.52954633468877e-05,3.7937756349116e-06,0.00012063693309204,0.000965676078499811,2.93288080240061e-07,4.25049589118731e-06,7.62664719070775e-07,4.95736387017187e-06,1.06240130899944e-06,0,0.00229477930524851,8.83978643783555e-06,1.18164296272006e-07,0.000144514420645165,0,0.000792017343767015,0.000372104670405598,0.000108959144675924
"CbMPDiCbraya","Group","T00C_vs_T12M","DL",0.000248756098987724,0.000352091291263198,0.00247055980550267,0.000752381059354411,0.000791317380255222,0.000358220568690483,0.000616112493937451,2.84385418496014e-06,0.00103093365526934,0,0.00207616988702005,0.000291026449050778,0.000454552037881802,0,0.000185883872951102,0.000174459735544245,0.00087732348712348,0.00142756706702449,0.00039678909847759,0.000412873946042338,0.000142247634227339,0.00102513621542808,0.00120954826147698,0.000892620871742919,0.000136473786303595,0.0011726944162834,0.0586969401900409,0.000835607357773168,0.0112536538035356,0.037529092472704,0.0151833670163366,3.62703285445282e-05,0.000175273319800526,0.0038801769490629,0.0015749884604097,0.00289047922362424,0.000559909190671401,0.000841006777486297,0.000760091492753578,1.91663993632751e-05,0.143131974354769,0.000435765987806199,0.000461360610208613,0.000824817006348989,0.00512179165946901,0.00187896630208741,0.000948521514969102,0.00163143007995894,0.000307097729878887,0.11323928576746,0.00721840230564223,0.0143393744031499,0.000321988877197594,0.000694795133839125,0.00477581769928297,0.00266291671640064,0,0.000605535765585923,0.00222917900538708,0.000330921456668924,0.00546292624811157,0.000400621510275745,0.0206615583169564,0.000321067344251243,0.000448074608371792,0.00211547371546119,6.57527417599322e-05,0.000279030012249859,0.00052530947317975,0.000944430382337526,0.000238004449570175,0.000356524360225953,0.00056607887529603,0.000542300392774296,0.00162819373077446,0.0012375988825967,0.00147340059331435,0.000788805789722776,3.00729715334088e-05,0.000600155721744168,0.00139714262706792,0.000450639178521921,0.000940074726098134,0.00363614073952938,0.0487374412619207,0.00284186704406944,0.0021199154954134,7.94249324143234e-06,0.00980506719169135,7.19490738532272e-06,0.000447912029949887,4.27893454459181e-06,0.000317708444421579,0.00324866787659859,0.00177126008716776,0.0629096244978206,1.40961560731837e-06,0.00552357202904441,0.00293430420481056,0.000350408090524822,0.0326973858450601,0.0219879591554177,0.000511869899264108,0.000545271860311834,0.00153541689575157,2.56920958507136e-05,3.50528004500668e-05,0.00274891546129268,0.00362967459753366,0.000468795718534734,0.000360968896910495,7.12815371009524e-05,0.000522846516819876,0.000292600989453433,0.00053205520994237,0.000473874855224068,0.00128896593763137,0.000471252237346398,0.00104359965900484,0.000329066549849227,0.00046541725200088,0.00054662989581765,0.000542834966522235,0.000278682673411516,0.000964066299949493,0.000458035514116577,9.02407116813481e-05,0.000566513824596542,0.000122006674447187,0.000966888116088313,0.00305790686477417,0.000901412914261749,0.000864860874283835,0.000960330986908055
