OTUID	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU1316	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	1	0	4	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1319	1	3	9	0	3	1	2	0	3	5	0	1	2	0	0	1	7	0	3	1	0	0	1	1	1	3	1	4	1	0	3	1	0	0	2	1	0	2	3	0	1	2	0	1	3	0	1	1	2	4	0	1	0	1	1	0	1	0	1	0	3	0	3	2	1	0	1	4	0	1	3	1	0	0	3	0	1	1	1	0
OTU1321	5	2	1	0	12	3	16	0	7	14	5	6	6	4	3	3	10	2	3	3	4	1	5	12	8	8	11	10	7	1	9	8	3	3	2	8	9	4	9	1	10	5	8	5	6	1	4	3	6	5	3	3	1	4	0	0	5	0	4	0	5	3	5	5	0	0	5	14	2	1	3	3	1	6	0	0	8	3	11	2
OTU1324	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1330	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1
OTU1332	1	1	0	1	1	1	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	3	1	0	3	0	1	0	0	0	1	0	0	1	0	0	2	0	1	1	2	0	2	3	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1
OTU1333	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1336	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
OTU1337	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1345	33	22	4	1	19	16	124	34	20	37	85	97	55	70	31	11	8	70	47	50	2	4	17	4	1	1	0	2	21	7	2	4	0	1	20	1	0	0	2	11	1	0	2	4	3	1	0	0	0	6	31	1	0	0	4	31	3	10	3	17	2	2	27	0	0	7	59	1	13	3	0	13	6	1	14	8	4	11	2	1
OTU1356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1
OTU1357	0	0	1	0	0	0	0	0	0	0	2	2	1	0	1	0	0	0	1	0	0	0	0	0	1	0	3	0	2	0	0	3	0	1	1	1	0	1	1	0	1	0	2	0	0	0	2	0	1	2	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	0	1	2	0	0	1	1	0	1
OTU1365	2	3	4	0	7	1	3	4	3	4	2	1	1	4	3	2	2	0	2	0	1	0	2	3	5	5	1	6	0	1	2	4	3	1	1	5	2	1	4	0	2	2	0	0	2	2	2	2	2	3	4	3	1	3	0	0	0	1	0	0	1	0	0	3	1	0	1	1	1	2	2	1	1	0	0	1	3	1	2	0
OTU1372	1	1	1	2	3	1	2	1	4	1	1	0	4	2	0	2	2	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	2	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU1376	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1380	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	1	1	0	0	0	0	2	1	2	0	2	1	1	2	0	1	1	1	2	0	1	0	0	2	0	2	1	2	1	0	0	0	2	3	0	2	0	0	0	0	0	0	2	1	0	3	0	0	0	1	0	1	1	0	1	0	0	1	2	2	2	1
OTU1382	13	4	6	0	9	6	9	3	2	7	5	2	5	22	6	3	8	7	6	5	1	3	3	0	1	1	2	0	1	4	1	1	6	2	6	4	0	0	1	6	0	0	3	1	1	0	4	0	1	1	1	2	0	0	1	3	0	16	3	1	0	1	1	0	1	0	1	0	0	2	1	0	2	1	5	1	2	1	1	0
OTU1383	0	0	0	0	0	0	1	0	0	1	3	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1
OTU1385	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	1	3	2
OTU1388	0	1	0	0	1	1	0	0	1	1	0	0	3	0	1	2	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2	1	1	0	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
OTU1392	0	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	0	1	0	1	5	2	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1393	0	1	0	0	1	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	0	2	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0
OTU1396	0	0	3	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1402	6	7	5	1	11	9	27	3	9	13	11	17	4	11	2	1	14	2	3	5	12	3	8	9	12	11	11	14	9	1	13	12	7	8	5	11	1	8	2	0	7	6	5	5	10	4	5	7	14	4	12	3	2	11	6	0	7	8	0	4	8	1	2	7	1	2	6	12	2	0	4	10	5	4	1	1	5	6	13	5
OTU1406	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU1407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1422	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	1	1	2	0	0	0	1	1	0	1	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU1423	0	1	0	0	3	1	1	0	2	2	0	1	1	0	1	2	1	1	0	0	0	0	1	1	4	6	2	2	0	0	2	2	0	2	0	1	1	3	0	0	0	2	1	1	1	0	1	3	1	4	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	1	1	0	3	1	0	1	1	2	0
OTU1425	1	3	12	0	20	9	8	3	15	40	11	30	12	27	5	10	9	1	10	4	6	0	12	9	6	11	7	17	3	0	9	8	6	16	2	9	11	23	10	5	11	14	17	7	8	9	7	16	7	3	17	13	4	7	9	8	3	0	0	1	14	8	3	15	6	1	7	6	2	2	8	2	5	4	3	4	10	7	11	7
OTU1428	0	0	0	0	0	1	1	2	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	4	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0
OTU143	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU1431	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	1	3	0	2	1	0	1	0	0	4	1	1	1	2	0	2	0	0	1	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	1	1	0	1
OTU1434	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU1435	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1446	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1449	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	2	0	0	1	0	0	1	1	0	0	2	0	0	1	1	1	0	1	1	0	0	2	1	0	1	0	4	1	0	1	0	0	0	2	0	0	2	1	1	0	1	0	1	2	3	0	2	1	0	0	1	0	2
OTU1452	0	5	8	3	15	8	4	4	8	25	11	8	12	12	6	10	14	5	9	6	0	0	6	6	5	14	6	9	1	2	6	8	6	3	3	7	7	6	5	0	10	9	4	5	13	1	5	7	7	0	0	11	2	20	4	3	0	0	0	0	3	4	1	10	0	0	5	4	3	3	1	2	3	2	1	3	2	5	11	4
OTU1453	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU1457	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	1	0	3	0	1	2	1	1	1	1	0	0	0	3	0	0	1	1	0	0	8	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	5	1	0	0	1	0	2	0	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0
OTU1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1462	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU1463	0	0	1	1	0	1	1	1	8	3	3	1	1	3	4	0	1	6	3	3	0	0	2	3	3	4	2	2	0	0	3	4	0	6	2	0	0	4	5	0	1	1	1	3	3	1	0	0	4	0	1	1	0	6	2	0	0	0	0	0	7	2	2	2	1	0	1	2	1	0	1	3	1	2	0	3	1	3	2	0
OTU1464	0	2	1	0	1	0	1	2	5	7	2	4	4	2	1	3	3	1	3	1	0	0	2	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	2	1	0	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0
OTU1465	0	0	4	1	5	0	1	0	2	7	3	3	1	2	3	0	4	0	1	0	0	0	2	0	0	2	3	1	1	0	4	0	0	0	0	0	0	5	2	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	4	1
OTU1477	0	2	0	0	1	0	0	1	3	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	1	1	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
OTU1479	0	0	0	0	1	0	1	1	0	1	0	0	0	1	2	1	2	2	0	1	0	0	1	0	5	2	3	0	0	2	1	0	2	0	1	1	0	1	2	0	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1
OTU1480	0	0	2	0	3	0	3	2	2	3	0	1	2	0	3	2	2	0	4	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	1	1
OTU1481	0	1	0	1	0	0	2	0	0	2	0	0	0	1	1	0	2	0	1	0	0	0	1	0	1	0	1	4	1	0	0	2	1	0	0	4	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	2	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
OTU1482	0	0	1	1	1	0	0	0	1	2	0	1	0	2	0	0	3	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	0	1	1	0	0	1
OTU1483	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1486	0	0	0	0	0	1	0	2	0	1	2	0	0	1	0	1	2	0	1	1	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	2	1	3	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	4	0	1	0	1	1	0	2	0	0	1
OTU1504	2	0	0	0	0	0	3	0	0	1	0	4	1	0	0	0	0	0	1	0	0	0	0	2	4	1	1	3	1	1	0	0	0	1	2	0	0	4	2	0	2	2	2	0	1	1	1	2	0	3	0	1	0	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	2	0	0	1	2	1	1	1
OTU1505	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU1506	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	1	3	1	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1507	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU1508	2	7	2	1	9	7	17	3	12	7	6	9	11	14	5	4	6	2	16	5	0	1	4	7	13	6	11	7	3	4	9	12	6	6	6	9	2	10	9	0	10	4	2	2	8	4	7	11	11	8	4	8	0	8	7	3	1	1	1	1	11	3	9	10	4	2	9	13	6	5	9	4	1	7	7	2	10	4	12	8
OTU1509	0	0	0	1	0	0	3	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	2	1	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	2	0	1	1	4	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1510	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU1513	2	2	3	0	4	2	6	1	2	7	7	11	3	5	1	1	3	2	0	1	0	0	2	1	4	2	3	8	1	0	2	5	0	2	0	7	1	4	3	1	5	3	0	1	4	1	0	3	1	1	6	1	2	4	0	0	1	1	2	2	4	0	2	2	0	0	4	3	1	0	0	4	0	1	1	2	2	3	2	2
OTU1514	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1525	0	0	0	1	3	1	3	0	2	3	0	0	1	2	1	0	6	3	1	1	0	0	2	0	1	2	1	0	0	1	1	1	0	0	0	0	0	1	1	0	3	2	0	0	1	0	3	0	2	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	2	0
OTU1530	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1537	0	0	0	0	2	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1540	0	0	1	0	2	0	0	0	2	1	1	1	0	2	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	2	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	2
OTU1546	1	1	2	2	6	0	5	1	4	4	1	3	1	2	0	2	4	2	1	0	0	0	2	3	2	0	1	3	3	0	0	0	2	1	0	5	0	5	2	0	0	4	1	1	1	0	4	3	1	1	0	0	2	4	2	0	0	0	1	1	3	1	0	4	0	0	2	2	0	4	1	0	0	0	0	0	0	1	3	0
OTU1548	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	3	0	1	0	0	2	0	0	0	0	1	2	0	2	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0
OTU1551	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1554	0	2	0	1	5	2	4	0	3	3	0	3	1	1	0	1	1	0	1	0	2	0	2	1	2	0	0	2	1	1	1	1	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	1	3	0	0	2	1	0	1	3	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0	1	0	0	0	0	1	1
OTU1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1557	2	0	4	1	1	1	7	2	6	8	1	4	5	4	2	2	5	0	3	0	0	0	3	5	6	1	4	4	1	2	3	4	2	3	1	7	1	4	2	2	6	2	2	4	2	0	0	1	0	3	0	1	2	0	1	0	0	2	1	0	2	1	1	10	1	0	3	1	0	0	1	1	2	0	2	0	1	0	4	7
OTU1564	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	1	2	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1
OTU1568	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU1577	2	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	3	0	1	1	0	0	0	0	0	1	1	2	0	1	0	1	1	0	1	0	0	4	0	0	1	0	2	0	2	0	2	2	0	0	0	2	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0
OTU1582	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1586	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0
OTU1594	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1598	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU1605	34	109	91	17	123	41	154	59	106	143	49	66	78	100	52	69	75	16	110	40	1	0	48	48	123	82	67	77	60	28	56	71	47	48	60	106	35	72	37	7	56	63	22	40	57	18	38	56	71	61	25	58	33	62	42	22	11	8	2	0	73	39	37	74	19	35	44	56	27	35	49	54	18	27	16	22	72	67	81	50
OTU161	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
