SampleID	Group
C051	CK
C052	CK
C053	CK
C121	CK
C122	CK
C123	CK
C301	CK
C302	CK
C303	CK
M051	Molybdate
M052	Molybdate
M053	Molybdate
M121	Molybdate
M122	Molybdate
M123	Molybdate
M301	Molybdate
M302	Molybdate
M303	Molybdate
H051	HEPES
H052	HEPES
H053	HEPES
H121	HEPES
H122	HEPES
H123	HEPES
H301	HEPES
H302	HEPES
H303	HEPES
